,SRR8487029,SRR8487034,SRR8487015,SRR8487030,SRR8487021,SRR8487010,SRR8487022,SRR8487020,SRR8487018,SRR8487035,SRR8487011,SRR8487013,SRR8487023,SRR8487039,SRR8487032,SRR8487025,SRR8487014,SRR8487036,SRR8487019,SRR8487017,SRR8487037,SRR8487024,SRR8487031,SRR8487027,SRR8487026,SRR8487028,SRR8487040,SRR8487038,SRR8487012,SRR8487016
SRR8487014_vRhyme_bin_28,0,0.62935656,0.5848656,0.008949829,0.89928573,0.7432661,0.5294742,0.5161355,0.6936118,0.92880297,0.40994233,0.0191905,0.899171,0.002552996,0,0,0.90528095,0.5758584,0.7297266,0.76747656,0,0.006196036,0.010527523,0.023493301,0.022518,0,0.019649465,0,0.011215972,0.5707237
SRR8487018_vRhyme_bin_107,0.02230951,0.9014331,0.22057876,0.003805199,0.85156655,0.7367355,0.9394544,0.8258201,0.98303,0.8294105,0.8583484,0.02178783,0.9148127,0.012888575,0.024703102,0.017430265,0.8409795,0.764538,0.8890662,0.7139043,0.021388898,0,0,0.015865222,0.015343542,0,0.009022003,0.006965968,0.020897904,0.8161537
SRR8487020_vRhyme_unbinned_111,0.042633176,0.9253154,0.6870597,0.10099969,0.9350617,0.78338116,0.989836,0.99590653,0.9474256,0.87059677,0.99621284,0.04202055,0.97627467,0.038985267,0.050959315,0.051042855,0.92333823,0.746735,0.9877475,0.99735457,0.015594108,0.004176993,0.041630697,0.013561305,0.024282254,0.11509009,0.025841665,0.09774164,0.052518725,0.99986076
SRR8487022_vRhyme_unbinned_642,0,0.914488,0.648825,0.006226809,0.99769694,0.663731,0.98306817,0.9347251,0.97044396,0.9994029,0.42092806,0.001492728,0.91039366,0.003305327,0.0635689,0,0.67027766,0.99712116,0.5899049,0.7322472,0,0,0,0.015716296,0.045272317,0.005693692,0.035398986,0,0.023670405,0.39147866
SRR8487022_vRhyme_unbinned_703,0.017871505,0.63071513,0.19908856,0,0.650076,0.8624192,0.9262205,0.9208888,0.78485686,0.58377266,0.7616835,0,0.76784915,0.00157865,0,0,0.55330175,0.48899412,0.87892056,0.9236589,0.012510053,0.004467876,0,0,0.004467876,0.017484289,0.00372323,0.006850743,0.002442439,0.8374885
SRR8487017_vRhyme_unbinned_41,0.26196885,0.9989906,0.99831766,0.4010767,0.9997116,0.9977889,0.9997116,0.99903864,0.99951935,0.99903864,0.99903864,0.47865796,1,0.7603826,0.2687464,0.32070756,0.9991348,0.9991348,0.9986541,0.99908674,0.27014035,0.07743703,0.38136896,0.50230724,0.39521247,0.23966545,0.44433764,0.20313402,0.5623919,1
SRR8487016_vRhyme_unbinned_155,0,0,0,0,0.01526405,0.017544886,0,0.008947892,0,0,0,0,0.017544886,0,0,0,0,0,0,0.2250424,0,0,0,0,0,0,0.052751623,0,0,0.99976605
SRR8487017_vRhyme_unbinned_495,0,0.9389207,0.62641007,0.198392,0.86319894,0.7268364,0.909855,0.5988306,0.919503,0.8647826,0.44794738,0.04443903,0.9538068,0.0403216,0.006480692,0,0.8318431,0.42114753,0.7172372,0.7929102,0.013570472,0.004921428,0.008819588,0,0.004385431,0,0.05486661,0,0.428822,0.5688391
SRR8487016_vRhyme_unbinned_210,0,0.97807914,0.6192426,0.025588537,0.96562606,0.8619072,0.958376,0.784971,0.9837086,0.9892528,0.87708974,0.018253155,0.98004097,0.033776868,0,0,0.9707438,0.9477141,0.93074036,0.78556806,0,0,0.012794268,0.008017741,0,0,0.024906175,0,0.07045377,0.7147731
SRR8487017_vRhyme_unbinned_357,0,0.013309672,0.1395741,0.060869563,0.20159715,0.99299026,0.060869563,0.23309672,0.05891748,0.12803905,0.7184561,0,0.10860692,0,0,0,0.15865129,0,0.768323,0.99991125,0,0,0,0,0,0,0,0,0,0.5760426
SRR8487019_vRhyme_bin_17,0,0.12723361,0.14662988,0.00474642,0.6503745,0.80446064,0.3553738,0.38048548,0.4832972,0.41540205,0.3172218,0.007177112,0.8322001,0.009295756,0,0,0.38951847,0.16591118,0.995697,0.7628761,0,0,0.005879648,0.000886874,0,0.004647878,0,0.004927079,0.003153331,0.6100381
SRR8487021_vRhyme_unbinned_23,0,0.48851195,0.3100419,0.027098257,0.75152045,0.61724555,0.63231516,0.75888634,0.78294367,0.6670496,0.2117178,0.010136505,0.6725233,0.011825923,0.018178131,0,0.9210704,0.61704284,0.6122449,0.9283011,0,0,0,0.010136505,0.009663468,0.010136505,0.03297743,0,0,0.87917286
SRR8487022_vRhyme_unbinned_162,0,0.60961485,0.026318097,0.009211334,0.23273972,0.9191157,0.93245023,0.90507936,0.71181685,0.6244407,0.8774454,0,0.5991754,0.010176331,0,0,0.23458198,0.28941137,0.95043427,0.9681551,0,0,0,0,0,0.007632249,0,0,0,0.9515747
SRR8487018_vRhyme_unbinned_809,0,0.009171788,0,0,0.025222415,0,0,0.28817758,1,0.027056774,0,0,0,0,0,0,0.074474916,0,0.02503898,0,0,0,0,0,0.004677612,0,0,0,0,0.042557094
SRR8487021_vRhyme_unbinned_484,0,0.7361039,0.34075278,0.010821071,0.9941335,0.5499519,0.85806894,0.81872857,0.9912495,0.7770712,0.73938227,0,0.9859745,0.08868841,0,0,0.9015505,0.9291824,0.98750275,0.8380783,0,0,0,0.02750869,0.015923489,0,0.04022776,0.013359955,0.002588183,0.60943085
SRR8487022_vRhyme_unbinned_827,0.009271851,0.20051922,0.028866362,0.010199036,0.07862529,0.050315242,1,0.7364322,0.31345037,0.09247126,0.69310176,0.21603411,0.060761526,0.00976635,0.27283967,0.08443566,0.24978365,0.054889355,0.51866734,0.021572506,0.03146248,0,0,0.6607739,0.007417481,0,0.010817159,0,0.38997403,0.62411916
SRR8487018_vRhyme_unbinned_540,0,0.9978812,0,0,0.021573726,0,0,0,0.9562747,0,0,0,0.48107484,0,0,0,0.9983627,0.94433206,0,0,0,0,0,0.02552249,0,0,0,0,0,0
SRR8487023_vRhyme_unbinned_504,0,0.99311787,0.6423549,0.011220826,0.9940904,0.847322,0.29660383,0.021543985,0.98848,0.99925196,0.8923549,0.00733094,0.991547,0.03575703,0,0,0.9716487,0.99513763,0.12118492,0.45279774,0,0,0,0.035083782,0.021169959,0,0.045706164,0,0.04443447,0.08909336
SRR8487036_vRhyme_unbinned_175,0,0.9629184,0.5767407,0,0.9843632,0.9859097,0.9775586,0.90236443,0.99707884,0.95855385,0.9408207,0,0.9942608,0.013368617,0,0.009691387,0.9859097,0.96226543,0.6771256,0.94446355,0,0,0.008935322,0.007079525,0.006564025,0,0.010309987,0.008935322,0.003883428,0.90507936
SRR8487019_vRhyme_unbinned_98,0,0.67515016,0.07644648,0,0.55971783,0.9287008,0.9361357,0.9289867,0.7530264,0.5313125,0.97664666,0,0.54465735,0.009627299,0.021160996,0,0.20236394,0.29787436,0.74397105,0.7764751,0,0,0,0,0.011914975,0.03269469,0.01858736,0.06157659,0.041464113,0.8908588
SRR8487016_vRhyme_unbinned_361,0,0.9648339,0.88914156,0.030130757,0.99658895,0.9986193,0.8767969,0.8037846,0.9417689,0.9989442,0.99991876,0.015918136,0.9978072,0.024283279,0,0,0.9601234,0.9902542,0.9970763,1,0,0,0.005685048,0.03557216,0.056606837,0,0.036465526,0,0.034516364,0.9753106
SRR8487011_vRhyme_unbinned_247,0,0.04150143,0.097297795,0.026560916,0.13492575,0.93341327,0.79295397,0.98137045,0.22770451,0.2803652,0.993452,0.01383381,0.30314487,0,0,0,0.102370195,0.107350364,0.954994,0.88130593,0.02222632,0.03827354,0,0.043069262,0.02766762,0,0,0,0,0.9676289
SRR8487014_vRhyme_unbinned_486,0,0.016039789,0.006216972,0,0.01119055,0.059848722,0.05102062,0.048388768,0.029592788,0.02986219,0.044990156,0.004994301,0.010879702,0,0,0,1,0.024847167,0.053735364,0.045155942,0,0,0.003170656,0,0,0,0,0.001139778,0,0.13264947
SRR8487035_vRhyme_unbinned_587,0,0.19037871,0.5537359,0.039187014,0.9997076,0.4551104,0.0332651,0.03465419,0.13832432,0.99992687,0.107325636,0,0.784179,0,0,0,0.86715895,0.39369792,0.5609738,0.14709753,0,0,0,0,0.044962715,0,0.019812837,0.019812837,0,0.01403714
SRR8487022_vRhyme_unbinned_458,0,0.9808345,0.8916214,0.13398914,0.9969471,0.9978799,0.9937246,0.82114995,0.99838877,0.9981343,0.9940638,0.054867707,0.9971167,0.12092944,0,0,0.9943182,0.9977951,0.99669266,0.99796474,0,0,0.015943013,0.104477614,0.13136025,0,0.16460311,0.14145184,0.05851425,0.99296135
SRR8487021_vRhyme_unbinned_227,0,0.86339307,0.84494674,0.053000778,0.9902312,0.050194856,0.795947,0.8428163,0.9681476,0.41345805,0.46786177,0,0.9328657,0.02348662,0,0,0.9505326,0.73546374,0.61979735,0.96861523,0,0,0.009768771,0,0,0,0.009353079,0,0.022967005,0.7976617
SRR8487018_vRhyme_unbinned_19,0,0,0,0,0.025728457,0,0,0.1433354,1,0,0,0.007811531,0.1367638,0,0,0,0,0,0.14073156,0,0,0,0,0,0,0,0,0,0,0
SRR8487017_vRhyme_unbinned_260,0,0.03432576,0.043194234,0.009145618,0.12142687,0.8913612,0.25979888,0.7448333,0.091456175,0.0355135,0.11861588,0,0.09969119,0.01116478,0,0.005938713,0,0.00530525,0.616953,0.99782246,0,0,0,0,0,0,0,0,0,0
SRR8487018_vRhyme_unbinned_28,0,0.77435976,0.18517135,0.031583663,0.8104234,0.6655716,0.7596506,0.80609274,0.95370716,0.842679,0.8938998,0.020831779,0.939222,0.037034273,0.018517137,0,0.9083103,0.6619876,0.9858881,0.32151124,0,0,0.050324798,0.033674307,0.021354439,0,0.08997238,0.016501157,0.039647575,0.8572388
SRR8487021_vRhyme_unbinned_139,0.014328809,0.7221504,0.42404655,0.038515408,0.83888173,0.99660635,0.9675178,0.9849709,0.9175824,0.97457445,0.9836242,0.024024995,0.8235294,0,0.03754579,0.058661927,0.97371256,0.87782806,0.9814695,0.99445164,0.010450334,0,0.07552252,0.02790347,0.01853049,0.28092006,0.010989011,0.109997846,0.02111614,0.99375135
SRR8487010_vRhyme_unbinned_123,0,0,0.10937931,0.017844358,0.1178058,0.9996145,0,0,0,0.7843807,0.96750563,0,0.010354133,0,0,0,0.018560335,0.16753869,0.16340806,0.94448423,0,0,0,0,0.011731013,0,0,0,0,0
SRR8487011_vRhyme_unbinned_117,0,0.77748144,0.3269194,0,0.9795199,0.7969137,0.68222517,0.67308056,0.9988569,0.8955039,0.9532292,0,0.9610402,0,0,0,0.85578203,0.8722614,0.9677081,0.86254525,0,0,0,0.005048581,0.011335492,0,0,0,0,0.6460278
SRR8487036_vRhyme_unbinned_127,0,0.99460316,0.77724016,0.10654136,0.98585653,0.9932074,0.98902017,0.9461245,0.9987904,0.99869734,0.979157,0.09286313,0.9913464,0.29831582,0,0,0.9997209,0.9992556,0.99404484,0.9951614,0.017865451,0,0.14673862,0.033962965,0.12356937,0,0.009956267,0.020005584,0.19521727,0.99627805
SRR8487016_vRhyme_unbinned_216,0,0.5366556,0.48547852,0.014457523,0.9200998,0.756653,0.8212001,0.8490916,0.7345829,0.88766634,0.9162615,0,0.9612334,0.004605936,0,0,0.98183215,0.82017654,0.99852866,0.97262025,0,0,0.004030195,0.010363357,0,0,0.027891506,0,0.00428608,0.98758954
SRR8487034_vRhyme_unbinned_185,0,0.8403042,0.083808616,0.011882129,0.78168565,0.9989702,0.998891,0.9989702,0.8862484,0.82224333,0.99857414,0,0.82010454,0.007604563,0,0.03002218,0.71768063,0.677519,0.99762356,0.9984949,0,0.016714195,0,0,0,0.020833334,0,0,0,0.9967522
SRR8487020_vRhyme_unbinned_39,0.021799225,0.5604613,0.23979148,0.004580997,0.6366006,0.8707843,0.9443172,0.9740147,0.7606034,0.56512123,0.7665271,0,0.84013903,0.049285207,0,0,0.6607693,0.6511334,0.8328726,0.9720401,0,0,0.017613143,0.020377537,0.043124557,0,0.018481953,0,0.013032146,0.85917383
SRR8487017_vRhyme_unbinned_334,0,0.97398585,0.45370322,0,0.982413,0.6181104,0.99947655,0.99853444,0.9992149,0.8329757,0.910861,0.062810786,0.99774927,0.047788538,0.043653496,0.007956033,0.9657681,0.85658205,0.99989533,0.7914682,0,0,0.003192881,0.010782518,0,0,0.02187909,0.020675216,0.004763151,0.798011
SRR8487034_vRhyme_unbinned_99,0,1,0.004300577,0,0.02315101,0.00381129,0.028327152,0.005716934,0.02776061,0.012309436,0.005021632,0,0.008189122,0,0,0,0.024979398,0.003038731,0.005536671,0.003991554,0,0,0.01354553,0,0,0,0,0,0.06932427,0.005330655
SRR8487036_vRhyme_unbinned_172,0,0.38449776,0,0,0.5733537,0.33422536,0.9862372,0.8565421,0.6307942,0.31912452,0.07751123,0,0.35496512,0,0,0,0.25633183,0.9654975,0.15005256,0.14508267,0,0,0,0.030775113,0,0,0,0,0.015100831,0.49746728
SRR8487011_vRhyme_unbinned_338,0.022375513,0.10842854,0.015132572,0.011511101,0.06311705,0.9157146,0.87596464,0.96387154,0.1309765,0.1573615,0.9599914,0,0.061090752,0.023022203,0.011942229,0.008191421,0.17844363,0.04548394,0.72502697,0.60254365,0.011467989,0.012933822,0.031256735,0.00724294,0.08281957,0.019702522,0.012933822,0.024660487,0.038844578,0.99340373
SRR8487014_vRhyme_unbinned_373,0,0,0.008389173,0,0.0684852,0.013084999,0.02342637,0.16224344,0.9674458,0.016145201,0.035614416,0,0,0,0,0,1,0.19448109,0,0,0,0,0.019310927,0.007070121,0,0,0.02543133,0,0,0.10963964
SRR8487018_vRhyme_unbinned_602,0,0,0,0,0.035578582,0,0,0.8748647,1,0.020402994,0,0,0,0.43214738,0,0,0.045503743,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR8487021_vRhyme_unbinned_588,0,0.50056905,0.9638449,0.06845837,1,0.96699643,0.9115819,0.82981706,0.9987744,0.83822113,0.10426333,0,1,0,0,0,0.9920336,0.21964458,1,0.9981616,0,0,0,0,0,0.02284864,0.21369168,0,0.010942834,0.6256675
SRR8487036_vRhyme_unbinned_146,0,0.86766773,0.3607964,0,0.9718442,0.5998525,0.66340417,0.33304283,0.9963129,0.9779446,0.35925454,0,0.97352016,0.04344037,0,0,0.8683381,0.9011866,0.6623316,0.6288128,0,0,0,0.010055642,0.007240062,0,0.009988603,0,0.003687068,0.14480123
SRR8487018_vRhyme_unbinned_648,0,0.9181388,0.4830632,0.15224913,0.9876161,0.9931706,0.9848844,0.9940812,1,0.9477326,0.9995447,0.03687853,0.9960845,0.11491532,0.023857221,0,0.9735021,0.85066473,0.99189585,0.98142415,0.021945002,0.037060644,0.1703697,0.041340373,0.040976144,0,0.0962484,0,0.12420324,1
SRR8487021_vRhyme_bin_58,0.005904852,0.7205764,0.30030867,0.006651345,0.9666846,0.77163994,0.6421526,0.6253355,0.72734517,0.91659397,0.6620898,0.002826612,0.95739114,0.012522646,0.004495739,0.006525532,0.63252366,0.46675166,0.83696234,0.66220725,0.017278401,0.001258136,0.003916997,0.005351272,0.01541636,0.015558948,0.038935114,0.013965309,0.003522781,0.61782026
SRR8487019_vRhyme_unbinned_206,0,0.4974366,0.71945316,0.24458843,0.9357733,0.45464256,0.764597,0.57839644,0.9584164,0.88657075,0.3690544,0,0.9425377,0,0,0.046354316,0.8053261,0.32376817,0.9971518,0.98867846,0,0,0,0.008259755,0,0,0.015878666,0,0,0.9474509
SRR8487011_vRhyme_bin_23,0.004575513,0.46255848,0.051314812,0.004575513,0.2719236,0.5058446,0.5966297,0.49930072,0.30554068,0.24191515,0.8856294,0.008978366,0.35025984,0.03054371,0.03164874,0,0.19410536,0.26900566,0.58961964,0.473039,0.010359652,0,0.002589913,0.005179826,0.010290588,0,0.26883298,0.004454651,0.006854637,0.55382705
SRR8487016_vRhyme_bin_40,0.00805303,0.5087713,0.20883094,0.008284333,0.540466,0.5355539,0.73308134,0.83503765,0.67492056,0.5364182,0.7720256,0.012161718,0.5870981,0.08475464,0.002459126,0.004260862,0.57084596,0.48531827,0.69683355,0.4897435,0.005946946,0.007438248,0.016093886,0.025139086,0.027129518,0.004936513,0.011072155,0.026143434,0.026995605,0.8932715
SRR8487016_vRhyme_unbinned_171,0.05323077,0.14497437,0.004564103,0.01928205,0.009384615,0.14297436,0.4374359,0.8708205,0,0.004769231,0.95533335,0,0,0.036358975,0.31276923,0.06266667,0.009538461,0.018205129,0.07723077,0,0.08235897,0.011846154,0,0.03246154,0.026615385,0.015282052,0.06733333,0.040871795,0.062358975,1
SRR8487020_vRhyme_unbinned_83,0,0.9168099,0.57238954,0.043575753,0.9806413,0.99431944,0.9981314,0.9184543,0.90462667,0.99349725,0.9996263,0.0205546,0.99431944,0.24060094,0.06652216,0.051050153,0.8182226,0.9385604,0.9994768,0.9994768,0.02877644,0.05007848,0.007922865,0.083339565,0.20001495,0,0.3490545,0.38097018,0.02354436,0.984229
SRR8487017_vRhyme_unbinned_535,0.009547591,0.23589894,0.23920389,0.004186252,0.9029083,0.49764982,0.15973854,0.033049352,0.08989424,0.56822854,0.99089307,0,0.8722092,0,0,0.019609284,0.5484724,0.5221798,0.204245,1,0.006389542,0,0.013954172,0.01806698,0,0,0.00976792,0,0.004847239,0.14615159
SRR8487023_vRhyme_unbinned_653,0,0.94020706,0.48927537,0.012339545,0.9938716,0.6304762,0.9867495,0.8735404,0.99660456,0.9752381,0.861118,0.0163147,1,0.01747412,0.012422361,0,0.94178057,0.9290269,0.97490686,0.6549068,0,0,0.004968944,0.044886127,0.021118013,0,0.051925465,0,0.020952381,0.6568944
SRR8487022_vRhyme_unbinned_132,0,0.5174753,0.13646224,0.022175545,0.73764676,0.89001757,0.8568231,0.92031956,0.7948073,0.4974691,0.8492132,0.002823594,0.82900035,0.006645777,0,0.018594401,0.5969147,0.40721738,0.90382564,0.95568335,0.032815676,0,0.01749251,0.01267174,0.025653386,0,0.007368892,0.018697703,0.012912778,0.8968355
SRR8487035_vRhyme_unbinned_794,0,0.93791103,0.44811684,0,0.9011017,0.99017847,0.9476471,0.9646426,0.9576394,0.9982919,0.9121189,0,0.68007517,0.014860364,0.19762576,0,0.821761,0.7042446,0.8518234,0.9628491,0,0,0.005978307,0.011273379,0.025621317,0.012810659,0.043470833,0,0.14125887,0.8984542
SRR8487040_vRhyme_unbinned_2,0,0.9858024,0.9046734,0.21947098,0.97904164,0.981915,0.98698556,0.9866475,0.986394,0.9828446,0.98521084,0.5581002,0.98622495,0.95098454,0.06557931,0.07901631,0.9830981,0.98335165,0.9785346,0.9712668,0.0161413,0.048677426,0.41223696,0.63635594,0.31260034,0.052226823,0.6941604,0.102002874,0.71756953,0.96915406
SRR8487017_vRhyme_unbinned_236,0,0.21615683,0.045762293,0,0.20293503,0.95487577,0.94636846,0.73138136,0.24256496,0.26854774,0.95562017,0.00237496,0.23037113,0,0.00262309,0,0.24511716,0.25096592,0.8726738,0.95200455,0,0,0.011945695,0.013647159,0.011378541,0,0.005352522,0.007833824,0.004537237,0.8503775
SRR8487023_vRhyme_unbinned_713,0,0.048080776,0.04402185,0,0.19194728,0.12858288,0.11319904,0.115453996,0.17786631,0.44137102,0.035002004,0.007165765,1,0,0,0,0.077871315,0.054094005,0.48870015,0.07779615,0,0,0,0.008418521,0,0,0,0,0,0.054319505
SRR8487011_vRhyme_unbinned_36,0,0,0.03388348,0,0.032775413,0.9007407,0.16755117,0.0873039,0.028984662,0.054820087,1,0,0.029742813,0,0,0,0.17466612,0.29177114,0.09680994,0.8838281,0.87053126,0,0,0.00763982,0.016154429,0.008747886,0,0,0,0.6010381
SRR8487019_vRhyme_bin_108,0,0.37675387,0.20672636,0.02284425,0.611965,0.84255797,0.6971374,0.57293946,0.4254389,0.48494676,0.6784178,0.009201156,0.5546076,0.008566594,0.017203694,0,0.29880843,0.27557638,0.981915,0.95773107,0,0.006980188,0,0,0.015441021,0.008249313,0.005288021,0.010576041,0.029260382,0.7368681
SRR8487017_vRhyme_bin_90,0.004774284,0.7237414,0.21549268,0.016172575,0.61458284,0.8322502,0.8839674,0.8725441,0.84419835,0.51229817,0.90823877,0.004724291,0.6278058,0.014622807,0.011298305,0.019622056,0.7478878,0.50707394,0.94965756,0.9761786,0,0.011473279,0.008648703,0,0.011823227,0.020746889,0.012698095,0.00679898,0.019547068,0.9819777
SRR8487022_vRhyme_unbinned_830,0,0.52814054,0.016921096,0,0.18833916,0.7660475,1,0.8964502,0.9222917,0.35966524,0.82223654,0,0.2693581,0,0,0,0.8245356,0.42854515,0.7553798,0.47185948,0,0,0.3568144,0.030623505,0,0,0,0,0.01820857,0.95824903
SRR8487023_vRhyme_unbinned_251,0,0.9969789,0.2819738,0.029707955,0.95959216,0.28165913,0.72564197,0.51573515,0.9994335,0.94083583,0.6001385,0.009441088,0.9646274,0.11820242,0,0,0.9561933,0.9860901,0.69832575,0.20285751,0,0,0.07420695,0.045694865,0.04191843,0,0.034932025,0,0.042484894,0.36253777
SRR8487023_vRhyme_unbinned_660,0.01432074,0.7163156,0.12470745,0.022846317,0.7308592,0.9684609,0.94828933,0.9085033,0.8158921,0.84029865,0.9850663,0.016939707,0.86230916,0.015100858,0.008358409,0.024629444,0.82854116,0.7178201,0.9975482,0.96790373,0,0,0.034046583,0.007299677,0,0,0.00551655,0,0.008692745,0.9940377
SRR8487019_vRhyme_bin_31,0,0.8008938,0.41220284,0.017782362,0.9158385,0.70839846,0.8744505,0.78882015,0.8630748,0.77906954,0.80180013,0.018584495,0.8770444,0.062462237,0.004416943,0.005625352,0.88950354,0.7555368,0.9130571,0.7048774,0.002312645,0.005448257,0.022188887,0.049346834,0.011323624,0.017032314,0.029845616,0.011417381,0.041846365,0.7470988
SRR8487010_vRhyme_unbinned_294,0,0.038257957,0.2879732,0.018961474,0.45078728,0.9955109,0.051055275,0,0.041072026,0.99075377,0.16288108,0.004154104,0.19149078,0,0,0,0.31537688,0.07457286,0.2994305,0.99028474,0,0,0,0.004623116,0.02077052,0.039933,0,0,0,0.5165159
SRR8487011_vRhyme_unbinned_594,0,0,0,0,0,0.008154553,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.008811296,0,0,0,0,0,0
SRR8487034_vRhyme_unbinned_317,0,0.9981635,0.93874407,0.039691944,0.99863744,0.8212678,0.9162915,0.73317534,0.9992891,0.9988152,0.91522515,0.05485782,0.99946684,0.298282,0,0.01042654,0.99911135,0.99739337,0.6891588,0.68827015,0.013151659,0,0.016054502,0.13264218,0.063803315,0,0.06700237,0.008886256,0.079976305,0.85035545
SRR8487018_vRhyme_unbinned_824,0,0.9167772,0.912221,0.22740643,0.99988467,0.198339,0.07157276,0.11355903,0.99988467,0.99988467,0.03575754,0.058019493,0.99988467,0.12676625,0,0,0.99988467,0.9957898,0.9103178,0.40555972,0,0,0.07953169,0.054847453,0.0186862,0,0.19828133,0,0.017302036,0.1407809
SRR8487022_vRhyme_unbinned_90,0.041548632,0.58663833,0.10829792,0.045148727,0.6507318,0.9656516,0.999941,0.99887866,0.8953022,0.47485834,0.9683074,0.034230407,0.59785175,0.031279508,0.008911709,0.012747875,0.53729934,0.48908168,0.9940982,0.9919146,0.023725212,0,0.01003305,0.021895656,0.009206799,0,0.027738433,0.043968365,0.004780453,0.99563265
SRR8487022_vRhyme_unbinned_505,0,0.22249524,0.09939759,0,0.2533291,0.8181674,0.9393627,0.6711319,0.24500634,0.23850666,0.87769496,0,0.39735258,0.01521877,0,0.018864933,0.3438491,0.25768864,0.8762682,0.91922957,0,0,0.011017756,0.011889664,0.02758402,0,0.019816106,0,0.022828154,0.8602568
SRR8487023_vRhyme_unbinned_241,0.009166183,0.89165574,0.2810046,0.2786214,0.94564456,0.56127596,0.60325706,0.9252956,0.99636406,0.9537719,0.9633964,0.025268111,0.9078799,0.2676831,0.016285252,0.02649027,0.8811757,0.92447066,0.88832533,0.55828166,0.021662746,0,0.048428,0.11842708,0.03703138,0,0.328791,0.02108222,0.11912982,0.7025574
SRR8487034_vRhyme_unbinned_528,0.01125788,0.9386821,0.6606875,0.05156109,0.9417592,0.98408884,0.9682528,0.969979,0.99181926,0.91331434,0.87421197,0.033773642,0.9202192,0,0,0,0.9136145,0.9378565,0.88862205,0.9838637,0,0,0.018763134,0,0,0,0.017187031,0.019738818,0.13426898,0.9744071
SRR8487014_vRhyme_unbinned_102,0,0.43539688,0,0,0.83698946,0,0.02578988,0.5297714,0.99717444,0.010480349,0.02327254,0,0.772412,0.006575905,0,0,0.99393785,0.70886207,0.29529926,0,0,0,0.034523502,0.04222964,0,0,0.006575905,0,0,0.3494991
SRR8487022_vRhyme_unbinned_308,0,0.4148615,0.12002841,0,0.64071375,0.9410511,0.93146306,0.9738104,0.8086825,0.32270953,0.67578125,0,0.8219993,0.013671875,0,0,0.6623757,0.26216266,0.9889915,0.9477095,0,0.019176137,0,0,0.015003551,0,0,0,0,0.8981712
SRR8487020_vRhyme_unbinned_73,0.014107669,0.6620218,0.24675438,0.015838671,0.69023716,0.90012115,0.56292194,0.8372858,0.6726675,0.73030984,0.9558594,0,0.5142808,0.013328717,0.04742946,0.047862213,0.44088626,0.4262593,0.8297559,0.9787087,0,0.02336853,0,0.012982517,0.005712308,0.012982517,0.036004845,0,0.027955687,0.8895621
SRR8487011_vRhyme_unbinned_303,0,0.75481343,0.07541743,0,0.5984661,0.95821685,0.9475913,0.888232,0.48797634,0.7747064,0.8366222,0,0.7116721,0,0,0,0.33722138,0.4606535,0.79915315,0.7433091,0,0.02244947,0,0,0,0,0.013980986,0,0,0.9268195
SRR8487016_vRhyme_unbinned_247,0,0,0.022427944,0.001717885,0.029609658,0.09293281,0.08429567,0.7522428,0.040298723,0.01672552,0.050462876,0.006489788,0.040632755,0,0,0,0.3298578,0.053159,0.81148595,0,0,0,0.012740981,0.002743844,0,0,0.04972323,0.023048291,0,1
SRR8487022_vRhyme_unbinned_393,0.034949265,0.6599601,0.43248636,0,0.85005635,0.8780678,0.72656316,0.9893331,0.8197901,0.77842337,0.9901136,0.030786576,0.9554245,0.02332842,0,0,0.72569597,0.5371607,0.95525104,0.9713815,0.02081346,0,0,0,0,0,0.023935478,0.06929147,0.00789177,0.9770185
SRR8487014_vRhyme_unbinned_456,0,0.99771255,0.8884137,0,0.99860764,0,0.74888116,0.53068125,0.9783192,0.82595724,0,0,0.99731475,0,0,0,0.9945301,0.98965687,0.80009943,0.029338637,0,0,0.012729985,0.02148185,0.033316758,0,0,0,0,0
SRR8487020_vRhyme_unbinned_320,0.012953559,0.75999117,0.867226,0.09972768,0.9936704,0.95171857,0.8735556,0.96717453,0.92485464,0.95238096,0.98321927,0.023772724,0.9751233,0.017884742,0.011039965,0.011039965,0.874586,0.8168838,0.989328,0.97674245,0,0,0.008979172,0.02782071,0.02207993,0.023993524,0.021343932,0.00934717,0.01854714,0.9955104
SRR8487014_vRhyme_unbinned_290,0,0.9969662,0.5492026,0.011901984,0.9992999,0.9556593,0.9954881,0.9564372,0.9954881,0.9989109,0.96437186,0.020692337,0.99719954,0.10369506,0.018203033,0,0.9716064,0.9991443,0.98156357,0.9302217,0,0,0.021548036,0,0.015169195,0,0.032049786,0,0.035161417,0.9140412
SRR8487017_vRhyme_unbinned_39,0,0.5822505,0.17146224,0.011102385,0.58442813,0.9461659,0.9028987,0.5384478,0.2780237,0.61869913,0.6894545,0.014886477,0.64368844,0.003748394,0,0.009353135,0.4861131,0.36141655,0.9377053,0.9407397,0,0.009603027,0.010781094,0.006961302,0.004069685,0,0.010709696,0,0.010959589,0.7143367
SRR8487016_vRhyme_bin_92,0,0.017325653,0.007855459,0.00331675,0.24151173,0.90455616,0.041721217,0.95404553,0.044645194,0.16876146,0,0,0.012656018,0,0,0,0.38561577,0,0.048267435,0.2048093,0,0,0.006938989,0,0.0382299,0,0.012481452,0,0,0.9997818
