,SRR9162900,SRR9161506,SRR9161509,SRR9161503,SRR9162908,SRR9162903,SRR9162902,SRR9161501,SRR9162899,SRR9161504,SRR9162904,SRR9161505,SRR9162907,SRR9161507,SRR9162906,SRR9162901,SRR9161510,SRR9161502,SRR9162905,SRR9161500
vRhyme_unbinned_15__SRR9162905_20_5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
vRhyme_unbinned_15__SRR9162905_20_6,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0
vRhyme_unbinned_15__SRR9162905_20_9,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0
vRhyme_unbinned_15__SRR9162905_20_11,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
vRhyme_unbinned_15__SRR9162905_20_12,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0
vRhyme_unbinned_15__SRR9162905_20_13,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0
vRhyme_unbinned_15__SRR9162905_20_15,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
vRhyme_unbinned_15__SRR9162905_20_16,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
vRhyme_unbinned_15__SRR9162905_20_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
vRhyme_unbinned_15__SRR9162905_20_20,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
vRhyme_unbinned_15__SRR9162905_20_24,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3
vRhyme_unbinned_15__SRR9162905_20_26,0,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0
vRhyme_unbinned_15__SRR9162905_20_27,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0
vRhyme_unbinned_15__SRR9162905_20_32,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
vRhyme_unbinned_15__SRR9162905_20_33,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
vRhyme_unbinned_15__SRR9162905_20_37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
vRhyme_unbinned_15__SRR9162905_20_38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_15__SRR9162905_20_41,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
vRhyme_unbinned_15__SRR9162905_20_43,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
vRhyme_unbinned_15__SRR9162905_20_44,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
vRhyme_unbinned_15__SRR9162905_20_45,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
vRhyme_unbinned_15__SRR9162905_20_47,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,4
vRhyme_unbinned_15__SRR9162905_20_48,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
vRhyme_unbinned_15__SRR9162905_20_50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
vRhyme_unbinned_15__SRR9162905_20_52,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2
vRhyme_unbinned_15__SRR9162905_20_53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
vRhyme_unbinned_15__SRR9162905_20_56,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,8
vRhyme_unbinned_15__SRR9162905_20_58,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
vRhyme_unbinned_15__SRR9162905_20_59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
vRhyme_unbinned_15__SRR9162905_20_64,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0
vRhyme_unbinned_1__SRR9162905_57_1,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0
vRhyme_unbinned_1__SRR9162905_57_2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
vRhyme_unbinned_1__SRR9162905_57_3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
vRhyme_unbinned_1__SRR9162905_57_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
vRhyme_unbinned_1__SRR9162905_57_5,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0
vRhyme_unbinned_1__SRR9162905_57_6,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
vRhyme_unbinned_1__SRR9162905_57_9,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0
vRhyme_unbinned_1__SRR9162905_57_16,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
vRhyme_unbinned_1__SRR9162905_57_18,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0
vRhyme_unbinned_1__SRR9162905_57_20,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,53,0
vRhyme_unbinned_11__SRR9162905_6_3,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,6
vRhyme_unbinned_11__SRR9162905_6_4,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
vRhyme_unbinned_11__SRR9162905_6_12,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
vRhyme_unbinned_11__SRR9162905_6_13,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
vRhyme_unbinned_11__SRR9162905_6_14,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0
vRhyme_unbinned_11__SRR9162905_6_15,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
vRhyme_unbinned_11__SRR9162905_6_17,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0
vRhyme_unbinned_11__SRR9162905_6_18,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5
vRhyme_unbinned_11__SRR9162905_6_19,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0
vRhyme_unbinned_11__SRR9162905_6_21,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1
vRhyme_unbinned_11__SRR9162905_6_22,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
vRhyme_unbinned_11__SRR9162905_6_23,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0
vRhyme_unbinned_11__SRR9162905_6_24,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0
vRhyme_unbinned_11__SRR9162905_6_26,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
vRhyme_unbinned_11__SRR9162905_6_31,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,11
vRhyme_unbinned_11__SRR9162905_6_32,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2
vRhyme_unbinned_11__SRR9162905_6_34,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3
vRhyme_unbinned_11__SRR9162905_6_38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
vRhyme_unbinned_11__SRR9162905_6_40,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
vRhyme_unbinned_11__SRR9162905_6_41,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
vRhyme_unbinned_11__SRR9162905_6_44,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
vRhyme_unbinned_11__SRR9162905_6_45,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
vRhyme_unbinned_11__SRR9162905_6_46,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2
vRhyme_unbinned_11__SRR9162905_6_50,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
vRhyme_unbinned_11__SRR9162905_6_52,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
vRhyme_unbinned_11__SRR9162905_6_53,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
vRhyme_unbinned_11__SRR9162905_6_55,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
vRhyme_unbinned_11__SRR9162905_6_56,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
vRhyme_unbinned_11__SRR9162905_6_60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
vRhyme_unbinned_11__SRR9162905_6_64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
vRhyme_unbinned_11__SRR9162905_6_66,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0
vRhyme_unbinned_11__SRR9162905_6_72,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2
vRhyme_unbinned_11__SRR9162905_6_73,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
vRhyme_unbinned_11__SRR9162905_6_74,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
vRhyme_unbinned_11__SRR9162905_6_75,0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,10
vRhyme_unbinned_11__SRR9162905_6_76,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6
vRhyme_unbinned_11__SRR9162905_6_77,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2
vRhyme_unbinned_11__SRR9162905_6_78,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1
vRhyme_unbinned_11__SRR9162905_6_82,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
vRhyme_unbinned_11__SRR9162905_6_84,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0
vRhyme_unbinned_11__SRR9162905_6_85,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
vRhyme_unbinned_11__SRR9162905_6_87,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,2
vRhyme_unbinned_11__SRR9162905_6_88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
vRhyme_unbinned_30__SRR9162905_27_7,0,1229,0,23,0,0,4,0,0,0,2,2,0,0,0,0,0,0,124,3
vRhyme_unbinned_30__SRR9162905_27_15,0,3017,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,288,8
vRhyme_unbinned_30__SRR9162905_27_18,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,22,0
vRhyme_unbinned_30__SRR9162905_27_21,7,5370,4,63,0,0,3,12,9,0,1,0,0,0,0,3,0,23,399,558
vRhyme_unbinned_30__SRR9162905_27_22,0,540,0,9,0,0,1,11,0,0,2,2,0,0,0,3,0,7,67,57
vRhyme_unbinned_30__SRR9162905_27_23,0,1105,0,21,0,0,4,15,0,0,0,2,0,0,0,0,0,15,125,164
vRhyme_unbinned_30__SRR9162905_27_26,13,5296,0,24,0,0,13,43,12,0,2,0,0,0,0,2,0,13,514,801
vRhyme_unbinned_30__SRR9162905_27_28,2,1188,0,15,0,0,6,7,3,0,0,1,0,0,0,2,0,4,120,288
vRhyme_unbinned_30__SRR9162905_27_30,0,1306,0,29,0,0,5,36,16,0,0,6,0,0,0,0,0,19,124,222
vRhyme_unbinned_30__SRR9162905_27_31,0,932,0,21,0,0,5,6,5,0,0,2,0,0,0,0,2,0,95,114
vRhyme_unbinned_30__SRR9162905_27_33,14,3460,0,56,0,0,2,47,33,0,8,8,0,0,0,0,0,0,353,629
vRhyme_unbinned_30__SRR9162905_27_39,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
vRhyme_unbinned_30__SRR9162905_27_43,0,2328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2
vRhyme_unbinned_30__SRR9162905_27_45,1,1107,0,3,0,0,2,0,4,0,2,3,3,0,0,0,0,0,143,73
vRhyme_unbinned_30__SRR9162905_27_46,0,974,2,8,0,0,2,0,0,0,2,2,1,0,0,0,0,0,222,77
vRhyme_unbinned_10__SRR9162905_24_4,34,309,6,10,12,4,7,6,43,7,0,0,0,0,0,0,0,2,81,9
vRhyme_unbinned_10__SRR9162905_24_7,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0
vRhyme_unbinned_10__SRR9162905_24_9,9,7,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,7,6
vRhyme_unbinned_10__SRR9162905_24_14,16,564,6,14,18,0,8,23,59,24,0,0,2,0,0,0,0,4,87,49
vRhyme_unbinned_10__SRR9162905_24_16,57,780,3,34,14,0,12,19,79,15,0,0,5,0,0,0,6,2,102,194
vRhyme_unbinned_10__SRR9162905_24_17,115,1888,13,77,23,3,25,83,206,41,0,0,4,0,0,2,2,16,249,255
vRhyme_unbinned_10__SRR9162905_24_19,72,1671,21,51,35,12,42,71,188,53,0,0,7,0,0,0,6,23,242,214
vRhyme_unbinned_10__SRR9162905_24_21,66,1466,9,37,14,9,24,64,175,38,0,0,0,0,0,4,4,6,294,162
vRhyme_unbinned_26__SRR9162905_145_3,0,293,0,0,31,0,0,0,0,0,0,0,0,0,0,18,2,27,85,4
vRhyme_unbinned_26__SRR9162905_145_6,0,90,0,0,23,0,0,0,2,0,0,0,0,0,0,10,0,9,34,0
vRhyme_unbinned_26__SRR9162905_145_8,0,953,161,0,87,1,0,0,35,29,9,24,15,2,0,42,2,166,125,22
vRhyme_unbinned_26__SRR9162905_145_10,0,638,100,0,53,4,0,0,14,37,9,29,44,1,0,20,0,108,94,15
vRhyme_unbinned_26__SRR9162905_145_11,0,849,163,4,85,14,0,0,41,63,185,456,56,7,6,43,9,152,140,52
vRhyme_unbinned_26__SRR9162905_145_12,0,136,0,0,15,0,0,0,0,0,0,0,0,0,0,21,0,25,30,0
vRhyme_unbinned_26__SRR9162905_145_14,0,55,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,9,28,0
vRhyme_unbinned_26__SRR9162905_145_15,0,66,0,0,20,0,0,0,0,0,0,0,0,0,1,6,0,8,19,0
vRhyme_unbinned_26__SRR9162905_145_16,0,3,0,0,4,0,0,0,0,4,1,0,9,0,2,5,0,1,8,0
vRhyme_unbinned_23__SRR9162905_33_2,119,22,0,0,11,0,0,75,4,0,0,0,0,0,2,0,0,0,25,2
vRhyme_unbinned_23__SRR9162905_33_3,73,5,0,0,8,0,0,25,0,0,0,0,0,0,0,0,2,0,18,0
vRhyme_unbinned_23__SRR9162905_33_15,209,283,0,0,11,0,0,841,0,0,0,0,0,9,5,0,3,0,39,8
vRhyme_unbinned_23__SRR9162905_33_18,150,43,0,0,32,0,0,31,0,0,0,0,0,0,4,0,2,0,32,0
vRhyme_unbinned_23__SRR9162905_33_23,267,147,0,0,41,0,0,266,10,0,0,0,0,2,4,0,2,0,54,0
vRhyme_unbinned_23__SRR9162905_33_25,456,730,1,0,108,9,0,801,11,43,0,0,7,15,26,0,38,0,103,39
vRhyme_unbinned_23__SRR9162905_33_26,556,758,8,1,112,16,0,1119,3,146,0,0,21,8,15,0,32,0,83,28
vRhyme_unbinned_23__SRR9162905_33_32,479,736,5,0,129,18,0,1201,1,145,0,0,17,11,8,0,49,0,92,44
vRhyme_unbinned_5__SRR9162905_130_fragment_1_3,5,267,7,1,38,64,0,43,2,101,1,37,0,22,9,0,0,6,34,13
vRhyme_unbinned_18__SRR9162905_16_fragment_1_2,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2
vRhyme_unbinned_18__SRR9162905_16_fragment_1_4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
vRhyme_unbinned_18__SRR9162905_16_fragment_1_6,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0
vRhyme_unbinned_18__SRR9162905_16_fragment_1_9,0,279,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,56,6
vRhyme_unbinned_3__SRR9162905_88_2,0,1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,10
vRhyme_unbinned_3__SRR9162905_88_6,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
vRhyme_unbinned_3__SRR9162905_88_8,0,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,2
vRhyme_unbinned_3__SRR9162905_88_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
vRhyme_unbinned_3__SRR9162905_88_15,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2
vRhyme_unbinned_3__SRR9162905_88_17,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0
vRhyme_unbinned_29__SRR9162905_61_3,42,799,183,15,15,64,3,221,77,403,0,4,49,381,273,25,0,90,81,75
vRhyme_unbinned_29__SRR9162905_61_4,4,57,23,4,0,8,0,111,15,104,0,0,8,48,56,2,0,21,10,18
vRhyme_unbinned_29__SRR9162905_61_7,21,150,25,15,1,14,0,104,18,108,0,4,10,170,135,1,0,25,24,24
vRhyme_unbinned_29__SRR9162905_61_10,5,43,8,1,1,5,0,23,13,35,0,0,10,36,43,3,0,10,9,4
vRhyme_unbinned_29__SRR9162905_61_15,12,420,41,13,22,2,2,120,38,18,0,4,23,217,110,1,4,19,42,14
vRhyme_unbinned_29__SRR9162905_61_19,23,1548,173,94,12,30,13,143,36,183,0,6,59,787,374,6,11,51,152,103
vRhyme_unbinned_29__SRR9162905_61_20,0,635,35,21,8,15,4,4,16,62,0,0,12,38,46,2,0,16,63,23
vRhyme_unbinned_29__SRR9162905_61_24,0,194,9,10,1,2,0,0,23,9,0,0,11,85,71,0,6,3,27,5
vRhyme_unbinned_29__SRR9162905_61_26,0,26,1,0,1,6,0,0,3,12,0,1,0,2,5,1,0,9,7,0
vRhyme_unbinned_29__SRR9162905_61_27,0,36,3,3,0,7,0,0,6,23,0,0,2,9,7,1,0,2,13,16
vRhyme_bin_1__SRR9162905_150_2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
vRhyme_bin_1__SRR9162905_150_3,0,343,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,66,2
vRhyme_bin_1__SRR9162905_150_6,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
vRhyme_bin_1__SRR9162905_150_8,0,144,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,41,0
vRhyme_bin_1__SRR9162905_150_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
vRhyme_bin_1__SRR9162905_150_12,0,705,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,144,4
vRhyme_bin_1__SRR9162905_150_13,0,717,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,117,4
vRhyme_bin_1__SRR9162905_150_14,0,125,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,32,0
vRhyme_bin_1__SRR9162905_73_5,0,324,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,58,0
vRhyme_bin_1__SRR9162905_73_6,0,299,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,38,1
vRhyme_bin_1__SRR9162905_73_8,0,391,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,67,0
vRhyme_bin_1__SRR9162905_73_11,0,603,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,147,0
vRhyme_bin_1__SRR9162905_73_14,0,111,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23,0
vRhyme_bin_1__SRR9162905_73_15,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4
vRhyme_unbinned_28__SRR9162905_4_6,0,590,0,0,136,0,0,76,0,0,0,2,0,955,22,7,27505,50,100,33
vRhyme_unbinned_28__SRR9162905_4_8,0,141,0,0,39,0,0,27,0,0,0,0,0,295,10,0,8344,16,33,5
vRhyme_unbinned_28__SRR9162905_4_11,1,232,0,0,0,0,0,5,0,0,0,0,0,90,13,4,21,13,48,8
vRhyme_unbinned_28__SRR9162905_4_12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
vRhyme_unbinned_28__SRR9162905_4_13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_28__SRR9162905_4_15,0,128,0,0,48,0,0,18,0,0,0,0,0,268,5,0,6975,10,56,13
vRhyme_unbinned_28__SRR9162905_4_17,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,4
vRhyme_unbinned_28__SRR9162905_4_20,0,36,0,0,29,0,0,0,0,0,0,0,0,0,1,0,1708,0,22,0
vRhyme_unbinned_28__SRR9162905_4_38,0,411,0,0,98,0,0,54,0,0,0,0,0,609,22,0,13956,35,92,10
vRhyme_unbinned_28__SRR9162905_4_42,2,614,0,0,97,0,0,57,0,0,0,0,0,545,18,0,16276,49,150,37
vRhyme_unbinned_28__SRR9162905_4_47,0,346,0,0,60,0,0,33,0,0,0,0,0,470,3,0,10242,21,71,2
vRhyme_unbinned_28__SRR9162905_4_64,0,107,0,0,16,0,0,0,0,0,0,0,0,95,6,0,748,4,26,2
vRhyme_unbinned_28__SRR9162905_4_65,0,246,0,0,40,0,0,0,0,0,0,0,0,333,10,0,4124,0,95,0
vRhyme_unbinned_28__SRR9162905_4_70,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,75,0,11,0
vRhyme_unbinned_28__SRR9162905_4_80,0,1783,0,0,93,0,0,92,0,0,0,0,0,1200,24,0,13234,29,366,27
vRhyme_unbinned_4__SRR9162905_97_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_4__SRR9162905_97_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_4__SRR9162905_97_8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
vRhyme_unbinned_4__SRR9162905_97_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
vRhyme_unbinned_4__SRR9162905_97_10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
vRhyme_unbinned_4__SRR9162905_97_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_4__SRR9162905_97_17,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0
vRhyme_unbinned_4__SRR9162905_97_19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
vRhyme_unbinned_4__SRR9162905_97_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
vRhyme_unbinned_4__SRR9162905_97_23,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
vRhyme_unbinned_4__SRR9162905_97_25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_4__SRR9162905_97_26,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
vRhyme_unbinned_4__SRR9162905_97_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
vRhyme_unbinned_13__SRR9162905_46_2,640,852,33,0,165,46,0,551,19,242,0,0,34,14,25,0,74,0,138,7
vRhyme_unbinned_13__SRR9162905_46_3,529,858,19,0,184,36,0,795,16,169,0,0,25,23,23,0,37,0,120,11
vRhyme_unbinned_13__SRR9162905_46_4,385,479,13,0,132,30,0,810,6,148,0,0,16,9,13,0,36,0,91,0
vRhyme_unbinned_13__SRR9162905_46_11,59,2,0,0,9,1,0,6,2,0,0,0,2,0,0,0,0,0,11,0
vRhyme_unbinned_13__SRR9162905_46_12,108,37,0,0,29,0,0,41,1,0,0,0,6,0,4,0,0,0,19,0
vRhyme_unbinned_13__SRR9162905_46_19,35,1,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0
vRhyme_unbinned_13__SRR9162905_46_21,1490,3289,68,2,396,56,0,3283,44,405,0,0,72,71,48,0,184,0,314,162
vRhyme_unbinned_13__SRR9162905_46_23,476,771,15,2,144,20,0,1081,21,193,0,0,9,27,4,0,35,0,90,38
vRhyme_unbinned_13__SRR9162905_46_24,345,750,13,0,80,29,0,786,19,95,0,0,12,10,3,0,37,0,71,28
vRhyme_unbinned_13__SRR9162905_46_25,403,896,11,2,124,23,0,1095,5,160,0,0,20,17,4,0,58,0,86,44
vRhyme_unbinned_19__SRR9162907_386_2,0,0,4,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
vRhyme_unbinned_19__SRR9162907_386_3,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
vRhyme_unbinned_19__SRR9162907_386_6,0,0,91,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
vRhyme_unbinned_19__SRR9162907_386_9,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
vRhyme_unbinned_19__SRR9162907_386_12,0,0,63,0,0,0,0,0,0,0,0,0,9,0,0,2,0,7,0,0
vRhyme_unbinned_19__SRR9162907_386_18,0,0,112,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0
vRhyme_unbinned_19__SRR9162907_386_19,0,0,105,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
vRhyme_unbinned_19__SRR9162907_386_20,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
vRhyme_unbinned_19__SRR9162907_386_24,0,0,93,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
vRhyme_unbinned_40__SRR9162907_111_6,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
vRhyme_unbinned_40__SRR9162907_111_7,0,0,655,15,0,0,3,0,0,0,0,0,139,0,0,0,0,0,0,0
vRhyme_unbinned_40__SRR9162907_111_9,0,0,144,10,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
vRhyme_unbinned_40__SRR9162907_111_10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
vRhyme_unbinned_40__SRR9162907_111_11,0,0,56,2,0,0,2,0,0,0,0,0,17,0,0,0,0,0,0,0
vRhyme_unbinned_40__SRR9162907_111_12,0,0,84,10,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
vRhyme_unbinned_40__SRR9162907_111_13,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
vRhyme_unbinned_40__SRR9162907_111_19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
vRhyme_unbinned_40__SRR9162907_111_20,0,0,1,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0
vRhyme_unbinned_40__SRR9162907_111_21,0,0,74,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0
