,SRR9162900,SRR9161506,SRR9161509,SRR9161503,SRR9162908,SRR9162903,SRR9162902,SRR9161501,SRR9162899,SRR9161504,SRR9162904,SRR9161505,SRR9162907,SRR9161507,SRR9162906,SRR9162901,SRR9161510,SRR9161502,SRR9162905,SRR9161500
vRhyme_unbinned_209__SRR9161502_60_121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,593,0,0
vRhyme_unbinned_209__SRR9161502_60_123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,8,0,0
vRhyme_unbinned_209__SRR9161502_60_125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,2693,0,0
vRhyme_unbinned_209__SRR9161502_60_126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,1445,0,0
vRhyme_unbinned_209__SRR9161502_60_128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,2856,0,0
vRhyme_unbinned_209__SRR9161502_60_129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0
vRhyme_unbinned_209__SRR9161502_60_131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,81,0,0
vRhyme_unbinned_209__SRR9161502_60_137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,15,0,0
vRhyme_unbinned_209__SRR9161502_60_139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,2084,0,0
vRhyme_unbinned_209__SRR9161502_60_140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,3707,0,0
vRhyme_unbinned_209__SRR9161502_60_141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,2417,0,0
vRhyme_unbinned_209__SRR9161502_60_143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,2415,0,0
vRhyme_unbinned_209__SRR9161502_60_144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,316,0,0
vRhyme_unbinned_209__SRR9161502_60_146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
vRhyme_unbinned_209__SRR9161502_60_150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,89,0,0
vRhyme_unbinned_209__SRR9161502_60_152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,46,0,0
vRhyme_unbinned_209__SRR9161502_60_155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,1046,0,0
vRhyme_unbinned_209__SRR9161502_60_158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,35,0,0
vRhyme_unbinned_209__SRR9161502_60_160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,12,0,0
vRhyme_unbinned_209__SRR9161502_60_161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,149,0,0
vRhyme_unbinned_209__SRR9161502_60_162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,676,0,0
vRhyme_unbinned_209__SRR9161502_60_163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,115,0,0
vRhyme_unbinned_209__SRR9161502_60_165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,120,0,0
vRhyme_unbinned_209__SRR9161502_60_166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,361,0,0
vRhyme_unbinned_209__SRR9161502_60_167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,176,0,0
vRhyme_unbinned_209__SRR9161502_60_170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,50,0,0
vRhyme_unbinned_209__SRR9161502_60_176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,340,0,0
vRhyme_unbinned_209__SRR9161502_60_177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,621,0,0
vRhyme_unbinned_209__SRR9161502_60_178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,313,0,0
vRhyme_unbinned_240__SRR9161502_1599_4,0,2,13,0,0,0,0,5,3,0,0,0,3,0,0,5,0,9,0,19
vRhyme_unbinned_240__SRR9161502_1599_6,0,0,1,0,0,0,0,5,0,0,0,0,5,0,0,3,0,7,0,4
vRhyme_unbinned_240__SRR9161502_1599_8,0,0,5,0,0,0,0,7,2,0,0,0,2,0,0,0,0,8,0,1
vRhyme_unbinned_240__SRR9161502_1599_9,0,3,20,0,0,0,0,6,3,0,0,0,3,0,0,2,0,16,0,26
vRhyme_unbinned_240__SRR9161502_1599_10,0,0,24,0,0,0,0,14,8,0,0,0,2,0,2,0,0,29,0,19
vRhyme_unbinned_240__SRR9161502_1599_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_240__SRR9161502_1599_13,0,5,60,0,0,0,0,23,10,0,0,0,7,0,0,4,0,42,0,69
vRhyme_unbinned_240__SRR9161502_1599_14,6,8,102,0,0,0,0,53,21,0,0,0,5,2,0,6,0,90,0,107
vRhyme_unbinned_240__SRR9161502_1599_15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_219__SRR9161502_1913_6,10,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,42,0,133
vRhyme_unbinned_219__SRR9161502_1913_7,8,0,0,0,0,0,0,16,0,0,0,0,0,0,0,4,0,15,0,92
vRhyme_unbinned_219__SRR9161502_1913_9,5,0,0,0,0,0,0,46,0,0,0,0,0,0,0,4,0,26,0,99
vRhyme_unbinned_131__SRR9161502_466_14,91,1770,264,129,0,21,31,400,184,86,4,1,109,94,60,22,0,175,188,343
vRhyme_unbinned_131__SRR9161502_466_19,7,99,18,10,0,4,0,15,27,1,0,0,8,3,10,9,0,6,35,16
vRhyme_unbinned_131__SRR9161502_466_23,52,1361,180,111,0,16,9,233,132,58,0,5,79,79,33,17,2,151,124,251
vRhyme_unbinned_131__SRR9161502_466_27,15,567,61,39,0,6,15,70,99,18,3,0,24,23,20,11,0,45,72,79
vRhyme_unbinned_131__SRR9161502_466_51,15,263,36,19,0,7,6,83,40,19,0,0,17,11,8,13,0,25,38,95
vRhyme_unbinned_131__SRR9161502_466_54,29,236,41,20,0,3,8,33,42,37,0,0,26,8,13,9,0,11,60,44
vRhyme_unbinned_131__SRR9161502_466_55,12,162,18,13,0,2,4,34,33,15,0,0,20,10,14,10,0,20,36,41
vRhyme_unbinned_131__SRR9161502_466_59,5,0,0,0,0,0,2,0,10,0,0,0,5,2,6,1,0,0,7,0
vRhyme_unbinned_142__SRR9161502_264_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_142__SRR9161502_264_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,23,0,0
vRhyme_unbinned_142__SRR9161502_264_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,51,0,0
vRhyme_unbinned_142__SRR9161502_264_7,51,0,0,0,0,0,0,8,0,2,0,0,0,0,0,8,0,7,0,0
vRhyme_unbinned_142__SRR9161502_264_8,139,0,0,0,0,0,0,93,0,18,0,4,0,0,0,22,0,43,0,0
vRhyme_unbinned_142__SRR9161502_264_9,166,0,0,0,0,0,0,344,0,14,0,0,0,0,0,57,0,128,0,10
vRhyme_unbinned_142__SRR9161502_264_11,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,15,0,42,0,0
vRhyme_unbinned_142__SRR9161502_264_14,202,0,0,0,0,1,0,114,2,15,2,6,0,0,0,30,0,94,0,0
vRhyme_unbinned_142__SRR9161502_264_16,747,0,0,0,0,7,0,1221,0,121,2,6,0,0,0,102,0,373,0,6
vRhyme_unbinned_142__SRR9161502_264_23,26,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,2,0,0
vRhyme_unbinned_142__SRR9161502_264_24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_142__SRR9161502_264_26,92,0,0,0,0,3,0,55,0,4,0,0,0,0,0,15,0,29,0,0
vRhyme_unbinned_142__SRR9161502_264_28,144,0,0,0,0,0,0,227,0,4,0,2,0,0,0,41,0,66,0,0
vRhyme_unbinned_142__SRR9161502_264_29,193,0,0,0,0,0,0,287,0,29,0,2,0,0,0,33,0,151,0,1
vRhyme_unbinned_142__SRR9161502_264_31,71,0,0,0,0,0,0,66,0,4,0,2,0,0,0,13,0,46,0,0
vRhyme_unbinned_142__SRR9161502_264_33,386,0,0,0,0,0,0,490,6,12,3,4,0,0,0,88,0,178,0,2
vRhyme_unbinned_142__SRR9161502_264_34,407,0,0,0,0,0,0,342,0,33,0,4,0,0,0,72,0,264,0,10
vRhyme_unbinned_142__SRR9161502_264_40,2051,0,0,0,0,6,0,4248,2,186,6,6,0,0,0,440,0,1912,0,32
vRhyme_unbinned_142__SRR9161502_264_41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_142__SRR9161502_264_42,200,0,0,0,0,2,0,152,3,10,0,0,0,0,0,41,0,96,0,0
vRhyme_unbinned_142__SRR9161502_264_43,152,0,0,0,0,1,0,162,0,13,0,0,0,0,0,17,0,77,0,0
vRhyme_unbinned_142__SRR9161502_264_47,98,0,0,0,0,0,0,64,0,2,0,0,0,0,0,12,0,34,0,4
vRhyme_unbinned_142__SRR9161502_264_48,46,0,0,0,0,0,0,36,0,3,0,0,0,0,0,19,0,27,0,0
vRhyme_unbinned_142__SRR9161502_264_53,43,0,0,0,0,0,0,12,0,0,0,0,0,0,0,11,0,9,0,0
vRhyme_unbinned_142__SRR9161502_264_54,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,10,0,55,0,0
vRhyme_unbinned_142__SRR9161502_264_58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,17,0,0
vRhyme_unbinned_142__SRR9161502_264_59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,141,0,0
vRhyme_unbinned_142__SRR9161502_264_60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,51,0,0
vRhyme_unbinned_142__SRR9161502_264_61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0
vRhyme_unbinned_142__SRR9161502_264_62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,74,0,0
vRhyme_unbinned_142__SRR9161502_264_63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,12,0,0
vRhyme_unbinned_142__SRR9161502_264_69,484,0,0,0,0,0,0,618,3,31,2,1,0,0,0,115,0,216,0,0
vRhyme_unbinned_142__SRR9161502_264_73,152,0,0,0,0,0,0,261,0,7,0,0,0,0,0,24,0,79,0,0
vRhyme_unbinned_142__SRR9161502_264_76,119,0,0,0,0,0,0,38,0,4,0,0,0,0,0,12,0,42,0,0
vRhyme_unbinned_142__SRR9161502_264_77,138,0,0,0,0,0,0,39,0,0,0,0,0,0,0,22,0,15,0,0
vRhyme_unbinned_142__SRR9161502_264_81,19,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_119__SRR9161502_150_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,21,0,0
vRhyme_unbinned_119__SRR9161502_150_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0
vRhyme_unbinned_119__SRR9161502_150_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_119__SRR9161502_150_22,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,16,0,57,0,0
vRhyme_unbinned_119__SRR9161502_150_29,0,0,72,0,0,0,0,0,0,0,0,0,10,0,0,47,0,425,0,2
vRhyme_unbinned_119__SRR9161502_150_31,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,26,0,124,0,0
vRhyme_unbinned_119__SRR9161502_150_32,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,89,0,0
vRhyme_unbinned_119__SRR9161502_150_34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0
vRhyme_unbinned_119__SRR9161502_150_37,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,76,0,4
vRhyme_unbinned_119__SRR9161502_150_39,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,0,47,0,0
vRhyme_unbinned_119__SRR9161502_150_43,0,0,18,0,0,0,0,0,0,0,0,0,2,0,0,17,0,78,0,0
vRhyme_unbinned_119__SRR9161502_150_49,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,8,0,89,0,0
vRhyme_unbinned_119__SRR9161502_150_51,0,0,33,0,0,0,0,0,0,0,0,0,6,0,0,48,0,336,0,0
vRhyme_unbinned_119__SRR9161502_150_54,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,0,102,0,0
vRhyme_unbinned_119__SRR9161502_150_56,0,0,51,0,0,0,0,0,0,0,0,0,5,0,0,45,0,357,0,0
vRhyme_unbinned_119__SRR9161502_150_61,0,0,42,0,0,0,0,2,0,0,0,0,0,0,0,34,0,325,0,0
vRhyme_unbinned_119__SRR9161502_150_62,0,0,21,0,0,0,0,0,0,0,0,0,2,0,0,22,0,100,0,0
vRhyme_unbinned_119__SRR9161502_150_63,0,0,61,0,0,0,0,4,0,0,0,0,8,0,0,49,0,469,0,0
vRhyme_unbinned_119__SRR9161502_150_64,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,84,0,0
vRhyme_unbinned_119__SRR9161502_150_67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_119__SRR9161502_150_68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,0,0
vRhyme_unbinned_119__SRR9161502_150_69,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,21,0,128,0,0
vRhyme_unbinned_119__SRR9161502_150_71,0,0,30,0,0,0,0,0,2,0,0,0,4,0,0,43,0,253,0,0
vRhyme_unbinned_119__SRR9161502_150_72,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,38,0,269,0,0
vRhyme_unbinned_119__SRR9161502_150_73,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,54,0,0
vRhyme_unbinned_119__SRR9161502_150_79,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,17,0,86,0,0
vRhyme_unbinned_119__SRR9161502_150_80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,3
vRhyme_unbinned_119__SRR9161502_150_81,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,29,0,208,0,2
vRhyme_unbinned_119__SRR9161502_150_85,0,0,25,0,0,0,0,2,0,0,0,0,6,0,0,28,0,218,0,0
vRhyme_unbinned_119__SRR9161502_150_88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0
vRhyme_unbinned_119__SRR9161502_150_93,0,0,69,0,0,0,0,2,0,0,0,0,2,0,0,87,0,596,0,2
vRhyme_unbinned_119__SRR9161502_150_96,0,0,65,0,0,0,0,0,0,0,0,0,3,0,0,46,0,444,0,4
vRhyme_unbinned_119__SRR9161502_150_98,0,0,50,0,0,0,0,0,0,0,0,0,4,0,0,44,0,239,0,3
vRhyme_unbinned_119__SRR9161502_150_100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0
vRhyme_unbinned_119__SRR9161502_150_101,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,27,0,157,0,0
vRhyme_unbinned_119__SRR9161502_150_104,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,10,0,79,0,0
vRhyme_unbinned_119__SRR9161502_150_105,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,136,0,867,0,0
vRhyme_unbinned_119__SRR9161502_150_107,0,0,34,0,0,0,0,0,0,0,0,0,7,0,0,36,0,288,0,0
vRhyme_unbinned_119__SRR9161502_150_112,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,48,0,327,0,0
vRhyme_unbinned_119__SRR9161502_150_113,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,7,0,32,0,0
vRhyme_unbinned_119__SRR9161502_150_117,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,37,0,0
vRhyme_unbinned_119__SRR9161502_150_118,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,28,0,193,0,0
vRhyme_unbinned_119__SRR9161502_150_119,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,10,0,63,0,0
vRhyme_unbinned_119__SRR9161502_150_120,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,8,0,17,0,0
vRhyme_unbinned_207__SRR9161502_564_30,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,35,0,186,0,0
vRhyme_unbinned_195__SRR9161502_1937_13,153,33,1,40,27,18,23,67,53,23,15,0,11,45,41,69,0,41,34,60
vRhyme_unbinned_195__SRR9161502_1937_14,113,72,0,67,0,1,21,78,55,38,4,1,0,75,12,24,0,34,15,79
vRhyme_unbinned_195__SRR9161502_1937_15,90,98,0,100,0,3,16,140,61,22,1,0,0,84,12,34,0,33,21,47
vRhyme_unbinned_253__SRR9161502_346_fragment_1_4,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,60,90,101,0,0
vRhyme_unbinned_253__SRR9161502_346_fragment_1_7,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,14,14,17,0,0
vRhyme_unbinned_253__SRR9161502_346_fragment_1_14,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,15,15,24,0,0
vRhyme_unbinned_253__SRR9161502_346_fragment_1_16,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,87,95,212,0,0
vRhyme_unbinned_253__SRR9161502_346_fragment_1_27,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,47,36,55,0,0
vRhyme_unbinned_253__SRR9161502_346_fragment_1_32,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
vRhyme_unbinned_253__SRR9161502_346_fragment_1_33,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,38,19,32,0,0
vRhyme_unbinned_186__SRR9161502_1576_2,3,0,0,0,0,2,0,35,0,1,4,2,0,2,0,12,0,13,0,0
vRhyme_unbinned_186__SRR9161502_1576_5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_186__SRR9161502_1576_6,13,0,0,0,0,29,0,132,0,6,4,4,0,2,1,17,0,61,0,0
vRhyme_unbinned_186__SRR9161502_1576_7,8,0,0,0,0,6,0,49,0,1,0,2,0,0,0,2,0,19,0,0
vRhyme_unbinned_186__SRR9161502_1576_9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_186__SRR9161502_1576_13,1,0,0,0,0,2,0,2,1,0,0,0,0,0,0,4,0,6,0,0
vRhyme_unbinned_186__SRR9161502_1576_14,7,0,0,0,0,3,0,108,0,5,0,0,0,0,4,4,0,23,0,0
vRhyme_unbinned_186__SRR9161502_1576_15,18,0,0,0,0,11,0,90,0,4,0,0,0,4,0,7,0,55,0,0
vRhyme_unbinned_186__SRR9161502_1576_16,18,0,0,0,0,10,0,93,0,1,0,0,0,0,0,0,0,48,0,0
vRhyme_unbinned_14__SRR9161502_432_11,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,6,0,0
vRhyme_unbinned_14__SRR9161502_432_17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
vRhyme_unbinned_14__SRR9161502_432_40,0,0,4,2,0,339,0,0,15,52,0,0,0,0,0,60,0,498,0,2324
vRhyme_unbinned_157__SRR9161502_1903_2,0,1,1,565,0,9,80,0,4,2,0,38,0,63,3,17,0,212,0,8
vRhyme_unbinned_157__SRR9161502_1903_3,0,0,7,542,2,3,113,0,0,4,2,42,0,80,14,31,0,195,0,0
vRhyme_unbinned_22__SRR9161502_338_fragment_1_8,4,14,38,0,40,70,0,52,0,143,1,0,12,0,0,0,26,66,0,0
vRhyme_unbinned_246__SRR9161502_1649_2,10,0,26,0,27,70,0,44,0,179,0,0,0,0,0,5,10,49,0,0
vRhyme_unbinned_246__SRR9161502_1649_13,3,4,6,0,8,0,0,21,0,0,0,0,2,0,0,3,2,21,2,0
vRhyme_unbinned_246__SRR9161502_1649_16,7,12,17,0,24,49,0,30,0,128,0,2,0,0,0,0,27,52,0,0
vRhyme_unbinned_52__SRR9161502_272_fragment_1_36,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,0,0,2,0
vRhyme_unbinned_31__SRR9161502_202_fragment_1_71,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,383,42,0
vRhyme_unbinned_284__SRR9161502_643_13,0,137,0,0,2,0,0,11,2,0,0,0,0,0,0,21,0,139,11,6
vRhyme_unbinned_284__SRR9161502_643_18,0,47,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,42,5,6
vRhyme_unbinned_284__SRR9161502_643_19,0,81,0,2,0,0,0,12,3,0,0,0,0,0,0,20,0,109,0,7
vRhyme_unbinned_24__SRR9161502_301_21,4,0,0,0,11,13,8,0,0,0,3,0,1,0,4,3,0,2,0,0
vRhyme_unbinned_24__SRR9161502_301_22,4,31,27,90,20,69,73,29,12,35,41,61,16,7,18,18,0,113,12,22
vRhyme_unbinned_24__SRR9161502_301_23,7,39,38,115,12,57,41,15,9,41,24,87,8,8,20,23,0,148,6,9
vRhyme_unbinned_24__SRR9161502_301_27,23,76,114,356,34,137,102,145,12,111,56,375,50,19,19,51,0,444,3,43
vRhyme_unbinned_167__SRR9161502_1946_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,854,0,0
vRhyme_unbinned_167__SRR9161502_1946_3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,966,0,6679,0,0
vRhyme_unbinned_167__SRR9161502_1946_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,2504,0,0
vRhyme_unbinned_167__SRR9161502_1946_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,0,5677,0,0
vRhyme_unbinned_167__SRR9161502_1946_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,0,4007,0,0
vRhyme_unbinned_81__SRR9161502_131_fragment_1_1,0,250,134,0,0,0,0,0,7,0,0,2,22,57,30,10,0,71,17,52
vRhyme_unbinned_81__SRR9161502_131_fragment_1_9,0,358,150,2,0,0,0,0,19,0,5,7,21,68,25,5,0,89,30,82
vRhyme_unbinned_81__SRR9161502_131_fragment_1_15,0,258,177,0,0,0,0,0,8,0,0,2,35,95,28,8,0,91,23,76
vRhyme_unbinned_281__SRR9161502_237_fragment_1_14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,226,0,0
vRhyme_unbinned_281__SRR9161502_237_fragment_1_17,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,17,0,0,0,0
vRhyme_unbinned_281__SRR9161502_237_fragment_1_18,0,0,86,0,0,0,0,0,0,0,0,0,55,0,0,65,0,51,0,0
vRhyme_unbinned_281__SRR9161502_237_fragment_1_20,55,0,23,6,0,0,0,7,0,0,0,0,40,0,0,51,0,56,0,0
vRhyme_unbinned_281__SRR9161502_237_fragment_1_22,157,0,320,29,0,0,26,67,2,0,0,3,279,0,0,146,0,366,0,0
vRhyme_unbinned_281__SRR9161502_237_fragment_1_24,119,0,84,12,0,0,1,61,0,0,0,3,71,0,0,115,0,217,0,0
vRhyme_unbinned_281__SRR9161502_237_fragment_1_31,0,0,130,14,0,0,0,0,0,0,0,0,89,0,0,108,0,197,0,0
vRhyme_unbinned_281__SRR9161502_237_fragment_1_37,200,0,741,73,0,0,1,102,0,0,2,3,287,0,0,186,0,648,0,0
vRhyme_unbinned_281__SRR9161502_237_fragment_1_42,288,0,957,136,0,0,0,300,2,0,4,15,364,0,0,230,2,661,0,1
vRhyme_unbinned_281__SRR9161502_237_fragment_1_55,0,0,4,0,0,0,0,0,0,0,0,0,52,0,0,26,0,2,0,0
vRhyme_unbinned_281__SRR9161502_237_fragment_1_56,162,0,825,218,46,42,34,86,175,287,0,7,521,0,0,302,14,422,0,335
vRhyme_unbinned_281__SRR9161502_237_fragment_1_58,11,0,2,0,0,0,0,0,0,0,0,0,23,0,0,24,0,1,0,0
vRhyme_unbinned_243__SRR9161502_810_fragment_1_4,0,102,25,2,19,0,0,0,0,0,0,0,0,76,4,25,84,81,9,0
vRhyme_unbinned_243__SRR9161502_810_fragment_1_5,0,6,0,0,3,0,0,0,0,0,0,0,0,2,0,2,14,19,3,0
vRhyme_unbinned_27__SRR9161502_677_6,1,2,5,2,10,14,0,0,0,11,2,0,2,0,0,5,0,32,2,2
vRhyme_unbinned_27__SRR9161502_677_8,0,0,0,2,7,11,0,0,0,25,0,8,0,6,0,14,0,51,0,0
vRhyme_unbinned_27__SRR9161502_677_12,0,20,43,30,72,69,11,2,0,123,0,21,18,7,11,95,34,551,0,48
vRhyme_unbinned_27__SRR9161502_677_19,0,0,0,0,2,4,1,0,0,2,0,0,0,0,0,1,0,4,0,1
vRhyme_unbinned_27__SRR9161502_677_20,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2
vRhyme_unbinned_276__SRR9161502_532_2,0,45,0,0,12,0,0,2,1,0,0,7,0,3,31,14,7,94,2,0
vRhyme_unbinned_276__SRR9161502_532_4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,31,8,2,36,0,0
vRhyme_unbinned_276__SRR9161502_532_5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,15,3,0,7,0,0
vRhyme_unbinned_276__SRR9161502_532_8,5,290,4,1,6,0,0,130,16,0,2,60,0,0,1,77,11,1132,13,0
vRhyme_unbinned_276__SRR9161502_532_9,0,50,2,0,0,0,0,23,3,0,0,3,0,0,0,18,0,128,14,0
vRhyme_unbinned_276__SRR9161502_532_10,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,4,0,44,6,0
vRhyme_unbinned_276__SRR9161502_532_11,0,52,1,1,0,0,0,26,1,0,0,6,0,0,0,39,0,198,4,0
vRhyme_unbinned_276__SRR9161502_532_14,0,10,0,0,0,0,0,4,0,0,0,4,0,0,0,16,0,29,0,2
vRhyme_unbinned_276__SRR9161502_532_15,0,12,0,0,0,0,0,1,1,0,0,0,0,0,8,9,0,40,2,0
vRhyme_unbinned_276__SRR9161502_532_17,4,92,2,18,17,0,14,13,0,0,6,19,0,2,62,41,20,242,9,0
vRhyme_unbinned_276__SRR9161502_532_21,2,43,0,0,18,0,0,12,2,0,0,4,0,1,27,15,13,63,0,1
vRhyme_unbinned_276__SRR9161502_532_25,2,48,0,0,0,0,0,18,3,0,0,0,0,0,0,34,0,179,7,4
vRhyme_unbinned_276__SRR9161502_532_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_276__SRR9161502_532_33,0,21,0,0,0,0,0,3,5,0,5,0,0,0,0,18,0,60,14,0
vRhyme_unbinned_276__SRR9161502_532_35,0,1,2,0,0,0,0,6,1,0,0,0,0,0,0,8,0,34,0,2
vRhyme_unbinned_276__SRR9161502_532_36,3,59,2,0,8,0,0,5,0,0,2,4,0,0,23,36,2,134,0,4
vRhyme_unbinned_276__SRR9161502_532_37,0,108,0,0,1,0,0,28,1,0,0,3,0,0,1,46,0,234,6,2
vRhyme_unbinned_276__SRR9161502_532_40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0
vRhyme_unbinned_276__SRR9161502_532_43,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,5,0,2,0,0
