,SRR8487021,SRR8487020,SRR8487015,SRR8487022,SRR8487040,SRR8487010,SRR8487035,SRR8487024,SRR8487013,SRR8487037,SRR8487032,SRR8487025,SRR8487034,SRR8487027,SRR8487017,SRR8487029,SRR8487014,SRR8487028,SRR8487023,SRR8487012,SRR8487011,SRR8487019,SRR8487030,SRR8487016,SRR8487036,SRR8487026,SRR8487031,SRR8487038,SRR8487039,SRR8487018
SRR8487019_vRhyme_unbinned_750,0,0.7391362,0,4.276702,0,0,0.36414453,0,0,0,0,0,0,0,0,0,0,0,2.2899446,0,0.4085313,7.443535,0,0,0,0,0,0,0,0.14547148
SRR8487017_vRhyme_unbinned_631,0.4103314,6.2040787,0.084495425,10.70033,0,2.7525117,0,0,0,0,0,0,0.7209477,0,4.3839407,0,0.6339781,0,1.6202579,0,3.822312,5.206403,0,8.468361,0,0,0,0,0,1.5405608
SRR8487010_vRhyme_unbinned_367,6.3178754,0,0.8662575,1.2169433,0,11.711373,5.0286427,0,0,0,0,0,1.4640448,0,6.288172,0,0.34288096,0,0.971054,0,0,0.2633174,0,0,0.19239222,0,0,0,0,0.1789043
SRR8487010_vRhyme_unbinned_715,2.9013999,2.0276103,1.71261,2.8884523,0,2.5721796,2.3358047,0,0.09655287,0,0,0,5.0780168,0,12.006252,0,3.186466,0,2.0754163,0,0.9367565,2.3671775,0,2.211863,2.3078625,0,0,0,0,6.7035356
SRR8487035_vRhyme_unbinned_506,1.1547415,1.495645,0.15303215,1.4966218,0,5.229955,6.5702076,0,0,0,0,0,0.23483923,0,3.0566545,0,2.844363,0,1.5815222,0,0.14790395,1.2197802,0,2.7795687,0,0,0,0,0,1.8861213
SRR8487017_vRhyme_unbinned_169,0.1320547,2.204954,0,1.196577,0,2.9308333,0,0,0,0,0,0,0,0,7.4603767,0,0,0,0.3319687,0,4.70209,21.383503,0,6.465279,0,0.4537198,0,0,0,0.1435796
SRR8487035_vRhyme_unbinned_627,4.7690897,3.0889106,0.3178005,2.6746678,0,0.07403098,8.661992,0,0,0,0,0,3.628253,0,1.4176719,0,5.5740614,0,1.5477313,0,0.26397648,0.79652196,0,2.4295511,2.0615394,0,0,0,0.20905027,7.971343
SRR8487022_vRhyme_unbinned_469,1.7092619,2.4593344,0,8.109913,0,4.013893,0.32329956,0,0,0,0,0,0.29196817,0,5.91809,0,1.1304631,0,1.5672938,0,2.5148337,6.328365,0,2.0042691,0.6565847,0,0,0,0,1.5120839
SRR8487035_vRhyme_unbinned_725,0.7540277,0.59558886,0.062720776,1.2940466,0,4.3162746,3.7043164,0,0,0,0,0,0,0,3.5033169,0,1.4242268,0,2.2894804,0,0.17377445,1.5152925,0,6.4013095,0,0,0,0,0,0.7032825
SRR8487019_vRhyme_bin_52,8.456779,6.0733705,1.0974804,5.4718866,0,4.149681,6.813317,0,0,0,0,0,3.3692043,0,3.740218,0,5.7517076,0,8.043018,0,4.7271,11.331931,0,3.9420998,4.3195367,0,0,0.17333876,0,9.319673
SRR8487022_vRhyme_unbinned_184,1.9354424,6.1894946,0.48340145,13.464209,0,6.939024,2.1343496,0.23720098,0,0,0.21171771,1.1067542,2.754029,0,6.9960513,0.16249599,2.074246,0.09757105,1.6945223,0,5.341017,10.26172,0,10.551495,0.7068277,0,0,0.076863036,0,4.326553
SRR8487020_vRhyme_unbinned_15,1.1926066,14.111741,0.13116992,3.7093048,0,2.7413359,0.94622976,0,0,0,0,0,0.4425541,0,3.4450746,0,1.6198277,0,0.72810334,0,2.8183155,3.952111,0,7.267276,0.31484982,0,0,0,0,7.3295527
SRR8487022_vRhyme_unbinned_702,1.245239,2.1595142,0.34406662,2.5661237,0,3.1721926,1.287624,0,0,0,0,0,0.5557795,0,7.412286,0,1.232985,0,0.888547,0,1.8157657,2.5389104,0,2.8347037,0.37605432,0,0,0,0,0.8499284
SRR8487010_vRhyme_unbinned_720,2.6510108,8.844395,0,9.706351,0,6.5973043,1.0341026,0,0,0,0,0,1.0400245,0,10.310088,0,1.1965489,0,1.5,0,4.5677967,4.1447825,0,5.55534,0.41321218,0,0,0,0,2.6300797
SRR8487018_vRhyme_unbinned_951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.744929
SRR8487017_vRhyme_unbinned_704,2.1133058,2.1658585,0.4822326,2.0149016,0,2.8286748,2.3275726,0,0,0,0,0,0.9052112,0,3.7014372,0,1.6339829,0,2.712283,0,2.6194339,3.200864,0,2.6046205,1.0984921,0,0,0,0,2.3050878
SRR8487010_vRhyme_unbinned_266,3.5183616,0.8071025,1.1784369,0.16168953,0,5.374966,5.1572504,0,0,0,0,0,0,0,8.248385,0,2.4197605,0,6.040019,0,0,4.167474,0,3.4751816,0,0,0,0,0,0.51096314
SRR8487020_vRhyme_unbinned_214,0,5.947297,0,8.67345,0,0,0,0,0,0,0,0,1.036663,0,0,0,0,0,0,0,2.3572705,0,0,0.10614417,0.21353115,0,0,0,0,1.6991223
SRR8487022_vRhyme_unbinned_293,9.877821,2.0448837,0.43178347,4.0022907,0,0.5218904,4.2687936,0,0,0,0,0,8.656033,0,0.3495673,0,8.289412,0,9.663838,0,1.6066519,2.2385032,0,1.2695571,10.463092,0,0,0,0.14754795,19.949686
SRR8487023_vRhyme_unbinned_58,1.9625981,1.6150129,0.65524036,1.4371492,0,1.4187084,2.2505112,0,0,0,0,0,1.1140276,0,2.3373983,0,0.98018366,0,2.0260253,0,2.034911,1.6198089,0,3.1171505,0.4593821,0,0,0,0,1.2661635
SRR8487034_vRhyme_unbinned_120,0,0,0,0,0,0,0,0,0,0,0,0,13.307236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR8487034_vRhyme_unbinned_254,4.239178,0.35872656,0.9636157,8.4608135,0,1.2382847,2.6359944,0,0,0,0,0,2.192642,0,3.4703972,0,3.34825,0,3.9993503,0,2.1850078,1.1327865,0,1.5887274,3.4728336,0,0,0,0.30764234,6.1958904
SRR8487016_vRhyme_bin_81,8.571642,5.4434586,0.23070852,13.280463,0,2.827622,1.6455103,0,0,0,0,0,5.8994737,0,2.434637,0,4.694598,0,8.493441,0,4.7712555,10.835286,0,11.641406,1.6339004,0,0,0,0,5.7054014
SRR8487019_vRhyme_unbinned_411,10.139543,3.269259,1.0003135,1.2851468,0.18260688,1.6508832,4.5831504,0,0,0,0,0,1.8913975,0,3.521062,0,4.8206334,0,7.902686,0,2.0478728,9.802446,0,2.9875615,3.1113203,0,0,0,0,7.329257
SRR8487016_vRhyme_unbinned_383,0.25820923,2.2962008,0,0.11340206,0,5.0740743,2.5467737,0,0,0,0,0,0.11349752,0,0.27281407,0,3.7154448,0,0.30441007,0,3.4689767,0.07865597,0,7.008782,0.93289423,0,0,0,0,1.5365597
SRR8487011_vRhyme_unbinned_570,0,1.0071112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.511913,0,0,0.16863687,0,0,0,0,0,0
SRR8487023_vRhyme_unbinned_649,4.312099,0.47167253,0.13427307,0.112406254,0,0.41321045,2.4682388,0,0,0,0,0,1.0067769,0,0.3811331,0,1.7459112,0,3.0670462,0,0.56799495,3.0198789,0,0.39486763,3.1018343,0,0,0,0,5.0206017
SRR8487036_vRhyme_unbinned_155,0.085185185,0,0.5252723,0,0,0,0.5458606,0,0,0,0,0,1.9601307,0.1882353,0,0,1.3421569,0,0,0,0,0,0,0,15.856645,0,0,0,0,0.9328976
SRR8487035_vRhyme_unbinned_630,0.10730073,0,0,0.36596617,0,2.1623807,18.895243,0,0,0,0,0,0,0,0.21935518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR8487035_vRhyme_unbinned_382,98.67545,16.508623,27.345894,18.89554,0.51150954,22.500265,71.92456,0,0.88976675,0,0,0,67.21811,0.16926232,13.545317,0,59.624172,0,97.309425,0.46942186,13.695966,9.419965,0.14472385,10.033958,33.026665,0.14988984,0.07976905,0,0.07270379,89.552536
SRR8487018_vRhyme_unbinned_501,1.0733428,2.4362996,0.16409156,1.2633133,0,1.1991719,1.5357512,0,0,0,0,0,0.6751524,0,2.491623,0,2.4134493,0,2.6401105,0,2.2204502,2.0260706,0,4.1706476,2.4420505,0,0,0,0,3.4480312
SRR8487010_vRhyme_unbinned_637,0.98148274,0,0.10566531,0,0,10.509671,4.3316584,0,0,0,0,0,0,0,3.2978592,0,0,0,1.2740414,0,0,2.7458525,0,0,0,0,0,0,0,0
SRR8487023_vRhyme_unbinned_746,10.607353,1.1781114,1.9612727,7.1349483,0,25.074469,24.628508,0,0,0,0,0,4.3053827,0,25.409792,0,4.361938,0,15.022094,0,4.7180758,13.519321,0,9.733345,3.801416,0,0,0,0,1.1713725
SRR8487017_vRhyme_unbinned_510,5.1097236,5.0302954,1.1739781,3.7576382,0,3.9252684,6.0800476,0,0.109516926,0,0,0,2.0861375,0,5.6808424,0,13.314152,0,6.570345,0,1.9709435,1.8821222,0,8.609879,2.8807805,0,0,0,0,8.619426
SRR8487022_vRhyme_unbinned_693,7.6163077,10.562465,1.5203372,9.805691,0,6.8644285,7.065338,0,0,0,0,0,5.836102,0,10.03199,0,6.0244427,0,7.902577,0,6.2829533,12.58018,0,8.5603485,5.0127897,0,0,0,0.057253838,11.011495
SRR8487018_vRhyme_unbinned_175,82.21151,168.36873,4.2410955,103.909706,0.6492723,19.609728,87.23535,0,0.22520107,0.713807,0,0,79.855995,1.6887208,35.80697,0,137.3715,0.1152815,67.06444,0.48161623,30.642378,50.7027,0,91.55716,132.33733,0.3462275,2.5997703,0,2.0394485,199.66249
SRR8487021_vRhyme_unbinned_329,4.0633006,0.93164533,0.6229516,2.0641177,0,0.95022714,2.9123487,0,0,0,0,0,2.5301445,0,0.91224664,0,2.9648783,0,4.792281,0,0.8148451,2.294451,0,1.3935882,2.2448313,0,0,0,0,6.4496913
SRR8487021_vRhyme_unbinned_36,9.184018,9.388927,0.6420613,9.390494,0,7.5673747,2.6278725,0,0,0,0,0,3.4903378,0,8.530467,0,6.2768106,0,5.372911,0,9.918437,14.85289,0,7.5215006,8.056407,0,0,0,0.0740773,8.384575
SRR8487010_vRhyme_unbinned_362,0.8631158,0,0.4069933,0.10022362,0,12.160501,2.7191842,0,0,0,0,0,0,0,7.388053,0,1.5812157,0,0.50288,0,1.7159653,1.5759301,0,3.1502676,0.10079962,0,0,0,0,0
SRR8487035_vRhyme_unbinned_378,0.21554472,0,0,0,0,0,9.76336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR8487016_vRhyme_unbinned_450,2.2848368,2.0653446,0,2.9519722,0,5.232517,0.9698809,0,0,0,0,0,0.27943462,0,5.049286,0,0.8359358,0,1.3194702,0,2.241619,1.4682899,0,6.132687,0.6473766,0.078887,0,0,0,1.6834899
SRR8487019_vRhyme_unbinned_460,1.866617,0.2908594,0,1.6969697,0,0.6058122,16.107552,0,0,0,0,0,0.21808246,0,0,0,0.27430037,0,16.26246,0,0.6559033,6.212204,0,0,4.614423,0,0,0,0,0.3819341
SRR8487018_vRhyme_unbinned_733,0,1.8558456,0,10.957801,0,0,0.07599445,0,0,0,0,0,5.677718,0,0,0,0.5095616,0,0.50297356,3.387878,0.12709661,0,0,0,0,0,0,0,0,32.630783
SRR8487023_vRhyme_unbinned_159,6.2843223,5.749843,1.9056998,1.4908209,0,1.5691047,6.0044327,0,0,0,0,0,3.6397357,0,5.461757,0,5.1351986,0,9.688914,0,5.7894034,4.578388,0,8.275165,2.3441644,0,0,0,0,8.15226
SRR8487021_vRhyme_unbinned_387,3.5882466,0.5185162,0.27053988,1.884282,0,2.568615,4.1759515,0,0,0,0,0,3.0619862,0,1.7901396,0,1.4071006,0,4.5234876,0,4.097329,2.8570654,0,0.2650902,2.365925,0,0,0,0,4.068838
SRR8487036_vRhyme_bin_48,7.2835693,7.1975455,0.34400752,4.135955,0.1317846,1.0174828,0.45933625,0,0,0,0,0,1.8484157,0,2.8042078,0,1.92804,0,5.3887916,0,3.0321603,5.1375957,0,2.1027176,5.1256104,0,0,0,0,6.003907
SRR8487021_vRhyme_unbinned_299,2.5049083,0.39773092,6.500322,0.55954295,0,0.4958159,3.1644673,0,0,0,0,0,9.498713,0,0,0,1.4407789,0,1.3410846,0,0,0.28934664,0,0,8.373753,0,0,0,0,4.9213066
SRR8487023_vRhyme_bin_89,1.5769886,2.3495164,0.22778574,3.547877,0,3.5410695,1.4272662,0,0,0,0,0,1.4014242,0,3.3628628,0,1.3866893,0,2.1283143,0,3.155455,1.8606235,0,4.248029,1.1246417,0,0,0,0,1.5583572
SRR8487035_vRhyme_unbinned_372,33.17364,1.7826667,0,0,0,24.261847,177.95497,0,0,0,0,0,0,0,6.672513,0,6.1113844,0,34.03118,0,0,6.513949,0,0.9556923,0,11.278359,0,0,0,16.792206
SRR8487017_vRhyme_unbinned_213,0,0.9087659,0,0.13040423,0,1.2534449,0,0,0,0,0,0,0,0,16.12741,0,0,0,0.21164717,0,0.547435,4.690794,0,0.8550521,0,0,0,0,0,0
SRR8487010_vRhyme_unbinned_113,0,1.0126226,0,0.7555877,0,12.332288,0.5268532,0,0,0,0,0,0,0,0.43889692,0,0.13933109,0,0,0,0.81098247,0.4539315,0,3.083052,0,0,0,0,0,0
SRR8487010_vRhyme_unbinned_126,20.670738,30.256933,1.1407795,14.039073,0,15.585902,8.736571,0,0,0,0,0,11.888889,0,9.662109,0,11.828388,0,16.545181,0.12197014,11.695269,17.659492,0,11.880648,8.495443,0,0,0,0,33.355244
SRR8487014_vRhyme_unbinned_115,2.649523,1.5614651,0.9797024,1.4396032,0,4.619687,2.4113698,0,0.5147654,0,0,0,0.2484548,0,5.5557423,0,69.64365,0,0.6737886,0,0.13124761,0.98458606,0,17.161236,0,0,0,0,0.21938191,1.0267837
SRR8487023_vRhyme_unbinned_549,3.4972484,0.39261496,0.24079531,0.8356471,0.22730339,0.19467424,9.879531,0,0,0,0,0,0.77507544,0,0.31706017,0,3.9242322,0,14.42876,0,0,0.73271793,0,0.53392506,3.5796556,0,0.42432097,0,0,3.9671934
SRR8487036_vRhyme_unbinned_210,5.14115,6.1097035,1.5568733,6.0175204,0,5.1849957,4.322192,0,0,0,0,0,4.376011,0,10.72893,0,3.9048517,0,3.6454628,0,3.5687332,3.4152741,0,7.24708,4.496586,0,0,0,0,8.388859
SRR8487035_vRhyme_bin_107,23.851519,20.39429,4.057833,24.158165,0.23231022,13.916697,26.028214,0,0.16701247,0,0,0,28.34416,0,12.822971,0,36.10498,0,23.633183,0.82158786,19.319668,18.793947,0.24692948,36.979992,14.840333,0.27354464,0.40826595,0,0.17051823,34.501133
SRR8487010_vRhyme_unbinned_350,0.1210289,3.303341,0,2.1126256,0,3.4832957,0.07829473,0,0,0,0,0,0,0,2.4937487,0,0.14623898,0,0.5017422,0,4.0101457,2.6173396,0,3.6855912,0.18446402,0,0,0,0,0
SRR8487018_vRhyme_unbinned_89,25.16239,0,1.6535372,0,0.101244226,0,9.773054,0,0,0,0,0,8.995165,0,0,0,8.158691,0,20.099964,0,0,0,0,0,13.282759,0,0,0,0.78272307,29.08155
SRR8487023_vRhyme_unbinned_470,3.2905748,1.4953461,0.1727806,4.542902,0,1.084474,1.6734455,0,0,0,0,0,2.1601877,0,0.64638245,0,3.5267892,0,4.6973014,0,1.8640594,1.5423543,0,1.803989,2.242941,0,0,0,0,4.457724
SRR8487021_vRhyme_unbinned_209,5.9472322,1.680322,1.4153246,3.6457222,0,3.0634878,3.17539,0,0,0,0,0,1.9862103,0,5.8251634,0,1.3439356,0,1.4172119,0,1.9017111,1.1383493,0,1.4227982,2.3531957,0,0,0,0,2.261399
SRR8487034_vRhyme_unbinned_443,3.6792822,4.614646,0.15334556,10.712959,0,2.3954003,1.6552094,0,0,0,0.12826183,0,4.911607,0,2.669552,0,2.8176534,0,7.292222,0,4.3880076,10.404878,0,8.0534525,0.9320149,0,0,0,0,3.928666
SRR8487022_vRhyme_unbinned_645,1.3138251,2.5392022,0.15887581,6.1223392,0,2.5325894,1.1115932,0,0,0,0,0,1.7224634,0,8.644679,0,0.48476958,0,1.6007853,0,2.7039058,6.5687537,0,2.3151064,0.51861954,0,0,0,0,2.555404
SRR8487036_vRhyme_unbinned_512,1.2453183,6.1886034,0.08433654,2.3114634,0,0.47739434,1.1880016,0,0,0,0,0,3.6365035,0,0.08005618,0,2.3057785,0,0.61503476,0,0,0.49913055,0,1.6735554,2.9818754,0,0,0,0,1.6668004
SRR8487010_vRhyme_unbinned_723,7.723834,2.5885775,1.1079891,4.025023,0,5.7604957,6.5055285,0,0,0,0,0,3.8444593,0,3.991271,0,7.0773964,0,7.752515,0,3.6730402,6.5751934,0,5.07324,5.5037827,0,0,0,0,7.8962507
SRR8487017_vRhyme_unbinned_240,0.16221659,1.0363961,0,6.310859,0,8.056235,0.21912292,0,0,0,0,0,0,0,14.699955,0,0.19286993,0,0.3551611,0,1.629102,9.187426,0,7.2995973,0,0,0,0,0,0
SRR8487023_vRhyme_unbinned_138,2.6579714,0,0,0.6046899,0,0,0.10649369,0,0,0,0,0,0.30477315,0,0,0,0,0,10.453101,0,0,3.6760788,0,0,0.24628833,0,0,0,0,1.0999029
SRR8487014_vRhyme_unbinned_145,4.6337004,2.2927644,0.5570848,2.560624,0,2.314327,3.4106042,0,0,0,0,0,2.6588676,0,3.1281295,0,3.1816752,0,4.5015073,0,3.204745,3.2291913,0,2.9986236,3.2466247,0,0,0,0,6.528903
SRR8487019_vRhyme_unbinned_459,2.2757328,3.0200572,0,3.046837,0,2.702116,1.9001542,0,0,0,0,0,0.5660128,0,1.9499669,0,3.3342516,0,3.285431,0,2.9852326,3.8430681,0,5.7173243,2.8960767,0,0,0,0,2.0702007
SRR8487020_vRhyme_unbinned_155,0.5821909,8.285196,0,4.558727,0,3.6225944,0.94634855,0,0,0,0,0,0.35921434,0,2.9450963,0,1.7059056,0,0.9432507,0,2.0143027,5.2704325,0,5.8646193,0.61343265,0,0.11468495,0,0,3.94826
SRR8487014_vRhyme_unbinned_16,2.005408,1.9839259,0.31502253,3.0289433,0,2.6621432,4.135453,0,0,0,0,0,3.1091638,0,2.7191286,0,2.2297947,0,2.5011017,0,1.8050576,1.8716074,0,3.002554,2.9288933,0,0,0,0,2.657286
SRR8487034_vRhyme_unbinned_525,6.7974234,5.2242327,2.2369335,6.613304,0,8.89163,6.691612,0,0,0,0,0,4.9796233,0,11.650219,0,5.6183295,0,6.926535,0,2.9736843,8.614766,0,6.770285,2.1568897,0,0,0,0,6.502924
SRR8487014_vRhyme_unbinned_351,3.8495114,0,0.25983,0.1573596,0,0.05886091,2.6121614,0,0,0,0,0,2.4972198,0,0.0943681,0,1.6845659,0,4.44102,0,0,0.64437205,0,0.07844149,3.1755898,0,0,0,0,1.9463023
SRR8487019_vRhyme_unbinned_375,5.3248715,2.5052712,0.51914275,5.230476,0,1.843737,4.311416,0,0,0,0,0,2.654321,0,2.3198085,0,3.8830628,0,5.1823416,0,2.4683728,4.373006,0,2.177417,3.4275906,0,0,0,0,6.976765
SRR8487023_vRhyme_bin_74,20.968708,4.194261,1.6898549,7.2691474,0,1.0526204,34.631573,0,0,0,0,0,7.0020437,0,0.9148963,0,19.162416,0,9.087402,0,0.18715143,1.8025885,0,3.0399761,11.555622,0,0.1739112,0,0.062752776,13.440717
SRR8487018_vRhyme_unbinned_878,5.077773,2.552364,0.40377817,2.1207469,0,2.729894,6.167035,0,0,0,0,0,1.0519222,0,4.486191,0,0.68437916,0,0.5256297,0,0.9655325,1.3777065,0,1.7892178,2.6553247,0,0,0,0,5.8328547
SRR8487017_vRhyme_unbinned_652,2.2966568,8.04763,0.3040409,10.006085,0,6.3933787,5.534567,0,0,0.4874229,0,0,2.558666,0,7.7481337,0,4.1358323,0,3.723142,0,0.9337066,1.6661798,0,1.8082603,1.1972574,0,0.345099,0,0,1.3329276
SRR8487018_vRhyme_unbinned_619,5.2830653,1.7712655,0.12759337,3.1113849,0,0,0,0,0,0,0,0,0.4852827,0,1.174598,0,1.9836618,0,0.50389004,0,0.3704616,1.0419476,0,1.2275674,1.2051349,0,0,0,0,2.4467714
SRR8487019_vRhyme_unbinned_550,0,1.1057178,0,0.48341233,0,5.4085,0.8187586,0,0,0,0,0,0.14026907,0,0.4276869,0,0.792998,0,0,0,5.4059777,3.6601436,0,4.706849,0.7151047,0,0,0,0,0
SRR8487016_vRhyme_unbinned_80,0,0.21681502,0,0.29761323,0,1.0919006,0,0,0,0,0,0,0.6773941,0,0,0,0.53164434,0,0,0,1.8287685,0,0,9.238727,0,0,0,0,0,0
SRR8487011_vRhyme_unbinned_174,4.889001,6.032327,1.5327646,5.737963,0,4.4638968,4.1154776,0,0,0,0,0,4.4742045,0,10.284136,0,4.373831,0,3.8898487,0.07798299,3.9971647,3.0807652,0,7.660775,4.2207794,0,0,0,0,8.047113
SRR8487035_vRhyme_unbinned_457,0,0,0,0,0,3.680851,18.26115,0,0,0,0,0,0,0,0,0,0,0,0.6321417,0,0,0,0,0,0.089210495,0,0,0,0,0
SRR8487015_vRhyme_unbinned_55,67.80231,0,10.78791,0,0.2368013,0,69.32897,0,0.18950172,0,0,0,30.169813,0.14820309,0,0,49.829174,0,59.50482,0.18221967,0,0.12399703,0.15032701,0,22.95388,0.4201335,0.11118603,0,0.88625175,69.51649
SRR8487010_vRhyme_unbinned_68,0,0,0,0,0,43.854023,0.19255897,0,0,0,0,0,0,0,0.14841038,0,0,0,0.18228042,0,0,0,0,0,0,0,0,0,0,0
SRR8487022_vRhyme_unbinned_225,3.2639298,12.305965,0.43797514,15.881138,0,17.905464,4.4584565,0,0,0,0,0,1.5279492,0,17.321796,0,3.6236472,0,5.037653,0,19.662374,26.173508,0,21.583847,2.4733922,0,0,0,0,5.8738036
SRR8487022_vRhyme_unbinned_421,14.304385,3.1832352,1.9146917,6.958592,0,4.5038967,12.205027,0,0,0,0,0,6.498489,0,7.1693974,0,7.26918,0,9.818196,0,2.6114204,7.887917,0,2.569482,5.1028576,0,0,0,0,10.331796
SRR8487021_vRhyme_unbinned_360,13.541122,25.523876,2.9621174,10.056425,0,2.3439338,12.148938,0,0,0,0,0,3.5240753,0,2.7262487,0,38.132587,0,2.913867,0,9.160104,3.4298675,0,14.616987,2.242548,0,0,0,0.16478916,60.302364
SRR8487020_vRhyme_unbinned_52,0.7370021,4.5114255,0,9.193082,0,1.1678197,1.2056603,0,0,0.23825996,0,0,1.332914,0,1.3620545,0,1.3572327,0,1.9122641,0,3.3225367,4.159958,0,3.257023,1.3148847,0,0,0,0,4.0909853
SRR8487010_vRhyme_unbinned_7,11.14647,15.2447,0.91745955,8.798781,0,9.363712,7.930062,0,0,0,0,0,2.837089,0,8.300701,0,5.3089633,0,7.0567517,0,10.384076,15.398598,0,15.838425,5.0565014,0,0,0,0,8.175931
SRR8487011_vRhyme_unbinned_505,2.1473389,3.8642724,0,5.577167,0,2.4782202,1.0812058,0,0,0,0,0,1.2492428,0,1.8021059,0,3.3146546,0,3.4888215,0,7.519472,3.328213,0,2.729266,4.2369103,0,0,0,0,5.0548825
SRR8487018_vRhyme_unbinned_42,10.837465,3.5523927,0.5919804,6.8636875,0,6.8810325,7.3112946,0,0,0,0,0,7.965922,0,3.6232016,0,8.096316,0,11.409856,0,4.131109,5.1423326,0,4.6887054,9.0854,0,0,0,0,12.280685
SRR8487018_vRhyme_unbinned_682,22.21354,0.89852583,2.17919,0.26091313,0,0,3.9140546,0,0,0,0,0,2.7921855,0,0.9121225,0,14.09804,0,8.010018,0,0.87598395,0.9534135,0,0.7472449,3.3826392,0,0,0,0,9.543438
SRR8487014_vRhyme_unbinned_406,9.383198,15.737035,3.0623105,22.780039,0.13642891,13.883198,7.12135,0,0.18254349,0,0,0,7.7932024,0,21.288017,0,5.4700813,0,7.5288014,0.13730653,8.6804695,15.951014,0,12.841631,3.4858785,0,0,0.07938407,0.10698899,11.802776
SRR8487022_vRhyme_unbinned_110,0,0.539863,0,10.203908,0,0,0,0,0,0,0,0,1.0535659,0,0,0,0,0,0,0,0,0.1110246,0,0,0,0,0,0,0,0.1491747
SRR8487010_vRhyme_bin_97,1.3366947,1.7836374,0.093037345,2.2044969,0,2.0102267,1.6298105,0,0,0,0,0,0.43810576,0,2.430338,0,0.77401656,0,1.2514253,0,1.2070268,2.3739667,0,2.9712086,0.31128848,0,0,0,0,2.9848561
SRR8487011_vRhyme_unbinned_535,9.234068,4.0215116,1.69484,7.1720033,0.14231823,5.336417,7.180132,0,0,0,0,0,3.8187003,0,5.7770243,0,4.9704943,0,8.329367,0,6.899717,8.819734,0.059954192,6.790048,4.573225,0,0,0.24390353,0.8247182,8.447793
SRR8487010_vRhyme_unbinned_657,0.37216777,2.2809877,0.21309291,7.4674244,0,10.463191,2.7706783,0,0,0.20470403,0,0,0,0,9.922148,0,2.0308897,0,0.50395924,0,2.3107016,0.31446493,0,2.9089768,0.101999216,0,0,0,0,0
SRR8487023_vRhyme_unbinned_608,5.321845,5.0213885,0.51333,10.153675,0,0.9739483,2.365028,0,0,0,0,0,4.864673,0,1.436594,0,4.6356816,0,6.278966,0,2.5204258,8.678662,0,1.5045109,2.8162189,0,0,0,0,10.489204
SRR8487035_vRhyme_unbinned_558,0,0,0,0,0,0.123108424,20.383118,0,0,0,0,0,0,0,0.83675855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR8487014_vRhyme_unbinned_333,2.03465,9.076451,0.23778307,7.1706114,0,3.8661673,2.1912992,0,0,0,0,0,2.357143,0,2.1586924,0,4.1279583,0,1.7737103,0,5.6111016,3.2913332,0,6.376043,1.2531074,0,0,0,0,5.9444065
SRR8487020_vRhyme_unbinned_317,0.6835074,5.3612757,0,4.321291,0,0,0,0,0,0,0,0,1.0784646,0,1.1192021,0,0,0,0.3415185,0,0.7698749,4.3370028,0,0.2462132,0.06924452,0,0,0,0,4.241885
SRR8487010_vRhyme_unbinned_455,1.9360007,0.2414071,0.37746152,1.109112,0,13.609381,2.4965987,0,0,0,0,0,4.3421054,0,0,0,0,0,4.7580557,0,0,0,0,0,2.6914608,0,0,0,0,6.391783
SRR8487016_vRhyme_unbinned_521,0,0,0,0,0,3.7684557,1.4185424,0,0,0,0,0,0,0,0,0,1.7132851,0,0,0,0.2434283,0,0,18.7779,0.5465922,0,0,0,0,10.451597
SRR8487018_vRhyme_unbinned_340,0.19205472,0.3386828,0,0,0,0.10163992,0.16298343,0,0,0,0,0,0,0,0.1043585,0,0,0,0.13829693,0,0,0,0,0,0,0,0,0,0,12.66728
SRR8487036_vRhyme_bin_59,3.3798447,1.1321881,0.16451773,2.9151394,0,1.283774,1.9607836,0,0,0,0,0,3.9165552,0,1.0594943,0,1.8044535,0,2.5098138,0,2.4430883,1.4320313,0,1.1585109,6.6597924,0,0,0,0,4.612312
SRR8487036_vRhyme_unbinned_431,6.2678795,1.0433769,0.63844836,2.605255,0,0.7101213,3.0862095,0,0,0,0,0,6.395211,0,0.42630598,0,5.068097,0,5.2972636,0,0.44496268,1.0407338,0,0.62321204,5.571129,0,0,0,0,13.324316
SRR8487011_vRhyme_unbinned_368,0.2251944,2.594668,0,3.5529883,0,2.3378804,0.16280827,0,0,0,0,0,0.30259943,0,1.9179738,0,0.24803378,0,0.50495446,0,2.1978228,2.0354145,0,3.5650744,0.07633859,0,0,0,0,0.73481447
SRR8487011_vRhyme_unbinned_667,1.6838676,3.3100512,0,1.7702943,0,0.5966681,0.1954558,0,0,0,0,0,0.105146386,0,0.22223763,0,0.54978013,0,0.64605206,0,7.204588,4.7107086,0,1.0598233,0.7080147,0,0,0,0.2510796,4.9817758
