,SRR8487021,SRR8487020,SRR8487015,SRR8487022,SRR8487040,SRR8487010,SRR8487035,SRR8487024,SRR8487013,SRR8487037,SRR8487032,SRR8487025,SRR8487034,SRR8487027,SRR8487017,SRR8487029,SRR8487014,SRR8487028,SRR8487023,SRR8487012,SRR8487011,SRR8487019,SRR8487030,SRR8487016,SRR8487036,SRR8487026,SRR8487031,SRR8487038,SRR8487039,SRR8487018
SRR8487014_vRhyme_bin_28,3.9061704,1.3269187,1.1343838,1.9433664,0,3.0836265,4.8675537,0,0,0,0,0,1.8451132,0,3.8981628,0,3.4940104,0,3.3265312,0,1.151206,2.3221078,0,2.7510898,1.3942075,0,0,0,0,4.081496
SRR8487018_vRhyme_bin_107,3.355174,3.5680168,0.2265391,4.452218,0,1.7375339,2.7461715,0,0,0,0,0,3.0258784,0,1.7503699,0,2.4005299,0,3.379848,0,3.274063,3.3240304,0,4.272618,2.583778,0,0,0,0,5.6690183
SRR8487020_vRhyme_unbinned_111,5.398291,7.5047073,1.6354202,6.316918,0,3.775703,3.739506,0,0,0,0,0,3.0839212,0,9.986702,0,3.1733105,0.0728911,6.80261,0,9.145534,6.7740874,0.05831909,18.913158,1.7520274,0,0,0,0,3.9330122
SRR8487022_vRhyme_unbinned_642,6.9616356,2.7557642,1.1474684,5.6671977,0,1.1866413,10.998836,0,0,0,0,0,2.6765392,0,1.4443784,0,1.3404564,0,3.1032565,0,0.5676967,1.0131686,0,0.51509386,6.605562,0,0,0,0,4.3222013
SRR8487022_vRhyme_unbinned_703,1.2610618,3.4826303,0.20012632,3.5964563,0,2.1566105,0.9558193,0,0,0,0,0,0.98005384,0,2.9737709,0,0.8799907,0,1.7505734,0,1.765666,2.7703533,0,2.2078722,0.6959875,0,0,0,0,2.2002592
SRR8487017_vRhyme_unbinned_41,125.39688,81.48392,23.623938,111.13136,0.71742874,87.216354,99.825226,0,0.7308768,0.27455622,0.2838623,0.37504035,103.2752,0.83690155,83.08854,0.2916622,99.79613,0.2162453,123.79392,0.98703605,79.42663,79.71189,0.56304467,116.37246,83.98031,0.5764927,0.5683163,0.18128026,1.908553,159.97682
SRR8487016_vRhyme_unbinned_155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3668961,0,0,0,0,0,0,0,0,11.550967,0,0,0,0,0,0
SRR8487017_vRhyme_unbinned_495,2.5937457,1.0241802,1.0475997,2.8848317,0,1.3003504,2.5058277,0,0,0,0,0,3.2314506,0,1.8173717,0,2.236966,0,3.2844024,0.5915723,0.59678864,1.2531312,0.20216264,0.8790991,0.51218516,0,0,0,0,3.155514
SRR8487016_vRhyme_unbinned_210,8.3507395,1.8275101,1.0018238,4.631791,0,2.022653,7.3015933,0,0,0,0,0,6.459589,0,2.0253408,0,6.1849685,0,7.0520253,0,2.4034364,3.4639087,0,1.7552314,4.335381,0,0,0,0,12.085141
SRR8487017_vRhyme_unbinned_357,0.26768586,0.26278976,0.1478817,0,0,9.964429,0.18914868,0,0,0,0,0,0,0,13.47462,0,0.1628697,0,0.07973621,0,1.7352118,2.6845524,0,1.2507994,0,0,0,0,0,0
SRR8487019_vRhyme_bin_17,1.9835283,0.7145746,0.15758511,0.7083609,0,3.337341,0.90348554,0,0,0,0,0,0.12570778,0,3.3196743,0,0.8791455,0,3.8281858,0,0.7066512,7.9282117,0,2.2327929,0.19964704,0,0,0,0,1.0820465
SRR8487021_vRhyme_unbinned_23,1.7918689,1.5532464,0.36438107,1.1075546,0,0.91831005,1.2412773,0,0,0,0,0,0.6787773,0,3.272679,0,3.2281554,0,1.143128,0,0.22140473,1.0209345,0,2.744994,0.9236954,0,0,0,0,1.6400182
SRR8487022_vRhyme_unbinned_162,0.3442963,3.0485926,0,4.4133334,0,3.8794074,1.1843951,0,0,0,0,0,1.1733333,0,4.4545183,0,0.29441977,0,1.1585186,0,2.8676543,5.012642,0,4.2432594,0.37392592,0,0,0,0,1.4178766
SRR8487018_vRhyme_unbinned_809,0,0.59530944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.371113
SRR8487021_vRhyme_unbinned_484,7.676242,2.1301575,0.43970424,2.4375052,0,0.9224827,1.812914,0,0,0,0,0,1.7038677,0,2.2083619,0,2.8575552,0,6.231067,0,1.5748371,4.8550262,0,1.0587977,3.310179,0,0,0,0,7.705242
SRR8487022_vRhyme_unbinned_827,0,2.8819492,0,9.44808,0,0,0,0,0.36191598,0,0.481977,0,0.31505615,2.2019963,0,0,0.4155691,0,0,0.8377929,2.360807,1.5684181,0,2.2051852,0,0,0,0,0,0.61902124
SRR8487018_vRhyme_unbinned_540,0,0,0,0,0,0,0,0,0,0,0,0,14.656068,0,0,0,11.90526,0,0.80248976,0,0,0,0,0,4.22036,0,0,0,0,3.8036754
SRR8487023_vRhyme_unbinned_504,19.917213,0,1.6816272,0.42158347,0,2.0525298,17.07329,0,0,0,0,0,10.474533,0,0.74474704,0,6.984367,0,18.62044,0,4.040511,0.080769874,0,0,11.205917,0,0,0,0,10.310136
SRR8487036_vRhyme_unbinned_175,5.9638443,3.1615875,0.85530055,5.701044,0,5.6912565,4.794005,0,0,0,0,0,4.101213,0,3.7611883,0,4.728142,0,6.5951486,0,4.0976815,1.4159822,0,3.071467,4.201121,0,0,0,0,8.571735
SRR8487019_vRhyme_unbinned_98,1.0439454,3.3983023,0,2.8224993,0,2.845815,0.82819384,0,0,0,0,0,1.2369184,0,2.0541527,0,0.2258515,0,0.77049536,0,3.575803,1.5051037,0,2.3036425,0.33276027,0,0,0,0,1.5941764
SRR8487016_vRhyme_unbinned_361,16.360464,2.1978624,3.6255596,2.1929295,0,17.774094,17.864895,0,0,0,0,0,5.0764594,0,17.450535,0,4.285923,0,6.18754,0,10.87339,7.4856124,0,5.2999907,12.778661,0,0,0,0,3.4268749
SRR8487011_vRhyme_unbinned_247,0.096623376,4.9773507,0,2.0692987,0,4.2299223,0.34483117,0,0,0,0,0,0,0,2.5963635,0,0.08187013,0,0.35137662,0,5.2287793,4.0423894,0,4.297247,0.06555844,0,0,0,0,0.2911169
SRR8487014_vRhyme_unbinned_486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.14422,0,0,0,0,0,0,0.15687723,0,0,0,0,0,0
SRR8487035_vRhyme_unbinned_587,14.470762,0,1.717477,0,0,1.0541228,69.36745,0,0,0,0,0,0.2751314,0,0.17994416,0,4.726922,0,4.364077,0,0.10315374,1.3633378,0,0,0.7881899,0,0,0,0,0.16762483
SRR8487022_vRhyme_unbinned_458,28.387764,2.782592,3.69498,5.967551,0.19927467,29.68305,22.817713,0,0,0,0,0,5.613285,0.09476999,18.376694,0,12.8645735,0,26.174557,0,12.635808,28.511452,0.12645543,11.808743,12.1705475,0.10965833,0,0.15126933,0.08618057,14.173507
SRR8487021_vRhyme_unbinned_227,7.1234655,2.7645314,2.977483,2.589108,0,0,0.65444815,0,0,0,0,0,3.949555,0,6.90423,0,3.623378,0,3.81486,0,0.8439518,1.1936347,0,1.6536918,1.7537092,0,0,0,0,5.80782
SRR8487018_vRhyme_unbinned_19,0,0.14469476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1798081,0,0,0.1583229,0,0,0,0,0,0,0,22.661173
SRR8487017_vRhyme_unbinned_260,0.13598548,3.101071,0,0.49252146,0,5.609169,0,0,0,0,0,0,0,0,15.134393,0,0,0,0.09372511,0,0.119966365,1.8470218,0,0,0,0,0,0,0,0
SRR8487018_vRhyme_unbinned_28,2.325195,1.715748,0.16712812,1.7713734,0,1.2334088,2.683866,0,0,0,0,0,1.7104623,0,0.38073665,0,2.8274183,0,3.247588,0,2.4575047,7.04841,0,2.1865928,1.2368487,0,0,0,0,3.7142377
SRR8487021_vRhyme_unbinned_139,2.1612768,8.34892,0.6005189,5.6661034,0,18.432062,5.266864,0,0,0,0,0,1.4349583,0,21.389404,0,5.486907,0.34861833,2.4154701,0,10.286111,12.0082655,0,19.867443,2.486666,0,0,0.06781706,0,3.1953661
SRR8487010_vRhyme_unbinned_123,0.14154378,0,0.11211205,0,0,17.810266,2.776393,0,0,0,0,0,0,0,5.8643794,0,0,0,0,0,8.58049,0.217005,0,0,0.23107299,0,0,0,0,0
SRR8487011_vRhyme_unbinned_117,4.330148,1.2091476,0.37191325,1.339489,0,1.7549925,2.8500106,0,0,0,0,0,1.6291604,0,2.7843032,0,1.948572,0,4.2734594,0,4.554971,3.0945888,0,1.0396178,2.686601,0,0,0,0,4.4312863
SRR8487036_vRhyme_unbinned_127,6.74274,4.644512,2.0418284,7.8005033,0,11.602055,7.6449313,0,0,0,0,0,4.4367332,0,6.934165,0,7.718629,0,5.94643,0.21102841,4.489569,6.3220463,0.064681835,7.8943286,7.963518,0.09980082,0.12957333,0,0.40937206,10.201279
SRR8487016_vRhyme_unbinned_216,5.743792,4.589709,1.089278,3.5168653,0,2.9471796,4.8724704,0,0,0,0,0,1.165925,0,10.0025835,0,7.961533,0,8.718531,0,4.448041,23.540405,0,11.687311,3.0310032,0,0,0,0,2.3711066
SRR8487034_vRhyme_unbinned_185,1.8764695,8.469184,0,12.251781,0,15.044175,1.8859103,0,0,0,0,0,2.008461,0,18.848236,0,1.4537762,0,2.2426078,0,14.660492,19.11703,0,13.078108,1.1742964,0,0,0,0,2.6335056
SRR8487020_vRhyme_unbinned_39,1.8748779,5.3672853,0.354409,5.6241007,0,3.9984016,1.290738,0,0,0,0,0,1.2668502,0,5.5277505,0,1.9220318,0,3.2232485,0,2.7978866,3.680579,0,4.1141996,1.5878696,0,0,0,0,2.4533346
SRR8487017_vRhyme_unbinned_334,5.9459586,7.368325,0.64697266,12.33304,0,1.1546803,2.3301096,0,0,0,0,0,5.5948067,0,2.1883242,0,4.60524,0,8.003693,0,3.153977,12.749839,0,2.202274,2.3466384,0,0,0,0,12.931833
SRR8487034_vRhyme_unbinned_99,0,0,0,0,0,0,0,0,0,0,0,0,28.71839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR8487036_vRhyme_unbinned_172,1.1549069,2.8379834,0,6.7421093,0,0.4505009,0.53624904,0,0,0,0,0,0.50457823,0,0.14004093,0,0.42949477,0,0.7135624,0,0,0.14187224,0,0.85726595,4.142842,0,0,0,0,1.2715716
SRR8487011_vRhyme_unbinned_338,0,3.9404562,0,2.7552674,0,2.6999662,0.14078395,0,0,0,0,0,0.065763466,0,0.98143774,0,0.18518876,0,0,0,3.5023866,1.5509378,0,5.5551805,0,0,0,0,0,0.12063064
SRR8487014_vRhyme_unbinned_373,0,0.22182828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.914555,0,0,0,0,0,0,0.12781422,0.2813922,0,0,0,0,5.754181
SRR8487018_vRhyme_unbinned_602,0,4.219441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99512184,71.326225
SRR8487021_vRhyme_unbinned_588,36.527348,3.8216221,8.67143,5.1344237,0.31595546,6.462304,3.5970237,0,0,0,0,0,1.0990441,0,10.117276,0,7.855819,0,23.584507,0,0.10456292,42.07342,0,1.904011,0.35241944,0,0,0,0,14.680004
SRR8487036_vRhyme_unbinned_146,6.109924,0.37213153,0.5015424,1.576405,0,0.840945,3.506734,0,0,0,0,0,1.915281,0,1.1568731,0,2.6317058,0,5.1881723,0,0.45504478,1.2328644,0,0.10834399,2.8825521,0,0,0,0,10.694455
SRR8487018_vRhyme_unbinned_648,9.367897,14.384718,1.213641,9.409333,0,8.676411,5.7765126,0,0,0,0,0,4.741128,0,9.814872,0,6.9137435,0,8.991795,0.15241025,9.279488,10.093641,0.19005129,14.74759,3.2824616,0,0.24676923,0,0.13835898,13.234564
SRR8487021_vRhyme_bin_58,5.4459453,8.065791,0.37688503,6.5405855,0,5.3823924,3.1302898,0,0,0,0,0,1.6764205,0,7.8192897,0,1.3814466,0,5.252234,0,2.1963713,6.93404,0,5.077331,0.8626478,0,0,0,0,3.561829
SRR8487019_vRhyme_unbinned_206,6.8982887,2.0236685,2.5630896,3.121142,0,1.6138654,5.1990247,0,0,0,0,0,1.0994723,0,13.264194,0,3.9503438,0,7.686311,0,0.7752279,11.870063,0.44330722,7.6097074,0.6996642,0,0,0,0,7.151607
SRR8487011_vRhyme_bin_23,0.5821622,1.7677321,0,2.2407196,0.6028069,1.7545311,0.3319441,0,0,0,0,0,0.94810706,0,0.984783,0,0.22990288,0,0.7101789,0,3.7818248,1.4434644,0,1.5164673,0.3963014,0,0,0,0,0.72940856
SRR8487016_vRhyme_bin_40,2.6150405,2.8446987,0.28068656,2.035085,0,1.1264218,1.9429094,0,0,0,0,0,1.6045184,0,1.1003791,0,2.1119788,0,3.4086633,0,2.511777,2.9115953,0,4.2790565,1.3871826,0,0,0,0,4.254235
SRR8487016_vRhyme_unbinned_171,0,4.3052363,0,1.0140101,0,0.16662839,0,0,0,0,0.6445797,0,0.18540423,0,0,0,0,0,0,0,6.0117707,0,0,10.299896,0,0,0,0,0,0
SRR8487020_vRhyme_unbinned_83,6.717393,3.1748552,0.9032502,11.351054,0.42781556,24.966322,7.911061,0,0,0,0,0,3.1400018,0,16.75527,0,2.2988157,0,6.989922,0,22.552113,16.169144,0,8.816074,5.1305957,0.20861678,0,0.5194423,0.26051903,3.1823297
SRR8487017_vRhyme_unbinned_535,4.2774754,0,0.40808582,0.24636963,0,1.2184819,1.8537129,0,0,0,0,0,0.34818482,0,14.069142,0,1.4363036,0,3.7667491,0,7.6960397,0.29265678,0,0.1839934,1.430033,0,0,0,0,0
SRR8487023_vRhyme_unbinned_653,10.458772,3.0767725,0.83853537,7.773689,0,1.4902637,5.3206,0,0,0,0,0,5.2424297,0,2.0860896,0,5.634212,0,9.92565,0,2.9091587,6.355539,0,1.9934781,3.6529396,0,0,0,0,12.508712
SRR8487022_vRhyme_unbinned_132,1.5633966,3.4986732,0.12306272,2.3931086,0,2.6087375,0.74295276,0,0,0,0,0,0.841749,0,3.625774,0,1.027843,0,2.2185903,0,2.0491867,2.9920778,0,3.0311117,0.55997384,0,0,0,0,1.8874745
SRR8487035_vRhyme_unbinned_794,3.9765496,6.751754,0.77520424,38.333782,0,10.137146,6.5833735,0,0,0,0.16703507,0,15.120903,0,5.4101872,0,2.1564631,0,1.9662663,0.14521864,3.0323882,2.2511292,0,3.7136953,1.6208553,0,0,0,0,7.7022586
SRR8487040_vRhyme_unbinned_2,21.424917,10.011793,2.931241,18.409035,1.4202567,9.13495,8.7048025,0,0.80171186,0,0,0,21.517736,1.0645744,5.867237,0,14.458678,0,17.324299,1.1622444,8.898811,10.010081,0.2682834,6.178602,14.581645,0.42263433,0.52182597,0.062006656,3.8718972,26.74779
SRR8487017_vRhyme_unbinned_236,0.2215007,1.7217977,0,3.742744,0,3.4870718,0.320491,0,0,0,0,0,0.20435557,0,4.148644,0,0.29360524,0,0.22664818,0,3.9015245,2.257533,0,2.595882,0.26889724,0,0,0,0,0.2645417
SRR8487023_vRhyme_unbinned_713,0.33951825,0.09249427,0,0.107472196,0,0.11303303,1.0190018,0,0,0,0,0,0,0,0,0,0,0,12.500615,0,0,1.2446767,0,0,0,0,0,0,0,0.32915106
SRR8487011_vRhyme_unbinned_36,0,0,0,0.23295641,0,4.8626056,0,0,0,6.6884766,0,0,0,0,5.0010457,0,0.23779333,0,0,0,19.031963,0,0,2.0318322,0.5928492,0,0,0,0,0
SRR8487019_vRhyme_bin_108,1.9269992,1.4059778,0.28495646,2.179731,0,4.6414886,1.0909343,0,0,0,0,0,1.5958036,0,11.581789,0,0.50498813,0,1.2784244,0,2.3303642,6.3754554,0,3.6361442,0.6402217,0,0,0,0,0.889707
SRR8487017_vRhyme_bin_90,2.2679343,4.8340263,0.3037189,5.3163304,0,4.3292794,1.460564,0,0,0,0,0,2.323493,0,7.2950115,0,2.4855626,0,2.1260042,0,4.2775126,5.350851,0,7.1066513,1.3576765,0,0,0,0,3.6875455
SRR8487022_vRhyme_unbinned_830,0.26595524,4.983734,0,23.874535,0,3.2894738,0.8145462,0,0,0,0,0,1.5443431,0,1.1532325,0,4.8848944,0,0.4601119,0,4.1598635,4.096664,0,17.61003,0.9749275,0,0.852673,0,0,6.195607
SRR8487023_vRhyme_unbinned_251,7.736129,1.0472963,0.38592404,2.3112383,0,0.4465622,6.4887757,0,0,0,0,0,12.530143,0,0.25984752,0,5.711563,0,7.3677115,0,1.3713115,1.6440067,0,0.5013412,7.821968,0,0,0,0.0978399,16.351192
SRR8487023_vRhyme_unbinned_660,1.6861656,5.273817,0.112997875,3.9961917,0,4.577288,2.1440878,0,0,0,0,0,1.4620427,0,4.956424,0,3.5467598,0,2.5985765,0,6.333874,7.275752,0,7.187664,1.7858034,0,0,0,0,3.7297416
SRR8487019_vRhyme_bin_31,6.9904776,2.1439488,0.874185,3.8774333,0,2.0852242,5.54551,0,0,0,0,0,3.865609,0,5.032061,0,5.628479,0,7.466899,0,2.5415256,4.0508847,0,2.8713458,4.3048863,0,0,0,0,8.249071
SRR8487010_vRhyme_unbinned_294,1.2027972,0,0.5031957,0,0,15.203174,9.131814,0,0,0,0,0,0,0,10.801338,0,0.6344838,0,0.25565833,0,0.18339725,0.58432966,0,1.5816978,0,0,0,0,0,0
SRR8487011_vRhyme_unbinned_594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.913182,0,0,0,0,0,0,0,0,0
SRR8487034_vRhyme_unbinned_317,18.081285,1.521716,3.5295525,3.776398,0,1.6100411,21.640324,0,0,0,0,0,12.387767,0.09323947,1.4159251,0,15.428676,0,27.416721,0,3.5080357,1.3300571,0,2.1070528,12.159052,0,0,0,0.41034666,26.753286
SRR8487018_vRhyme_unbinned_824,33.668736,0.10141555,4.0560403,0,0.21369013,0.16682826,21.164307,0,0,0,0,0,4.3447094,0,0.81662464,0,17.9947,0,25.47256,0,0,3.2590654,0.29435718,0.15564604,12.895869,0,0,0,0.10813781,44.08222
SRR8487022_vRhyme_unbinned_90,1.9845859,9.239018,0.12007145,12.37629,0,6.429545,1.1346256,0,0,0,0,0,1.6986637,0,9.182323,0,1.200053,0,1.7837391,0,5.833752,10.500529,0,8.687815,1.2916777,0,0,0,0,4.0740275
SRR8487022_vRhyme_unbinned_505,0.32976827,1.4244207,0.056327987,3.6930482,0,1.7535651,0.2439394,0,0,0,0,0,0.19474153,0,3.1582887,0,0.49910873,0,0.5747772,0,2.4023173,2.32041,0,2.104189,0.27237076,0,0,0,0,0.3107843
SRR8487023_vRhyme_unbinned_241,4.0608397,3.617604,0.37018722,1.059646,0.40916687,0.8679535,3.7701805,0,0,0,0,0,3.1421409,0.076697476,0.9729905,0,2.7678955,0,3.095454,0.10981141,3.9431164,2.841694,0.35156703,1.5035638,3.220646,0,0,0,0.31923747,7.432493
SRR8487034_vRhyme_unbinned_528,3.664952,4.1920223,1.2392478,5.2511387,0,3.649182,3.016276,0,0,0,0,0,3.833024,0,7.4841456,0,2.949064,0,3.592174,0.10769101,2.5845842,2.146905,0,5.7029853,3.4583404,0,0,0,0,6.0240345
SRR8487014_vRhyme_unbinned_102,2.631809,1.0356054,0,0,0,0,0,0,0,0,0,0,0.70606846,0,0,0,5.7737703,0,2.0758126,0,0,0.35875756,0,0.55881506,1.6219729,0,0,0,0,7.7124534
SRR8487022_vRhyme_unbinned_308,1.4770092,5.3663535,0.08696521,3.5012994,0,3.9591165,0.36955217,0,0,0,0,0,0.5296881,0,4.829668,0,1.3579568,0,1.9423231,0,1.269992,12.255298,0,2.8806477,0.2934826,0,0,0,0,1.8827469
SRR8487020_vRhyme_unbinned_73,1.4034489,2.1023967,0.26383477,0.90471554,0,2.268219,1.7575994,0,0,0,0,0,1.0735581,0,4.1886206,0,0.6840413,0,0.7728956,0,3.6666017,1.8078722,0,2.5210445,0.67819566,0,0,0,0,1.2510717
SRR8487011_vRhyme_unbinned_303,1.1867757,2.5950947,0,4.2766147,0,3.847004,1.6858324,0,0,0,0,0,1.5053455,0,1.6405534,0,0.38208607,0,1.5225047,0,2.0059295,1.9667594,0,2.7900457,0.70532745,0,0,0,0,0.95813495
SRR8487016_vRhyme_unbinned_247,0,2.8906243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61004096,0,0,0,0,3.6185548,0,16.847124,0,0,0,0,0,0
SRR8487022_vRhyme_unbinned_393,2.5234795,5.899151,0.62589085,1.4524065,0,2.5351949,1.7361125,0,0,0,0,0,1.4010544,0,4.522015,0,1.5152787,0,3.381431,0,6.8847017,4.566338,0,6.266816,0.7120961,0,0,0,0,2.4338572
SRR8487014_vRhyme_unbinned_456,10.157263,0.6795289,3.067751,1.531576,0,0,2.8397083,0,0,0,0,0,15.24083,0,0,0,8.927875,0,15.621649,0,0,2.0882783,0,0,8.205721,0,0,0,0,7.244756
SRR8487020_vRhyme_unbinned_320,7.050103,4.568334,2.725589,2.5010335,0,4.3766847,7.16635,0,0,0,0,0,2.0563042,0,10.687226,0,3.4758165,0,7.587929,0,5.654733,7.809591,0.07672592,8.847375,2.1797438,0,0,0,0,4.6480365
SRR8487014_vRhyme_unbinned_290,13.036642,5.243201,0.9381723,13.677482,0,4.049672,9.210932,0,0,0,0,0,9.895059,0,3.8196764,0,8.28334,0,10.448185,0,4.768605,9.193266,0,3.765457,9.097333,0,0,0,0,19.54036
SRR8487017_vRhyme_unbinned_39,1.133195,0.8984288,0.16617483,2.9389856,0,3.2231216,1.2135508,0,0,0,0,0,1.0185038,0,4.244696,0,0.850335,0,1.3242941,0,1.2857713,3.619676,0,1.6416095,0.46498644,0,0,0,0,0.369078
SRR8487016_vRhyme_bin_92,0.44114178,6.166061,0,0,0,4.0633783,0.23533458,0,0,0,0,0,0,0,0.35201925,0,0.842881,0,0,0,0,0,0,9.229292,0,0,0,0,0,0
SRR8487018_vRhyme_unbinned_573,12.4045105,0.77603287,0.7188027,2.5480607,0,0,5.290788,0,0,0,0,0,5.740725,0,0.19519393,0,7.3711004,0,9.075463,0,0.10592327,7.236193,0,0.08326307,4.344962,0,0,0,0,15.12226
SRR8487022_vRhyme_unbinned_502,8.167168,6.3608775,2.436198,9.028045,0,12.721254,9.799379,0,0,0,0,0,6.436498,0,8.741687,0,8.820413,0,6.4859776,0.6290064,5.4441104,7.220453,0,9.947917,9.630809,0,0,0,0.5505809,11.094151
SRR8487035_vRhyme_bin_97,6.0551114,0.40372437,0.66845095,0.20187475,0,0,12.517315,0,0,0,0,0,6.480323,1.2288651,0,0,9.114672,0,3.5805438,0,0,0,0,0.30654404,6.2592983,0.24509951,0,0,0,4.8258696
SRR8487020_vRhyme_unbinned_205,3.0421138,1.8693472,0.45984158,2.5039606,0,2.167853,1.7509274,0,0,0,0,0,1.8701494,0,2.1850998,0,2.6832447,0,2.8432767,0,1.6865537,2.1382732,0,1.620776,1.0824225,0,0,0,0,3.3753133
SRR8487010_vRhyme_unbinned_356,0.31475455,2.599349,0,4.885594,0,3.0958426,0.25319704,0,0,0,0,0,0.37076592,0,5.543796,0,0.3349223,0,0.33748913,0,4.224412,4.381675,0,3.9601686,0.18994363,0,0,0,0,0.8167942
SRR8487014_vRhyme_unbinned_471,4.4023027,1.1210709,0.7572251,2.3184803,0,1.1950489,3.5232584,0,0,0,0,0,2.5610247,0,1.055498,0,4.1402416,0,3.5957973,0,0.9725389,1.521186,0,1.0442141,2.3303971,0,0,0,0,6.0191135
SRR8487020_vRhyme_unbinned_143,1.8817252,17.72277,0,32.250023,0,0.64333826,0.9348264,0,0,0,0,0,3.0149593,0,2.0508268,0,10.881463,0,4.0605373,0,2.825562,6.7610884,0,16.735544,8.684629,0,0,0,0,11.445806
SRR8487011_vRhyme_unbinned_508,2.1424856,0.87940186,0.28237078,1.2306858,0,3.7840502,3.0151696,0,0,0,0,0,1.9926319,0,1.7675805,0,1.1438942,0,2.0584028,0,3.4286487,1.166757,0,3.079207,0.7899014,0,0,0,0,1.519883
SRR8487035_vRhyme_unbinned_360,6.1840067,4.547164,0.62547785,6.2266765,0,2.8229156,8.618556,0,0,0,0,0,4.992458,0,4.3390846,0,5.196198,0,5.7138133,0,3.5656576,3.5163755,0,2.6453147,5.377415,0,0,0,0,7.5222645
SRR8487014_vRhyme_unbinned_496,5.0199475,0.6491604,1.0835418,8.490711,0,1.7389544,3.641479,0,0,0,0,0,2.586519,0,3.5001192,0,3.622782,0,3.9708228,0,2.3531022,1.1707157,0,1.8214244,3.4287245,0,0,0,0.27867097,6.27355
SRR8487035_vRhyme_bin_116,4.104898,1.3725579,0.71402925,1.8430123,0,2.0657332,2.746492,0,0,0,0,0,0.5207492,0,2.008527,0,1.4290758,0,1.8249409,0,1.3538581,3.4863417,0,2.6774976,1.3954463,0,0,0,0,2.4694672
SRR8487016_vRhyme_unbinned_139,2.554728,2.015896,0.33263692,1.8428558,0,1.185303,2.398583,0,0,0,0,0,1.7029703,0,0.9468617,0,2.0631301,0,1.78563,0,1.1765828,2.4222908,0,1.5939686,1.6068671,0,0,0,0,3.0600417
SRR8487035_vRhyme_unbinned_66,20.714756,4.5879526,1.603164,8.439794,0.10368117,2.9867964,12.97122,0,0,0,0,0,11.0295105,0,6.5949497,0,9.522847,0,19.441437,0,9.655613,8.1296015,0,2.9036813,16.244114,0,0,0,0.28323698,27.631336
SRR8487018_vRhyme_unbinned_282,3.367113,3.4439015,1.0314271,3.3677163,0,5.7655325,6.7944264,0,0,0,0,0,3.678912,0,4.7181807,0,5.3289905,0,2.0620098,0,3.056219,1.3374351,0,5.980697,2.8478706,0,0,0,0,6.9982505
SRR8487036_vRhyme_unbinned_347,106.71527,248.77046,6.728723,165.43857,0.88867813,32.563595,119.69216,0,0.38018453,0.6342158,0.088988535,0,104.8679,1.9885315,51.815643,0,189.99474,0.1382254,100.06269,1.089161,46.0839,84.897736,0.11330517,132.26756,178.78374,0.89911187,4.537122,0,2.3978615,263.4703
SRR8487036_vRhyme_unbinned_464,2.7279654,3.5822763,0.3239369,0.40109774,0,0.18021955,0.55962914,0,0,0,0,0,5.379303,0,0.8305446,0,1.1599169,0,0,0,0.18586805,0,0,0.24555047,6.068528,0,0,0,0,7.8611317
SRR8487022_vRhyme_unbinned_500,2.7498212,2.0106966,0.38903084,3.901107,0,5.0184636,2.0856752,0,0,0,0,0,0.7500256,0,3.2955203,0,1.8743315,0,2.111463,0,9.908295,4.5387497,0,3.8004088,1.9703628,0,0,0,0.1371487,3.3407598
SRR8487035_vRhyme_unbinned_108,2.1746438,1.3730655,0.14276929,1.3212053,0,2.0138361,1.199344,0,0,0,0,0,0.6127908,0,2.674695,0,0.85979295,0,2.465512,0,1.2270164,2.2698576,0,1.5574459,0.23142359,0,0,0,0,1.6054115
SRR8487019_vRhyme_unbinned_361,2.2581317,6.5841904,0.060119543,2.547447,0,1.0478871,0.4220415,0,0,0,0,0,0.25586137,0,4.383838,0,0.37241682,0,3.856408,0,3.7025993,9.963071,0,2.6059215,0.38921323,0,0,0,0,1.5751784
SRR8487022_vRhyme_unbinned_302,3.3143501,1.2125139,0.60937107,2.8785124,0,5.104091,3.2181695,0,0,0,0,0,1.6796005,0,4.9685364,0,1.2336328,0,2.7853742,0,2.737087,2.7364428,0,1.8817339,2.5566096,0,0,0,0,1.5529585
SRR8487021_vRhyme_bin_53,4.2504487,2.348728,0.5000839,3.435584,0,2.7094471,2.8333225,0,0,0,0,0,2.2700167,0,4.3013825,0,3.0924451,0,4.660824,0,2.520478,4.530985,0,2.4168806,2.570147,0,0,0,0,5.3784804
SRR8487017_vRhyme_unbinned_408,0.21691091,2.0540934,0,1.0322258,0,2.0879307,0.07465664,0,0,0,0,0,0,0,1.6853372,0,0.2841249,0,0.63738203,0,2.5768435,1.7135732,0,2.3385253,0.38034222,0,0,0,0,0.5047188
