,SRR9162899,SRR9162906,SRR9161507,SRR9162908,SRR9161510,SRR9161509,SRR9162905,SRR9161500,SRR9161503,SRR9162907,SRR9161502,SRR9162900,SRR9161506,SRR9162904,SRR9161505,SRR9161501,SRR9161504,SRR9162901,SRR9162903,SRR9162902
SRR9161506_vRhyme_unbinned_143,1.753055,1.2873234,2.355754,2.9121242,0,18.938477,1.3549038,2.3076189,5.584635,0.74041015,8.219743,0.79566467,42.358093,0.9413452,6.1492934,2.2501328,1.8155351,0.5911168,0.467538,0.6798427
SRR9161505_vRhyme_unbinned_108,0,1.0535945,0.18047132,0,0,0.82897484,0,0,6.3625336,0.12826887,0.5984886,0.16774386,0.38430944,2.5317688,7.7086606,4.257731,0.98816746,0,6.0303273,4.3285275
SRR9161504_vRhyme_unbinned_104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.90301,0,0.239466,0
SRR9161504_vRhyme_bin_20,0,0.22305454,0,0,0,0,0,0,0,0,2.7557466,0,0.41393995,0,0,0,32.25545,0,4.2870884,0
SRR9162903_vRhyme_unbinned_28,0,2.5800722,0.11237675,0,0,0.9560904,0,0,0,0,2.7896993,0.9798518,3.58687,0,0,4.6560106,6.474677,0,8.078755,0
SRR9161506_vRhyme_unbinned_183,0,0,0,0,0,0,1.9128803,0,0,0,0,0,20.384466,0,0,0,0,0,0,0
SRR9161509_vRhyme_unbinned_139,0,0,0,0,0,71.84016,0,0,0,0.23125818,0,0,0,0,0,0,0,0,0,0
SRR9162901_vRhyme_unbinned_47,0,0,0,0,0,0,0,1.0075556,0,0,75.323616,0,0,0,0,0,0,4.0685325,0,0
SRR9162903_vRhyme_unbinned_30,2.6837142,0,0,0.4575978,0.5851506,5.8945136,0,10.072603,0,0.4453098,0,0,0,0,0,0,40.226982,0,3.5326238,0
SRR9162908_vRhyme_unbinned_26,3.2575266,4.3057084,3.4371965,34.561672,0.22051366,19.429426,2.4360094,0.15819575,4.7902236,4.11514,122.56782,0.49719435,25.740046,0.6637531,3.2247221,8.172062,2.6238265,9.634456,0.74765295,1.8585303
SRR9162900_vRhyme_unbinned_31,7.4788485,17.735794,120.82875,20.042639,12.902437,96.825066,7.963505,15.26119,31.196213,18.730545,82.028145,61.483624,107.20065,3.3177338,5.587468,194.9965,61.482674,20.6802,5.873007,4.0874543
SRR9161506_vRhyme_unbinned_330,0,0,0,0,0,0,2.102768,0,0,0,0,0,23.987438,0,0,0,0,0,0,0
SRR9161500_vRhyme_unbinned_106,0,0,0,0,1.4144404,0,0,11.788138,0,0,0,0,0,0,0.7303765,0,0,0,0,0
SRR9161501_vRhyme_unbinned_81,0,0,0,0,0,0,0,0,0,0,5.810785,3.6083536,0,0,0,226.82489,0,0.064845644,0,0
SRR9161505_vRhyme_unbinned_101,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0278368,38.408794,0,0,0,0,0
SRR9161500_vRhyme_unbinned_111,2.1448374,0,0,4.8100677,5.618669,0,0,70.215614,0,0,0,0,0.1290208,0,0,0,0,0,0,0
SRR9161506_vRhyme_unbinned_463,0,0,0,0,0,0,3.186666,0,0,0,0,0,59.992043,0,0,0,0,0,0,0
SRR9161509_vRhyme_unbinned_257,0,0.47586152,1.796411,0.25782117,0,27.230665,0.3544545,0,0.89367956,3.2459106,7.4277434,0,3.6337938,0.49325076,0.44267112,0,0,0.46458632,0,0.42147055
SRR9161502_vRhyme_unbinned_289,0.59976757,0.14571786,0.39996424,2.2985876,0,20.81459,0.4257107,1.9328625,1.9954407,2.4879313,33.863758,0,14.753352,0.59431434,5.2049885,0,3.5412123,3.3431075,0.45351332,0.1055784
SRR9161509_vRhyme_unbinned_350,0,0,0,0,0,53.278164,0,0,0,0,2.6750798,0,0,0,0,0,0,0,0,0
SRR9161503_vRhyme_unbinned_89,2.0664907,1.5017266,7.1550546,2.518417,0.7223238,51.878494,1.8461304,6.9087276,130.74121,7.1899247,38.303543,0.5256619,41.803,2.478773,14.556267,5.7011986,12.323075,2.541675,4.8105493,9.906561
SRR9162903_vRhyme_unbinned_8,10.110592,0,0.1748857,0.17498298,0,0,0.47038227,13.365626,8.485361,0,1.815193,79.675514,9.456182,0,0,108.45074,105.61667,0.11380216,9.380216,0.43108648
SRR9162903_vRhyme_unbinned_3,8.673314,0,0,5.0589294,3.0664487,14.329873,0.7318349,28.570086,0,2.2735596,4.2355537,2.1515324,18.515488,0,0,26.656069,50.021576,2.2002451,5.1071515,0
SRR9161506_vRhyme_unbinned_301,0,0,0,0,0,9.458347,0.32569057,0,6.7808714,0,0.2051534,0,23.964624,0,0.97390544,0,0,0,0,0
SRR9162904_vRhyme_unbinned_18,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0462766,30.020844,0,0,0,0,0
SRR9161506_vRhyme_unbinned_242,0,0,0,0,0,0.21532007,0,0,0,0,0,0,12.934092,0,0,0,0,0,0,0
SRR9162903_vRhyme_unbinned_66,0,1.7781972,0,0,0,0.085403316,0,0,0,0.8951988,0.30439743,0.09558501,0,0,0,0.19064337,0.5893092,0,12.115773,0
SRR9161509_vRhyme_unbinned_163,0,0,0,0,0,17.373661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR9161506_vRhyme_unbinned_255,0,0,0,0,0,1.7293189,4.016523,0.09403341,0,0,0.8435469,0,126.554985,0,0.09847622,0,0,0,0,0
SRR9162904_vRhyme_unbinned_16,0,0,0,0,0,10.227276,2.2835517,0.08940612,0.7043244,0.553715,0.7285075,0,54.69826,6.38868,48.651226,0,0,0,0,0
SRR9161505_vRhyme_unbinned_19,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3956046,20.266794,0,0,0,0,0
SRR9161500_vRhyme_unbinned_76,18.886461,0,0,3.1175663,1.9095116,37.503086,1.5784918,82.06992,0,4.9929733,5.6064267,2.5416453,39.507885,0,0,46.56161,38.528706,2.3589547,2.791431,0
SRR9161506_vRhyme_unbinned_214,0,0,0,0,0,1.6507853,0.16988431,0,0,0,0,0,27.81178,0,0,0,0,0,0,0
SRR9162906_vRhyme_unbinned_43,0.33566812,23.330729,70.04633,41.573277,0.19782686,15.067978,9.666307,0.72207254,11.93292,3.036997,60.20555,1.8173492,141.72145,0.82974136,10.86611,11.825341,15.995331,5.2979527,4.1730423,2.8508441
SRR9161502_vRhyme_unbinned_257,0.7758851,0.1344912,0.26063237,0.50167,0,3.9170563,0.055889558,14.570808,1.245157,0.18136272,86.02783,0.07982632,2.4147184,0.12513916,0.5478735,0,0.5732576,8.781341,0.7066355,0.13760854
SRR9161509_vRhyme_unbinned_330,0.22472477,0,0,0,0,102.635994,0.3846076,7.8017373,0.18139581,3.7413392,5.290476,0,21.580143,0,0,0,0,0,0,0
SRR9161502_vRhyme_unbinned_153,0,0,0,0,0,0,0,0,0,0,62.70229,0,0,0,0,0,4.851797,2.9594464,4.19537,0
SRR9161509_vRhyme_unbinned_81,0,0,0.09119659,0,0,26.427742,0,0,0,0.13436787,0,0,0.9664632,0,0,0,0,0,0,0
SRR9162907_vRhyme_unbinned_3,0,0,0,0,0,32.663925,0,0,0,14.09436,0,0,0,0,0,0,0,0,0,0
SRR9161507_vRhyme_unbinned_45,0.35430354,31.928345,116.61072,0,0,7.623151,0.14477478,0.9892234,0,1.4681193,0,0,7.719242,0,0,0,6.1817837,0,0.5279577,0
SRR9161507_vRhyme_unbinned_71,0,2.1783028,176.83057,0.33057222,22.91165,0.9755697,0,0.08959041,0,0,8.883822,0,0.7269726,0,0.27188227,0,0,0.7452571,0,0
SRR9161507_vRhyme_unbinned_138,0,2.650188,64.50535,0,0,0.32459632,0,8.660031,0,0,0,0,0,0,0,0,0.96114427,0,0,0
SRR9161506_vRhyme_unbinned_47,0,0,0,0,0,0,1.6819698,0,0,0,0,0,24.894844,0,0,0,12.249594,0,0,0
SRR9161506_vRhyme_unbinned_8,0,0,0.097518854,0,0,0.6224167,1.8576939,0,0,0,0,0,28.723677,0,0,0.6111911,0,0,0,0
SRR9161507_vRhyme_unbinned_110,0,0,13.289107,0,0.54457927,0,0,1.0109763,0,0,0,0,0,0,0,0,0,0,0,0
SRR9161501_vRhyme_unbinned_13,0,0,0,0,0,0,0,6.8484225,0,0,0,40.03433,0,0,0,2075.2878,0,0,0,0
SRR9161504_vRhyme_unbinned_73,0,0,0,0,0,14.320283,0,1.1340505,0.11781722,2.1467168,0,0,0,0,0,0,28.030642,0,1.3066337,0
SRR9161509_vRhyme_unbinned_10,0.52131605,0,0,0,0,21.3404,0,45.074284,0,0.9474842,0.11233,0,0,0,0,0,0,0,0,0
SRR9161504_vRhyme_unbinned_88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.25494,0,0.21868294,0
SRR9161504_vRhyme_unbinned_96,0.20831186,1.6450448,1.5250077,1.4169331,0,6.0429,0,0.29761782,2.9688563,0.16355574,6.455605,0,0.9143034,0.24718985,1.4763329,0.21707745,35.64546,0.69567907,9.85511,0.8763535
SRR9161507_vRhyme_unbinned_117,0,2.5159004,47.360264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR9161503_vRhyme_unbinned_140,0,0,0,0,0,0,0,0.15484177,36.56946,0,0,0,0,0,0,0,0,0,0,0.30709493
SRR9161505_vRhyme_unbinned_132,0,0,0,0,0,4.220953,0.8265837,0,1.585535,0.17831276,0,0,21.151484,2.7194736,20.643476,0,0,0,0,0.10904825
SRR9161506_vRhyme_unbinned_104,0,0,0,0,0,0,0,0,0,0,2.9430332,0,13.397119,0,0,0,0,0,0,0
SRR9161506_vRhyme_unbinned_50,0,0,0,0,0,0,0.7160163,0,0,0,0,0,14.395732,0,0,0,0,0,0,0
SRR9161505_vRhyme_unbinned_72,0,0,9.578607,1.0460496,2.816903,2.3354797,0.22173269,0.19381487,20.795933,0.102224104,21.000889,0,6.0451174,47.042027,1147.8607,0.57212454,0,0.9392078,0,0.4326202
SRR9161505_vRhyme_unbinned_69,0,0,0,0,0,0,0,0,0,0,0,0,0,4.984687,50.506695,0,0,0,0,0
SRR9161510_vRhyme_unbinned_86,0,0,0,0,29.290062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR9161504_vRhyme_unbinned_24,0,1.3454369,3.2894423,4.3261256,1.5095437,3.2724426,0.67819864,0,0.38443184,0.6005816,0,0.1491202,8.31539,0,0,0.441694,23.230019,0,2.0953624,0
SRR9161504_vRhyme_unbinned_45,0,0,0,0,0,0,0,0,0.21713148,0,0.6078762,0,0,0,0,0,16.489733,0,0.10205332,0
SRR9161509_vRhyme_unbinned_249,0,0,0,0,0,36.389576,0,0,0,1.4732251,0,0,0,0,0,0,0,0,0,0
SRR9161504_vRhyme_unbinned_57,0.6450603,0,0,0.68620324,0,4.7503157,0,0.66444546,0.61204505,0.342723,2.9919734,0,0.79958606,0.3912868,3.2922914,0,34.644,0.3421677,0.82184863,0.1046494
SRR9161503_vRhyme_bin_19,1.5729456,0.6076022,2.8155954,0,0,9.796042,2.7459235,6.2053924,17.027697,1.2022171,6.553016,0.52092487,55.415016,0,0.11923511,7.280517,2.9608588,0.4114661,0.130877,0.66161406
SRR9161502_vRhyme_unbinned_290,0,0,0,0,0,0.41532445,0,0,0,0,65.90207,0,0,0,0,0,0,3.9324508,0,0
SRR9161506_vRhyme_unbinned_97,0.17027521,0.47812724,2.576001,8.04585,0.5682762,3.1857522,0.881638,3.3296418,1.3661056,0.26128247,9.513705,0,32.5948,0,2.1095576,1.1887147,1.7834321,0.6321779,0.18550308,0
SRR9161503_vRhyme_unbinned_74,0,0,0,0,0,0,0,0,14.325164,0,0,0,0,6.1721263,4.090997,0,0,0,0,0.19655423
SRR9161504_vRhyme_unbinned_77,5.4134593,0,0.28982955,2.5236456,0,11.421141,0.50556135,26.136112,11.609666,0.7745859,16.867088,0,15.488358,1.612307,25.275665,0,61.08866,1.2523806,1.008482,1.6366328
SRR9161500_vRhyme_bin_6,1.9974208,0.1893744,0,0.24810334,0.111144684,1.7240754,0,99.0751,6.235056,0.08156438,1.0711935,0,0.7294821,0,1.4338624,0,5.4172106,0.13306282,0.3053754,0.2983931
SRR9161509_vRhyme_unbinned_176,0,0,0,0,0,56.335697,0,0,4.111788,0.13364477,3.8945525,0,1.9657129,0,2.0578127,0.11112038,0,0,0,0
SRR9161506_vRhyme_unbinned_161,0,0,6.2115006,0,0,2.0960126,1.5972216,0.3501121,0,0,4.6237307,0,44.060932,0,0,0,2.4860861,0.10647558,0,0
SRR9161509_vRhyme_unbinned_179,0,0,0,0,0,19.387314,0,0,0,2.207834,0,0,0,0,0,0,0,0,0,0
SRR9161509_vRhyme_unbinned_339,0.7060564,0,2.239645,0,0.10807518,28.649235,0.21336582,3.0904107,4.821267,0.9703272,3.2234597,0,17.335974,1.4772886,13.906717,0,0.6099896,0,0,0.11138183
SRR9161500_vRhyme_unbinned_5,0.58300656,0,0,0,0,0,0.12851307,22.694527,0,0,0,0,0.4964052,0,0,0,0,0,0,0
SRR9162904_vRhyme_unbinned_47,0,0,0,0,0,0,0,0,13.767832,0,0,0,0,8.196172,75.72298,0,0,0,0,0.10075231
SRR9161510_vRhyme_unbinned_7,0,0.12276029,15.29632,3.4793463,35.98305,5.685448,1.3589104,0.1322276,1.2520581,0,12.011017,0,39.104214,0,0,0,0,1.2260532,0,0
SRR9161502_vRhyme_unbinned_58,0,0,0,0,0,2.4522667,0,0,0,0,13.156712,0,1.9867556,0,0,0,0,0.36391112,0,0
SRR9161500_vRhyme_unbinned_1,0,0,0,0,0,0,0,22.989605,0,0,0,0,0,0,0,0,0,0,0,0
SRR9161503_vRhyme_unbinned_108,0,0,0,0,0,0,0,0,13.410685,0,0,0,0,2.8757608,47.334846,0,0,0,0,0.19389431
SRR9161502_vRhyme_unbinned_61,0,0,0,0.09536172,0,0,0,0,0,0,29.57918,0,0,0,3.0558152,0,0,0.9211665,0,0
SRR9161506_vRhyme_unbinned_164,0.6439814,0,3.6324837,0.7367814,0,6.452093,0,3.564465,0,0.7767442,0.9134884,0,10.106456,0,0.07717209,0,0,0,0,0
SRR9161505_vRhyme_bin_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7580242,23.17719,0,0,0,0,0
SRR9161502_vRhyme_unbinned_281,0,0,0,0,0,10.666792,0,0.39062107,2.7232013,2.780439,80.723526,2.2111764,0,0,0.1615203,2.2519958,0,19.330723,0,0.07041723
SRR9161506_vRhyme_unbinned_403,6.0689626,1.6496786,7.5221305,0.19788797,0,2.2444444,1.1318641,8.799173,0,0.23011938,2.8918273,0,44.115425,0,0,0,0.13645546,0.40422407,0,0
SRR9161501_vRhyme_unbinned_75,0,0,3.3001146,0.06799214,0,0,0,4.4866633,3.163312,0,8.037065,0.44689903,0,0,0,18.740223,5.7127314,0.22623138,0.48118147,0
SRR9161510_vRhyme_unbinned_97,0,0,0,0,30.2774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR9161509_vRhyme_unbinned_217,0,0,0,0,0,18.107656,0,0,0,1.0724453,0,0,0,0,0,0,0,0,0,0
SRR9161507_vRhyme_unbinned_74,0,0.12748945,103.906845,0,0.9962768,0,0,0,0,0,0.4629051,0,4.250506,0,0,0,0,0,0,0
SRR9161506_vRhyme_unbinned_84,0,0,0,0,0,0,0.3708061,0,0,0,0,0,19.521242,0,0,0,0,0,0,0
SRR9161506_vRhyme_unbinned_399,0,0,0,0,0,0,1.28333,0,0,0,1.5129148,0,11.399165,0,0,0,0,0.42370355,0,0
SRR9161502_vRhyme_unbinned_207,0,0,0,0,0,13.864594,0,0,0,0,74.79371,0,0,0,0,0,0,4.8699493,0,0
SRR9162901_vRhyme_bin_4,1.4560943,1.3136997,6.1851377,1.6323813,0.84898704,2.2439222,0,1.7022252,0.24349053,0.33719695,14.912753,0,0,0,0,0,1.0215544,7.6292095,0,0
SRR9161509_vRhyme_unbinned_73,0,0,0,0,0,285.75763,0,0,0,3.2550006,0,0,0,0,0,0,0,0,0,0
SRR9161502_vRhyme_unbinned_246,0,0,0,0.18910469,0.171009,0.9433444,0,0,0,0,30.009665,0.89701563,1.6625296,0,0,10.689057,2.1928945,0.89777356,0.40265277,0
SRR9161506_vRhyme_unbinned_152,0,0,0,0,0,0,2.1937485,0,0,0,2.3206348,0,25.736507,0,0,0,0,0.14822955,0,0
SRR9161500_vRhyme_unbinned_13,1.4168024,0,0,0,0,2.9353752,0,10.472033,0,0.41055718,24.912676,0,0.9197893,0,0,0,44.27224,2.9191377,2.422939,0
SRR9161506_vRhyme_unbinned_355,0.5946379,0,0,0,0,0.40578163,0.5355631,13.679799,2.3673391,0,1.2419053,0,28.204226,0,0.6979902,0,0,0,0,0
SRR9161502_vRhyme_unbinned_44,0,0,0,0,0,0,0,0,0,0,16.820087,0,0,0,0,0,0,0.92332375,0,0
SRR9161500_vRhyme_unbinned_30,0,0,0,0,0,0,0,43.39944,0,0,0,0,0,0,0,0,0,0,0,0
SRR9161506_vRhyme_unbinned_389,5.2131457,6.619045,10.672562,0.81565756,0,5.0425715,5.070799,0.5484763,1.5692724,2.0771358,3.1300766,0,65.66876,0,0.13635579,0,0,0.47594908,0.8269486,1.4677689
SRR9161504_vRhyme_unbinned_55,3.9580264,0.26088786,2.201031,0,0,61.959606,4.897854,10.837997,0.20387124,11.399326,9.337892,0,103.02357,0,0.2725647,1.0318747,36.83726,0.3051757,1.6628445,0
SRR9162904_vRhyme_unbinned_48,0,0,0,0,0,0.92956114,0,0.47929406,0,0,3.924762,0,0,2.1245453,26.922363,0,0,0.20899451,0,0
SRR9161500_vRhyme_unbinned_58,3.8006666,0,0,0,0,0,0,1967.9723,0,0,0,0,0,0,0,0,0,0,0,0
SRR9162907_vRhyme_unbinned_22,38.793846,0.1304307,0.32598293,9.632448,3.6757061,45.99071,7.417566,42.0411,0,10.268931,4.497795,6.28554,87.802666,0,0,57.702168,113.71558,1.8097963,14.425635,0
SRR9162908_vRhyme_unbinned_13,0,3.0224395,0.2053015,10.84194,0,1.9933732,0.2499836,0,0.45672855,0.6525819,33.470837,0,9.179712,0.105373666,0,0.5161735,0.19906831,2.0135162,0.49242175,0.29735583
SRR9161509_vRhyme_unbinned_130,0.06868373,0,0,0,0,21.144512,0,0.30240893,0.24653448,0.5062793,0.62617505,0,10.536184,0.23099291,7.2173815,0,0.6429449,0,0,0
SRR9162903_vRhyme_unbinned_36,1.420818,1.4512726,0.19316946,3.5096803,0,20.756037,0.6398738,0.20132695,4.9144006,3.4000435,8.817598,0.14716119,9.262889,1.1082227,5.2033935,1.0597129,9.034805,0.5765717,10.189254,0.84750926
SRR9161501_vRhyme_unbinned_31,0,0,0.14380985,0,0,0,0,0,0,0,0,0.64398724,0.8710181,0,0,94.695564,1.7936147,0,0,0
SRR9162904_vRhyme_unbinned_29,0,0,0,0,0,0,0,0,8.133606,0,0,0,0,6.4415474,0.9461486,0,0,0,0,3.7672973
SRR9161507_vRhyme_unbinned_152,0,0,23.787214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR9161503_vRhyme_unbinned_4,0,0,0,0,2.7344122,0.09730979,0,0,14.458106,0,0,0,0,0,0,0,0,0,0,0.6076783
SRR9161506_vRhyme_unbinned_54,0,0,0,0,0,0,0.6275037,0,0,0,0,0,20.389559,0,0,0,0,0,0,0
SRR9161507_vRhyme_unbinned_42,0,0,15.257113,0,0,0,0,0,0,0,0,0,0.40955317,0,0,0,0,0,0,0
SRR9161501_vRhyme_unbinned_23,0,0,0,0,0,1.39824,0,0.07264352,0,0,0,1.3761517,0,0,0.86309946,19.161116,0,0,0,0
SRR9161510_vRhyme_unbinned_99,0,0,1.952793,52.26495,12901.67,0,0.11558895,0.5395416,0.08986035,0,0.13577718,0,1.9452792,0,0,0,0,0,0,0
SRR9161505_vRhyme_unbinned_129,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7596033,69.161644,0,0,0,0,0
SRR9161506_vRhyme_unbinned_483,0,0,0,0,0,0,2.2628736,0,0,0,0,0,15.721553,0,0,0,0,0,0,0
SRR9161506_vRhyme_unbinned_417,14.883695,10.127992,5.5235333,2.3154967,0.65164495,13.677179,3.8253021,14.138277,6.08925,4.2649083,45.630352,17.501081,34.14356,0,0,34.14868,9.320379,27.220724,1.0950133,1.8653646
SRR9161510_vRhyme_unbinned_47,0.90726835,0.8757638,3.2510183,2.8296206,18.863735,4.3802824,0.8149822,46.78927,0,0.4669679,57.878693,0.40854123,16.883656,0,1.0728742,14.246945,8.106225,5.0625,1.8536787,0
SRR9161509_vRhyme_unbinned_238,0,0,0,0,0,34.876186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR9161501_vRhyme_unbinned_77,0.96932375,0,0,0.80704755,0,2.371422,0,72.35358,0.9211997,0.3219295,0.59505075,1.0245752,1.904379,0,0,51.585983,0.9246208,0,1.4066598,0.75139695
SRR9161509_vRhyme_unbinned_354,1.762318,0,0,0,0,50.384136,0,1695.0764,0,3.3663487,0,0,0,0.27906477,1.5237037,0,0,0,0,0
SRR9161507_vRhyme_unbinned_121,0.21178953,0.5895424,63.729393,0,0,2.3652248,0.6722933,0.161084,0.5060662,0.7628907,0.4821311,1.3519056,6.9422393,0,0,1.8654226,0.9014242,0.10483977,0,0
SRR9161507_vRhyme_unbinned_59,4.9598303,12.452852,18.858849,3.3323429,0,2.3978775,1.1564871,0.29684266,0.39591405,2.3743167,22.242558,0.21767047,12.10857,1.2068453,1.3730963,1.0981162,7.0069513,2.3278854,5.5945873,0.9984611
SRR9162908_vRhyme_unbinned_23,0.62958413,0,0.2994329,6.3520794,0.35141778,6.842344,4.708601,1.8940454,0,0.74877125,9.751701,0,64.70671,1.0540643,6.0342155,0,1.4622873,1.6035917,0,0
SRR9162901_vRhyme_unbinned_3,8.531918,7.2144294,20.441198,4.4752254,0.50873435,77.97961,4.420612,2.692123,3.454575,14.273005,125.09825,0.5663355,58.60348,3.333723,7.619196,6.5013313,7.473992,10.444119,2.2582636,0.82875514
SRR9161506_vRhyme_unbinned_19,0.7820484,1.2757627,7.2110577,1.0536655,0,20.04231,4.1380167,0.9966656,39.942142,0.5314288,2.7569053,0,73.41851,3.829721,39.51417,0.5051142,2.7678998,0,0.23115396,4.6605234
SRR9161510_vRhyme_unbinned_49,0,0,0,0,21.21779,0,0,0,0,0,0.42432514,0,0,0,0,0,0,0,0,0
SRR9161506_vRhyme_unbinned_352,0,0,0,0,0,0.49938542,0.34447557,0,0,0.23487435,0,0,24.663002,0,0,0,0,0,0,0
SRR9162904_vRhyme_unbinned_11,0,0,0,0,0,0,0,0,0,0,0,0,0,3.793304,24.088224,0,0,0,0,0
SRR9161500_vRhyme_unbinned_149,0,0,0,0,0,0,0,73.41926,0,0,0,0,0.46138337,0,0,9.6459675,0,0,0,0
SRR9161509_vRhyme_unbinned_35,0.53410715,0,0,0,0,19.577845,0,0.9692994,3.521995,0.43022963,0.82588947,0,6.1493816,0.62991,7.05585,0,0,0.08747582,0,0
SRR9161506_vRhyme_unbinned_227,0,0,0,0,0,109.10883,0.110353954,0.28640422,0,0.28190538,0.45001653,0,16.743036,0,0,0,0,0,0,0
SRR9161509_vRhyme_unbinned_304,0.50883865,0.47235355,2.1542652,1.6358684,0,32.33669,0.22846866,1.3039055,0.4110997,1.5304214,4.3517985,0.27307296,8.129086,0,0.9142857,7.9189105,0.8221994,0,0,0
SRR9161505_vRhyme_unbinned_70,0,0,3.7498317,0,0,0,0,0,0,0,0.84529954,0,0,0.29863137,14.717859,0,0,0,0,0
SRR9161506_vRhyme_unbinned_364,1.0942798,0,1.3268063,0,0,3.7115402,0.8871363,7.7764482,3.3712265,0.6795395,8.863113,4.69903,18.600672,0,0,23.537485,10.565226,1.5922401,0.37322092,0.27159822
SRR9161509_vRhyme_unbinned_159,0,2.6399388,6.331265,0,0,19.814974,0,0,0,3.781087,0,0,0,0,0,0,0,0,0,0
SRR9162900_vRhyme_unbinned_15,0.1621247,0,0,0,0,0,0,0.14553452,0,0,7.253012,43.361492,0,0,0.16996558,133.36053,3.7425416,2.0078888,0,0
SRR9161502_vRhyme_unbinned_45,0,0,0,0,0,0,0,0,0,0,18.367,0,3.8716,0,0,0,0,0.7069,0,0
SRR9161507_vRhyme_unbinned_50,0,1.8512968,18.870798,0,0,0.30883765,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR9161506_vRhyme_unbinned_309,0,0,0,0,0,5.0966907,0.39361152,0,2.2886906,0,0,0,17.705381,0,0.228259,0,0,0,0,0
SRR9161505_vRhyme_unbinned_83,0,0.273401,6.5278115,0,0,184.57207,0,0,0.7591056,4.5308857,0,0,0,1.5661712,14.00459,0,0,0,0,0
SRR9161500_vRhyme_unbinned_96,2.0262613,0,0.1253806,0.15691605,0,0.24782515,2.2582102,20.94253,0.09341018,0,0.1703458,0.11004785,45.805676,0.4853197,3.6111896,0.26881254,0.5417029,0,0,0
SRR9161502_vRhyme_unbinned_274,0,0,0,0,0,0,0,0,0,0,15.726493,0,0,0,0,0,0,0.38153422,0,0
SRR9161502_vRhyme_unbinned_119,0,0,0,0,0,1.5164663,0,0,0,0,45.729214,0,0,0,0,0,0,2.9076972,0,0
SRR9161506_vRhyme_unbinned_179,0,0,0,0,0,0,3.443014,0,0,0,0,0,94.82109,0,0,0,0,0,0,0
SRR9161502_vRhyme_bin_26,0,0,0,0,0,0.4104081,0,0,0,0,16.443598,0,0,0,0,0,0,2.0686352,0,0
SRR9162906_vRhyme_unbinned_1,0,8.829768,15.954209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR9161506_vRhyme_unbinned_240,0,0,0,0,0,0,2.6857114,0,0.33764732,0,0,0,11.752105,0,0,0,0,0,0,0
SRR9161506_vRhyme_unbinned_371,0,0,0,0,0,0,2.3701837,1.8598602,0,0.3321411,2.8255975,0,44.127132,0,0,0,0,0.12306942,0.14741506,0
SRR9161506_vRhyme_unbinned_237,0,0,0,0,0,25.510345,0,0,0,0,0,0,9.871388,0,0,0,0,0,0,0
SRR9162904_vRhyme_unbinned_39,0,0,0,0,0,0.92966706,0,0,0.5363823,0,2.5872614,0,0,11.4675455,82.61233,0,0,0,0,0
SRR9161507_vRhyme_unbinned_20,0,2.0703747,36.79343,0,0,2.9194515,0.6858508,0,0.09376702,0.30952027,20.905045,0,14.011015,0,0,0,0,10.506535,0,0
SRR9161501_vRhyme_unbinned_91,0,3.1178951,11.469989,0.48376054,0.25744307,1.2798121,0,0.20171948,0.2051425,0.09011304,0.14313008,15.707531,0,0,0,26.750835,0,0,0,0
SRR9161506_vRhyme_unbinned_150,0.08724964,0,0,0,0,0,1.034001,1.2352711,0,0,9.341915,0,27.36468,0,0,0.71499753,0.11910112,0.93400097,0,0
SRR9162908_vRhyme_unbinned_42,2.996462,0,0,10.38103,6.1561747,3.469029,0.19402482,8.143876,0.18560117,0.43471667,6.4304485,0.542371,4.694727,0,0,6.208345,7.0591903,0.62935925,0.5177178,0
SRR9161506_vRhyme_unbinned_139,2.075619,0.070726044,3.9663422,1.6409332,0,7.7294517,0,8.334009,0,1.2540898,0.7175901,0,9.352691,0,0.14723472,0,0,0,0,0
SRR9161502_vRhyme_unbinned_269,0,0,0,0,0,0.73214984,0,1.138217,0.18357393,0,14.526141,0,0,0,0.43659773,0,0,0.61714786,0,0
SRR9161509_vRhyme_unbinned_180,0,0,0,0,0,50.268867,0,0,0,0.48417962,0,0,0,0,0,0,0,0,0,0
SRR9161507_vRhyme_unbinned_48,0,4.297904,731.52423,0,0.08928866,0.15827695,0,0.41739562,0,0,0,0,0,0,0,0,0,0,0,0
SRR9161500_vRhyme_unbinned_27,0.27241307,0,0,0,0,0,0,279.3485,0,0,0,0,0,0,0,0,0,0,0,0
