,SRR9161502,SRR9161504,SRR9161503,SRR9162903,SRR9161510,SRR9161505,SRR9162901,SRR9162902,SRR9162906,SRR9161500,SRR9162899,SRR9161509,SRR9161501,SRR9161507,SRR9162900,SRR9162905,SRR9162908,SRR9161506,SRR9162904,SRR9162907
SRR9161506_vRhyme_unbinned_143,0.6467704,0.31720886,0.6166902,0.18330976,0.028288543,0.53540784,0.33738804,0.3203206,0.53352195,0.54304576,0.5444602,0.7647336,0.43366337,0.5687883,0.38528997,0.6007544,0.6491278,1,0.332579,0.36435643
SRR9161505_vRhyme_unbinned_108,0.3009803,0.45738763,0.9138921,0.885631,0,0.97730285,0.026494745,0.8582531,0.5257441,0,0,0.40784246,0.82442814,0.17124437,0.15888016,0.08946392,0.040713593,0.24207366,0.8095028,0.12690982
SRR9161504_vRhyme_unbinned_104,0,1,0,0.18344699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014383137,0,0
SRR9161504_vRhyme_bin_20,0.27571884,1,0,0.75042987,0.003966565,0,0.06305647,0,0.15966702,0.004238947,0,0,0,0.055974532,0,0.005107165,0,0.22561754,0,0
SRR9162903_vRhyme_unbinned_28,0.7433444,0.8978298,0.015798394,0.99994534,0,0,0.06275625,0.025474224,0.7231181,0.029847482,0.079702616,0.3933745,0.78122777,0.11288471,0.4466189,0.03881266,0.07931996,0.8169245,0,0.04302192
SRR9161506_vRhyme_unbinned_183,0,0,0,0,0,0,0,0,0,0.0505313,0,0,0,0,0,0.6729614,0,0.9967083,0,0
SRR9161509_vRhyme_unbinned_139,0,0,0,0,0,0,0,0,0,0,0,0.9999444,0,0,0,0,0,0,0,0.16491462
SRR9162901_vRhyme_unbinned_47,1,0.026536973,0.021248465,0,0,0.078099914,0.9609973,0,0,0.4837095,0,0.026725847,0,0,0,0,0,0,0,0
SRR9162903_vRhyme_unbinned_30,0.015704388,0.9996151,0,0.9422633,0.321786,0,0,0,0,0.6894534,0.6413395,0.6167052,0,0,0,0,0.31070054,0,0,0.33818322
SRR9162908_vRhyme_unbinned_26,0.9934915,0.37166137,0.78121686,0.25147045,0.16714878,0.7227847,0.95564556,0.4833671,0.76072705,0.13648635,0.45795968,0.7911002,0.6703789,0.57655966,0.2920644,0.35811397,1,0.6730788,0.36915436,0.484717
SRR9162900_vRhyme_unbinned_31,0.9845272,0.99699557,0.30802935,0.8248416,0.9870559,0.36516362,0.8638241,0.20780651,0.9222353,0.9418142,0.81875765,0.9406625,1,0.93678176,1,0.6062192,0.99351543,0.8610701,0.35795298,0.8982249
SRR9161506_vRhyme_unbinned_330,0,0,0,0,0,0,0,0,0,0.037015945,0,0,0,0,0,0.6766009,0,1,0,0
SRR9161500_vRhyme_unbinned_106,0.02866038,0,0.073161796,0,0.4719348,0.35967404,0,0,0,1,0,0.026737478,0,0.08451607,0,0,0,0,0,0
SRR9161501_vRhyme_unbinned_81,0.71094066,0,0,0,0.09947514,0,0.10259717,0,0,0.067576125,0,0.004660422,1,0.05214696,0.8529931,0,0,0.013212072,0,0
SRR9161505_vRhyme_unbinned_101,0,0,0,0,0,0.9999666,0,0,0,0,0,0,0,0,0,0,0,0,0.6980477,0
SRR9161500_vRhyme_unbinned_111,0,0,0.013196598,0,0.9120757,0,0,0.005962318,0,1,0.70100963,0.025598219,0,0,0,0.012004134,0.94284123,0.11014389,0,0
SRR9161506_vRhyme_unbinned_463,0,0,0.004731387,0,0,0,0,0,0,0.048715767,0,0,0,0,0,0.8263656,0,1,0,0
SRR9161509_vRhyme_unbinned_257,0.1662424,0.075378306,0.19233489,0.03705275,0,0.1014708,0.1214114,0.13986707,0.15337293,0.04589167,0.040517606,1,0.066892944,0.15895914,0.03585066,0.15492858,0.15782775,0.17211144,0.11858294,0.64368546
SRR9161502_vRhyme_unbinned_289,0.9999205,0.70615363,0.46287167,0.255605,0.04507871,0.67641914,0.8968039,0.09898235,0.11082843,0.5591509,0.33216727,0.7484497,0.022102082,0.12951185,0,0.2326284,0.57894737,0.8206392,0.27214184,0.62935287
SRR9161509_vRhyme_unbinned_350,0.755199,0,0,0,0,0,0.010134066,0,0,0,0,0.99984163,0,0,0,0,0,0,0,0.06898554
SRR9161503_vRhyme_unbinned_89,0.8813698,0.49705777,1,0.44248968,0.20977917,0.9298107,0.54838026,0.99842274,0.31406212,0.30751032,0.30520505,0.53724825,0.3835234,0.45889953,0.2258857,0.3660216,0.35937878,0.67253095,0.38497937,0.27202135
SRR9162903_vRhyme_unbinned_8,0.3707768,1,0.71934676,1,0.100060485,0.08312451,0.12572366,0.28393674,0.073619634,0.76013136,0.7904605,0.025231142,0.9960252,0.10386244,0.9997408,0.21411908,0.109738186,0.46859068,0.060917653,0
SRR9162903_vRhyme_unbinned_3,0.75194645,0.9980354,0.021829294,0.9798443,0.7256058,0,0.7427054,0.011860584,0.0577021,0.8810303,0.8987848,0.8203449,0.8739722,0.04671469,0.72487813,0.49232337,0.9116641,0.70967036,0,0.6998472
SRR9161506_vRhyme_unbinned_301,0.19138014,0,0.9435351,0,0,0.4627603,0,0,0,0.028184019,0,0.98043585,0,0,0,0.21917675,0,1,0.044067796,0
SRR9162904_vRhyme_unbinned_18,0,0,0.09566566,0,0,0.9995102,0,0.012243899,0,0,0,0,0,0,0,0,0,0,0.9735532,0
SRR9161506_vRhyme_unbinned_242,0,0,0,0,0,0,0,0,0,0,0,0.12914906,0,0,0,0.05811708,0,0.99788773,0,0.009052505
SRR9162903_vRhyme_unbinned_66,0.17185915,0.26969627,0.018739752,0.99976575,0.020223316,0.041227452,0.026626064,0.013195909,0.3754978,0,0.08417272,0.11259467,0.13953307,0.023424689,0.10634809,0,0.07488093,0.016787695,0.0670727,0.31990317
SRR9161509_vRhyme_unbinned_163,0,0,0,0,0,0,0,0,0,0,0,0.99737644,0,0,0,0,0,0,0,0.006213753
SRR9161506_vRhyme_unbinned_255,0.24080102,0.04853507,0.029561672,0,0.007957647,0.115879126,0.05317155,0,0.004603597,0.1051922,0.024004472,0.490316,0.010292329,0.038176976,0,0.885502,0.008779718,1,0,0.041859854
SRR9162904_vRhyme_unbinned_16,0.30374157,0.044474784,0.23367418,0.009731582,0.015861027,0.9997966,0.075296305,0.09141878,0,0.111404836,0.04238322,0.8919649,0,0.01452475,0,0.81945735,0.037967697,0.99962234,0.9928538,0.3693644
SRR9161505_vRhyme_unbinned_19,0,0,0,0,0,1,0,0,0,0,0,0,0.019489594,0,0,0,0,0,0.97521514,0
SRR9161500_vRhyme_unbinned_76,0.3502592,0.410796,0,0.35064045,0.349878,0,0.35048795,0.011436414,0.02546508,1,0.99885637,0.99649286,0.35247028,0,0.35117415,0.3347057,0.35056418,0.37907898,0,0.9406069
SRR9161506_vRhyme_unbinned_214,0.019062081,0,0.078364536,0,0,0.045538988,0,0.004846292,0,0.033940196,0,0.16412775,0.004975526,0,0,0.13962166,0,1,0.002423146,0.002810849
SRR9162906_vRhyme_unbinned_43,0.9985625,0.93339723,0.9495288,0.8651174,0.17169781,0.9402651,0.90169305,0.8029069,1,0.26673055,0.23486663,0.93842834,0.94865036,0.99592716,0.65476763,0.9342757,0.9872225,0.9940904,0.40600544,0.8032263
SRR9161502_vRhyme_unbinned_257,1,0.27798617,0.3514314,0.2148075,0,0.19595261,0.9746298,0.14067127,0.12201382,0.99851924,0.41846,0.37058243,0.07226061,0.11470879,0.11994077,0.09871668,0.24698915,0.2923001,0.12843041,0.17216189
SRR9161509_vRhyme_unbinned_330,0.77383196,0,0.1598063,0,0,0,0.013451709,0,0,0.56380594,0.1753206,1,0,0,0,0.22778226,0,0.81185544,0,0.82494843
SRR9161502_vRhyme_unbinned_153,0.9960517,0.9283115,0,0.8519006,0,0,0.81861115,0,0,0,0,0.023457458,0,0,0,0,0,0,0,0.011612603
SRR9161509_vRhyme_unbinned_81,0.021432785,0,0,0,0,0,0,0,0.019663105,0,0,0.9990824,0,0.10093728,0,0.092809856,0,0.182277,0,0.11273514
SRR9162907_vRhyme_unbinned_3,0,0.024282267,0.03708613,0.043978475,0.022161545,0,0,0.035813693,0,0.08607481,0.04191077,0.9952549,0.08872571,0,0.025475174,0.003976354,0.076690614,0.005593405,0,1
SRR9161507_vRhyme_unbinned_45,0.070127234,0.3981908,0.09367207,0.25726,0,0.012808048,0.042143974,0.012681236,0.99995774,0.34353468,0.13019402,0.8049626,0.09033267,1,0.07418523,0.14520015,0.02637697,0.42215836,0,0.49477956
SRR9161507_vRhyme_unbinned_71,0.4963505,0.008806799,0,0,0.71221983,0.1990782,0.2887739,0,0.6553526,0.1039682,0,0.42272633,0.004883147,1,0,0.007830169,0.2170002,0.32520047,0.032862723,0.0420636
SRR9161507_vRhyme_unbinned_138,0.017167382,0.17801255,0,0,0,0,0,0,0.7336084,0.85387915,0.03317927,0.22175635,0,1,0,0,0,0,0,0.025354903
SRR9161506_vRhyme_unbinned_47,0,0.89513725,0,0.023767926,0,0,0,0,0,0.0429133,0,0,0,0,0,0.59947586,0,0.99970883,0,0
SRR9161506_vRhyme_unbinned_8,0.094031155,0.009305434,0,0.007711686,0,0,0.02735078,0,0.018610869,0.09629325,0,0.23129916,0.21140301,0.10390212,0.010436482,0.6034137,0.010076603,0.99701816,0.007711686,0.025191506
SRR9161507_vRhyme_unbinned_110,0,0.036428202,0.035683602,0,0.2378143,0.022624435,0,0,0,0.2650209,0,0,0,0.996277,0,0,0,0.01861504,0,0
SRR9161501_vRhyme_unbinned_13,0,0,0,0,0.010828748,0,0,0,0,0.48956424,0.07283207,0,1,0.010217449,0.9994324,0,0,0.09357262,0,0
SRR9161504_vRhyme_unbinned_73,0.042254232,0.9985899,0.10913578,0.56385976,0,0,0,0.007554391,0,0.40715653,0.09216358,0.9888195,0,0.015108783,0,0.011633763,0,0.03996273,0,0.7108431
SRR9161509_vRhyme_unbinned_10,0.10457469,0,0,0,0,0,0.030099822,0,0,0.8133892,0.3526763,0.9997418,0.004131665,0,0,0,0,0,0,0.46447334
SRR9161504_vRhyme_unbinned_88,0,1,0,0.16234581,0,0,0,0,0,0.011042175,0,0,0,0,0,0,0,0,0,0
SRR9161504_vRhyme_unbinned_96,0.5299826,0.99789435,0.44658062,0.9988099,0.055753913,0.35136867,0.30898106,0.30806556,0.48704568,0.1488602,0.18392383,0.40227044,0.1554518,0.48521468,0.035612926,0.027464982,0.3301291,0.20223382,0.17037444,0.14583905
SRR9161507_vRhyme_unbinned_117,0.05708208,0.019854635,0,0,0,0,0.011310051,0,0.729906,0.02215919,0,0.08555221,0,1,0,0.027583761,0,0.033008333,0,0.049423862
SRR9161503_vRhyme_unbinned_140,0.00566551,0,0.9995258,0,0,0,0,0.20672873,0,0.15002371,0.01300322,0.05103951,0,0,0,0,0,0,0.003743729,0
SRR9161505_vRhyme_unbinned_132,0.057060048,0,0.167829,0,0,0.9954714,0,0.12888326,0,0.028620595,0.013585726,0.90788877,0,0,0,0.5374513,0,0.9525405,0.9270899,0.1913776
SRR9161506_vRhyme_unbinned_104,0.7236906,0,0,0,0.06144543,0,0,0,0,0,0,0,0.06602945,0,0,0,0,1,0,0
SRR9161506_vRhyme_unbinned_50,0,0,0,0,0,0,0,0,0,0.012743457,0,0,0,0,0,0.3597459,0,0.9980599,0,0
SRR9161505_vRhyme_unbinned_72,0.8170376,0.029154187,0.7572127,0,0.5332676,1,0.47905374,0.30886757,0.04314365,0.15195057,0.01687076,0.5815294,0.2922622,0.8733745,0,0.22735716,0.51154417,0.58145356,0.935512,0.13007544
SRR9161505_vRhyme_unbinned_69,0,0,0.007291347,0,0,0.9996697,0,0,0,0,0,0,0,0,0,0,0,0,0.95523727,0
SRR9161510_vRhyme_unbinned_86,0,0,0,0,0.9949295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR9161504_vRhyme_unbinned_24,0.07361148,0.9988706,0.13107893,0.64396757,0.10018602,0,0.064974755,0.06955887,0.13347064,0.07281424,0.024714323,0.4541589,0.10762689,0.21385862,0.10477013,0.18389583,0.16090885,0.26674196,0,0.27982992
SRR9161504_vRhyme_unbinned_45,0.30521432,0.99952227,0.16878241,0.10401311,0,0,0.047706798,0.02047502,0,0.07869233,0,0,0,0,0,0,0,0,0.02047502,0
SRR9161509_vRhyme_unbinned_249,0.010897967,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.58135235
SRR9161504_vRhyme_unbinned_57,0.58504444,0.9999549,0.23177941,0.39446726,0.013538517,0.4191525,0.21765423,0.10803737,0.06376641,0.28620425,0.2559231,0.7262512,0,0.07635724,0,0.0459407,0.32311928,0.20912497,0.226364,0.25411797
SRR9161503_vRhyme_bin_19,0.6621893,0.51213866,0.99675447,0.15451726,0.011986054,0.11802889,0.3037324,0.4178409,0.3829753,0.6145182,0.5322708,0.6599721,0.57989365,0.6166873,0.34136152,0.61567503,0.041260302,0.6638121,0.028760102,0.5094394
SRR9161502_vRhyme_unbinned_290,0.9997599,0.044858914,0.058341864,0.02989752,0,0.021507006,0.95679647,0.011916044,0.017754022,0.02081201,0.026258262,0.21734461,0.055460785,0.041080657,0.010007961,0.034825683,0.024830358,0.058405045,0.010298596,0.003790894
SRR9161506_vRhyme_unbinned_97,0.7054121,0.4357994,0.47629097,0.15422046,0.32286495,0.56757694,0.33160377,0.09342105,0.26149455,0.47271597,0.14595333,0.4839871,0.35906157,0.4802135,0.036916584,0.41859484,0.858143,0.99997514,0.013505462,0.18157895
SRR9161503_vRhyme_unbinned_74,0,0,0.9969751,0,0,0.85516745,0,0.15009002,0,0,0,0,0,0,0,0,0.024486857,0,0.9619013,0
SRR9161504_vRhyme_unbinned_77,0.9992875,1,1,0.4638404,0,0.99978626,0.50659066,0.60598505,0.041111507,1,0.95105094,0.997435,0,0.21560384,0,0.28165302,0.74513716,0.9975775,0.6152476,0.34934095
SRR9161500_vRhyme_bin_6,0.37479842,0.40572825,0.6027019,0.21820833,0.13213013,0.29941,0.14499262,0.23401605,0.12320751,0.9994109,0.39105034,0.4324961,0.054530356,0.07136167,0.040258024,0.018289445,0.20603146,0.25257587,0.06862887,0.1126819
SRR9161509_vRhyme_unbinned_176,0.79899013,0,0.3666741,0,0,0.5622633,0,0.0279201,0,0.020420287,0,1,0.10781911,0,0,0,0,0.6498849,0.031558625,0.12668003
SRR9161506_vRhyme_unbinned_161,0.7492428,0.63092476,0,0.04440861,0,0,0.11041183,0,0.06974,0.20324115,0.005978838,0.47295755,0,0.54450697,0,0.5902136,0.018447863,1,0,0.007119537
SRR9161509_vRhyme_unbinned_179,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.64393646
SRR9161509_vRhyme_unbinned_339,0.74005264,0.30732313,0.88837284,0.0136244,0.121071376,0.9991485,0.09188729,0.11038861,0.047453165,0.70072764,0.393869,1,0.018346494,0.712262,0,0.17324664,0.068122,0.98235023,0.569438,0.44588944
SRR9161500_vRhyme_unbinned_5,0,0,0,0,0,0,0,0,0,0.9998545,0.3403404,0.021821355,0,0,0,0.1072156,0,0.14889438,0,0.010910678
SRR9162904_vRhyme_unbinned_47,0,0,0.96056527,0,0.021748329,1,0,0.13878311,0,0,0,0,0.025048658,0,0,0,0,0,0.999323,0
SRR9161510_vRhyme_unbinned_7,0.5645771,0,0.4777575,0,0.99986964,0.025717884,0.35661843,0.018224075,0.1153395,0.122724704,0.016899083,0.86871713,0.011447066,0.94265604,0,0.548612,0.85768276,0.93661755,0,0.0811938
SRR9161502_vRhyme_unbinned_58,1,0,0,0,0,0,0.2200348,0,0,0,0,0.7226439,0,0,0,0.023719165,0.06973434,0.4137413,0,0.043801393
SRR9161500_vRhyme_unbinned_1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR9161503_vRhyme_unbinned_108,0.025062226,0,0.99991417,0,0,0.9871256,0,0.18779504,0,0,0,0,0,0,0,0,0,0,0.8851601,0
SRR9161502_vRhyme_unbinned_61,0.99684376,0,0,0,0,0.7011547,0.41770592,0,0,0,0,0,0,0,0,0,0.10377213,0,0,0
SRR9161506_vRhyme_unbinned_164,0.4116824,0,0,0,0.058045384,0.1110926,0.05677918,0,0.08167005,0.6545933,0.40091968,0.58818436,0.010129619,0.7191696,0,0.07383959,0.40701744,0.9900703,0.017660191,0.3884909
SRR9161505_vRhyme_bin_15,0,0.002551083,0,0,0,0.99894524,0,0,0,0,0,0,0,0,0,0,0,0,0.3685579,0
SRR9161502_vRhyme_unbinned_281,0.9993695,0.025151992,0.42098626,0.00689034,0,0.14748931,0.9998874,0.112970054,0,0.16843054,0.08394506,0.50139606,0.29707274,0,0.39378518,0,0,0,0.045890566,0.42614275
SRR9161506_vRhyme_unbinned_403,0.21252449,0.11846832,0.045313522,0.04612998,0.025065316,0.06645983,0.17219138,0,0.5623775,0.9593403,0.96423906,0.26061398,0,0.9641574,0,0.4863651,0.13977793,1,0,0.1321032
SRR9161501_vRhyme_unbinned_75,0.8689731,0.696941,0.8012382,0.32024762,0.021849964,0,0.18987618,0.093299344,0,0.7200291,0.038820103,0.023670794,0.9932265,0.7153678,0.24989074,0,0.11412964,0,0,0
SRR9161510_vRhyme_unbinned_97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR9161509_vRhyme_unbinned_217,0,0,0,0,0,0,0,0,0,0,0,0.999733,0,0,0,0,0,0,0,0.43157545
SRR9161507_vRhyme_unbinned_74,0.19287235,0,0.005043147,0,0.3714894,0,0.0277261,0,0.11594755,0.06946094,0,0.060629833,0.020665696,1,0.003339684,0.013425978,0.003025888,0.8360865,0,0
SRR9161506_vRhyme_unbinned_84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23188406,0,1,0,0
SRR9161506_vRhyme_unbinned_399,0.32777482,0,0,0,0,0,0.24598552,0,0,0.049408857,0,0,0,0,0,0.5037057,0,1,0,0
SRR9161502_vRhyme_unbinned_207,1,0.02072365,0,0,0,0,0.9450723,0,0,0,0,0.56369674,0.008349821,0,0,0.005968948,0,0.007343818,0,0.053049862
SRR9162901_vRhyme_bin_4,0.9911026,0.25495124,0.15221697,0.085486256,0.31253326,0.015784806,0.99657106,0.09460538,0.41649425,0.3399054,0.39828554,0.5027638,0.049719185,0.50458175,0.041043453,0.04068874,0.43309194,0.09125037,0.00812888,0.20700562
SRR9161509_vRhyme_unbinned_73,0.002162843,0.002444953,0,0,0,0,0,0,0,0,0,1,0.002227945,0,0,0,0,0,0,0.78701425
SRR9161502_vRhyme_unbinned_246,1,0.30041257,0,0.2235413,0.116275154,0.08225983,0.40633157,0,0,0,0.010440347,0.34688896,0.73511827,0.024837922,0.4330218,0.037888356,0.15955208,0.36718026,0,0.028289972
SRR9161506_vRhyme_unbinned_152,0.3427224,0,0.042010568,0,0.013101009,0.012620638,0.15267043,0.034324642,0.06764487,0.050264202,0.053670466,0.009563737,0,0.03244683,0,0.6980654,0.013057339,1,0,0.006506834
SRR9161500_vRhyme_unbinned_13,0.89756405,0.9424981,0.06710986,0.74946624,0,0.019555513,0.8380241,0.06546002,0.024505047,0.9928183,0.41944876,0.79347825,0.06740101,0.047117624,0.06677019,0.044885483,0.045661878,0.49694294,0.06400427,0.27086568
SRR9161506_vRhyme_unbinned_355,0.41013557,0,0.42079023,0,0,0.3526278,0.03613018,0.037257113,0,0.6774238,0.3592528,0.22675273,0.017860193,0,0,0.29563227,0.020148208,0.9997951,0.057302874,0.028139193
SRR9161502_vRhyme_unbinned_44,1,0,0,0,0,0,0.41742784,0,0,0.029898915,0,0,0.03136037,0,0,0,0,0,0,0
SRR9161500_vRhyme_unbinned_30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR9161506_vRhyme_unbinned_389,0.18454494,0.09867778,0.14210013,0.1368524,0.02613572,0.10269074,0.117044814,0.15002315,0.1263055,0.21675156,0.117507845,0.4896846,0.0951793,0.10186757,0.034830477,0.88732827,0.13438287,0.9994855,0.091938056,0.24571693
SRR9161504_vRhyme_unbinned_55,0.70220315,0.99990666,0.16756909,0.6290142,0.049943987,0.2242345,0.2370239,0,0.1895071,0.78687453,0.8497946,0.98412997,0.20080283,0.6103435,0.06179985,0.87565345,0,0.96359223,0.01783047,0.9270911
SRR9162904_vRhyme_unbinned_48,0.72778046,0,0,0,0,0.99593186,0.19892436,0,0,0.2977315,0,0.51223886,0,0,0,0,0,0,0.8619596,0.07563952
SRR9161500_vRhyme_unbinned_58,0,0,0,0,0,0,0,0,0,1,0.8506156,0,0.02047174,0,0,0,0,0,0,0
SRR9162907_vRhyme_unbinned_22,0.40421984,0.8735719,0.0952381,0.8540572,0.68943375,0,0.33283296,0.038362104,0.118255354,0.8010174,0.94445837,0.9996664,0.84088063,0.14886165,0.8143608,0.9790676,0.7332166,1,0,0.99549663
SRR9162908_vRhyme_unbinned_13,1,0.12058772,0.23180941,0.12966107,0.021951647,0.08833343,0.66118366,0.18468653,0.7582392,0.09254815,0.061230462,0.65796405,0.1335831,0.15805186,0.09143593,0.14101739,0.99929756,0.9714921,0.103377625,0.23526312
SRR9161509_vRhyme_unbinned_130,0.33940417,0.34758854,0.19431141,0,0,0.94185495,0.023991005,0.010432827,0,0.21011804,0.100326024,0.9991231,0.006183249,0.007982013,0,0.08807195,0.003372681,0.99525577,0.1780551,0.28984824
SRR9162903_vRhyme_unbinned_36,0.6736781,0.9214589,0.31551525,1,0.104882285,0.26138556,0.26630646,0.2665959,0.51370126,0.13392513,0.32439214,0.6403898,0.17840602,0.13546893,0.10719799,0.18979159,0.32979545,0.33076033,0.16402933,0.36482054
SRR9161501_vRhyme_unbinned_31,0,0.54930115,0,0.007779394,0,0,0,0,0,0,0,0,1,0.14774524,0.33166784,0,0,0.40781733,0,0
SRR9162904_vRhyme_unbinned_29,0,0,0.91492265,0,0,0.3538065,0,0.8262057,0,0,0,0,0,0,0,0,0,0,0.9993176,0
SRR9161507_vRhyme_unbinned_152,0,0,0,0,0,0,0,0,0.014725737,0,0,0,0,0.9999686,0,0,0,0,0,0
SRR9161503_vRhyme_unbinned_4,0,0,0.99750155,0,0.6855091,0,0,0.28500935,0,0.08076202,0.01230481,0.12042473,0,0,0,0,0.07476577,0,0,0.009244222
SRR9161506_vRhyme_unbinned_54,0,0,0,0,0,0,0.012363996,0,0,0.020441806,0,0,0,0,0,0.32912958,0,1,0,0
SRR9161507_vRhyme_unbinned_42,0,0,0,0,0,0,0,0,0,0.025626995,0,0,0,0.9985408,0,0.014227086,0,0.22690378,0,0
SRR9161501_vRhyme_unbinned_23,0.025735682,0,0,0,0,0.3219597,0,0,0.0103892,0.11222445,0.027476005,0.32770804,1,0.029269064,0.52025104,0.007910558,0,0.029374538,0,0.031642232
SRR9161510_vRhyme_unbinned_99,0.1377958,0,0.11541582,0,1,0,0,0,0.034212306,0.31446925,0,0.017173765,0.017985126,0.49918863,0,0.121703856,0.9996619,0.6033807,0,0
SRR9161505_vRhyme_unbinned_129,0,0,0.06912482,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.78766364,0
SRR9161506_vRhyme_unbinned_483,0,0,0,0,0,0,0,0,0,0.06091043,0,0,0,0,0,0.74880207,0,0.99990785,0,0
SRR9161506_vRhyme_unbinned_417,0.9992476,0.9009387,0.83229434,0.5189166,0.32899827,0.01862998,0.9998209,0.7140656,0.9861708,0.8583047,0.9881413,0.9795787,0.9886787,0.84637433,0.9883563,0.9084981,0.69880337,1,0.016122097,0.894239
SRR9161510_vRhyme_unbinned_47,0.681813,0.65937746,0.016642055,0.54697263,0.998296,0.3840168,0.64943767,0,0.39247984,0.6675565,0.4333182,0.6381915,0.64148587,0.5829831,0.2938203,0.36271724,0.835397,0.786266,0.008519823,0.26025218
SRR9161509_vRhyme_unbinned_238,0,0,0,0,0,0,0,0,0,0,0,0.99993014,0,0,0,0,0,0,0,0.05370487
SRR9161501_vRhyme_unbinned_77,0.213791,0.29298228,0.31213078,0.3389183,0.07633938,0.07150132,0.022917092,0.295274,0.004583418,1,0.43359137,0.354451,1,0,0.45248523,0.04598696,0.36270115,0.20268893,0,0.18023019
SRR9161509_vRhyme_unbinned_354,0.043347612,0,0,0,0,0.31340706,0,0,0,0.87142766,0.5000959,1,0.014513139,0,0,0,0,0,0.23444793,0.89156705
SRR9161507_vRhyme_unbinned_121,0.24370588,0.26017648,0.23964706,0.09894118,0.036764707,0,0.12323529,0.009117647,0.27029413,0.110470586,0.16788235,0.26658824,0.29088235,1,0.23352942,0.2345294,0.08923529,0.32841176,0.010941177,0.1997647
SRR9161507_vRhyme_unbinned_59,0.37416416,0.31924883,0.20548205,0.35979512,0,0.25835824,0.3630673,0.28225923,1,0.14549248,0.3639683,0.36031678,0.22373974,0.99981034,0.12657088,0.315787,0.36377862,0.3843126,0.2790819,0.37184048
SRR9162908_vRhyme_unbinned_23,0.9041499,0.31434813,0,0.03108199,0.26520497,0.37987232,0.6552419,0,0.025201613,0.4437164,0.3044355,0.4732863,0,0.15633401,0,0.80871975,0.9900874,0.9497648,0.26688507,0.3452621
SRR9162901_vRhyme_unbinned_3,1,0.8565386,0.8495278,0.7346892,0.19757807,0.6284837,0.9993047,0.44660756,0.9438554,0.65901846,0.9605423,0.9965815,0.898256,0.9739846,0.38704443,0.8915928,0.9550959,0.99831975,0.40483227,0.9781563
SRR9161506_vRhyme_unbinned_19,0.5434756,0.5779417,0.6862176,0.17531341,0.0442617,0.57137096,0.07727657,0.6020478,0.351554,0.3698956,0.35385174,0.6724312,0.21751925,0.5238038,0.062159874,0.8647962,0.41617286,0.9959689,0.5383964,0.27201998
SRR9161510_vRhyme_unbinned_49,0.09983346,0,0,0,1,0,0.013834796,0,0,0,0,0,0.00321282,0,0,0,0.021230837,0.003684908,0,0
SRR9161506_vRhyme_unbinned_352,0.012786003,0.021014316,0,0.06741711,0,0,0.004588279,0,0.005169461,0.04062156,0,0.1364554,0,0.01761899,0,0.2246727,0,1,0,0.11987642
SRR9162904_vRhyme_unbinned_11,0,0,0,0,0,0.9975202,0,0,0,0,0,0,0,0,0,0,0,0,0.9566321,0
SRR9161500_vRhyme_unbinned_149,0.005837874,0,0.014956077,0,0,0.05793395,0,0,0.00416991,1,0.04411765,0.045452017,0.89636385,0,0.048398755,0.00416991,0,0.19412321,0,0.013649506
SRR9161509_vRhyme_unbinned_35,0.37338123,0,0.78501385,0,0.028594954,0.87925744,0.10809192,0.06100756,0,0.3828131,0.3157422,0.99940115,0,0,0,0.09124935,0,0.75784117,0.33161163,0.23766749
SRR9161506_vRhyme_unbinned_227,0.26394382,0,0,0,0,0,0,0,0,0.2008499,0,0.92297703,0,0,0,0.10918964,0.010682878,1,0,0.19860709
SRR9161509_vRhyme_unbinned_304,0.8297445,0.17846715,0.1459854,0.0745438,0.07189781,0.15903285,0.08859489,0.01678832,0.15656935,0.17125912,0.15903285,1,0.69324815,0.21021898,0.20465328,0.12618613,0.18412408,0.1834854,0.06669708,0.53622264
SRR9161505_vRhyme_unbinned_70,0.36662024,0,0,0,0,1,0.072508454,0,0.028844241,0,0,0,0,0.73254424,0,0,0,0,0.17903322,0
SRR9161506_vRhyme_unbinned_364,0.9441354,0.9841193,0.86795646,0.27763,0.023297058,0,0.7975816,0.28125757,0.044498187,0.9101169,0.60395,0.7261588,0.98565096,0.511971,0.9547763,0.5692866,0,0.9859734,0,0.45892784
SRR9161509_vRhyme_unbinned_159,0,0.03512974,0,0.010208155,0,0.007898489,0.004220131,0,0.7348446,0,0,0.9982891,0,0.950499,0.004248646,0.004305674,0,0,0.00855432,0.87493587
SRR9162900_vRhyme_unbinned_15,0.91851217,0.7732792,0,0.08845661,0,0.14801197,0.8089782,0,0,0.13133818,0.14809747,0,1,0,0.99991447,0.006370244,0,0,0.041342456,0
